 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                te128         te129         te130         te131         te132         te133         te134         te135
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000075E-30  1.000032E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000085E-30  1.000036E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000095E-30  1.000040E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000106E-30  1.000045E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000121E-30  1.000051E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000151E-30  1.000064E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000177E-30  1.000075E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000201E-30  1.000085E-30
     35  2.515933231106E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000224E-30  1.000095E-30
     36  2.753099894686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000245E-30  1.000104E-30
     37  2.979926919870E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000265E-30  1.000112E-30
     38  3.199702121451E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000284E-30  1.000120E-30
     39  3.524429751724E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000313E-30  1.000133E-30
     40  3.836809895565E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000341E-30  1.000144E-30
     41  4.138876583201E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000368E-30  1.000156E-30
     42  4.432651277490E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000394E-30  1.000167E-30
     43  4.720041568584E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000419E-30  1.000178E-30
     44  5.002792532552E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000444E-30  1.000188E-30
     45  5.282472522620E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000469E-30  1.000199E-30
     46  5.560479783168E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000494E-30  1.000209E-30
     47  5.838060709037E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000519E-30  1.000220E-30
     48  6.116334118686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000543E-30  1.000230E-30
     49  6.396318340541E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000568E-30  1.000241E-30
     50  6.678959636874E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000593E-30  1.000251E-30
     51  6.965161747902E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000003E-30  1.000619E-30  1.000262E-30
     52  7.255817382538E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000003E-30  1.000645E-30  1.000273E-30
     53  7.551843574001E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000003E-30  1.000671E-30  1.000284E-30
     54  7.854224313090E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000003E-30  1.000698E-30  1.000296E-30
     55  8.164066374138E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000003E-30  1.000725E-30  1.000307E-30
     56  8.482679080764E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000003E-30  1.000754E-30  1.000319E-30
     57  8.811699017317E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000003E-30  1.000783E-30  1.000332E-30
     58  9.153304977871E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000003E-30  1.000813E-30  1.000344E-30
     59  9.510634923056E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000004E-30  1.000845E-30  1.000358E-30
     60  9.888739022907E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000004E-30  1.000878E-30  1.000372E-30
     61  1.029744313280E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000004E-30  1.000915E-30  1.000387E-30
     62  1.076805333108E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000004E-30  1.000957E-30  1.000405E-30
     63  1.127478238084E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000004E-30  1.001002E-30  1.000424E-30
     64  1.179263354774E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000004E-30  1.001048E-30  1.000444E-30
     65  1.231720185468E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000005E-30  1.001094E-30  1.000464E-30
     66  1.284679788904E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000005E-30  1.001141E-30  1.000483E-30
     67  1.338068714676E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000005E-30  1.001189E-30  1.000504E-30
     68  1.391852718980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000005E-30  1.001236E-30  1.000524E-30
     69  1.446014888479E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000005E-30  1.001285E-30  1.000544E-30
     70  1.500546342624E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000006E-30  1.001333E-30  1.000565E-30
     71  1.555442065896E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000006E-30  1.001382E-30  1.000585E-30
     72  1.610698967280E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000007E-30  1.000006E-30  1.001431E-30  1.000606E-30
     73  1.666314948699E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000007E-30  1.000006E-30  1.001480E-30  1.000627E-30
     74  1.722288445659E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000007E-30  1.000006E-30  1.001530E-30  1.000648E-30
     75  1.778618195039E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000007E-30  1.000007E-30  1.001580E-30  1.000670E-30
     76  1.835303663832E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000008E-30  1.000007E-30  1.001630E-30  1.000691E-30
     77  1.892344396716E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000008E-30  1.000007E-30  1.001681E-30  1.000712E-30
     78  1.949739812628E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000008E-30  1.000007E-30  1.001732E-30  1.000734E-30
     79  2.007489276907E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000008E-30  1.000007E-30  1.001783E-30  1.000756E-30
     80  2.065592139419E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000009E-30  1.000008E-30  1.001835E-30  1.000778E-30
     81  2.124047755162E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000009E-30  1.000008E-30  1.001887E-30  1.000800E-30
     82  2.182855495215E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000009E-30  1.000008E-30  1.001939E-30  1.000822E-30
     83  2.242014752368E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000009E-30  1.000008E-30  1.001992E-30  1.000844E-30
     84  2.301524943777E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000010E-30  1.000009E-30  1.002045E-30  1.000867E-30
     85  2.361385511936E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000010E-30  1.000009E-30  1.002098E-30  1.000889E-30
     86  2.421595924701E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000010E-30  1.000009E-30  1.002151E-30  1.000912E-30
     87  2.482155674804E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000010E-30  1.000009E-30  1.002205E-30  1.000935E-30
     88  2.543064279071E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000011E-30  1.000009E-30  1.002259E-30  1.000958E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000011E-30  1.000010E-30  1.002314E-30  1.000981E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000011E-30  1.000010E-30  1.002368E-30  1.001004E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000011E-30  1.000010E-30  1.002423E-30  1.001027E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000012E-30  1.000010E-30  1.002479E-30  1.001051E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000012E-30  1.000011E-30  1.002534E-30  1.001074E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000012E-30  1.000011E-30  1.002590E-30  1.001098E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000012E-30  1.000011E-30  1.002647E-30  1.001122E-30
