 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                sb131         sb132         sb133         sb134         sb135         sb136         sb137         sb138
     27  8.489118412102E-05  1.000001E-30  1.000001E-30  1.000040E-30  1.000000E-30  1.000076E-30  1.000172E-30  1.000254E-30  1.000000E-30
     28  9.570255892797E-05  1.000001E-30  1.000001E-30  1.000045E-30  1.000000E-30  1.000086E-30  1.000194E-30  1.000286E-30  1.000000E-30
     29  1.070853065563E-04  1.000001E-30  1.000001E-30  1.000051E-30  1.000000E-30  1.000096E-30  1.000217E-30  1.000320E-30  1.000000E-30
     30  1.190882425669E-04  1.000001E-30  1.000002E-30  1.000056E-30  1.000000E-30  1.000107E-30  1.000241E-30  1.000356E-30  1.000000E-30
     31  1.366291075688E-04  1.000002E-30  1.000002E-30  1.000065E-30  1.000000E-30  1.000122E-30  1.000276E-30  1.000409E-30  1.000000E-30
     32  1.695708820900E-04  1.000002E-30  1.000002E-30  1.000080E-30  1.000000E-30  1.000152E-30  1.000343E-30  1.000507E-30  1.000000E-30
     33  1.992873377730E-04  1.000002E-30  1.000003E-30  1.000094E-30  1.000000E-30  1.000179E-30  1.000403E-30  1.000596E-30  1.000000E-30
     34  2.264248739983E-04  1.000003E-30  1.000003E-30  1.000107E-30  1.000000E-30  1.000203E-30  1.000458E-30  1.000678E-30  1.000000E-30
     35  2.515933231106E-04  1.000003E-30  1.000003E-30  1.000119E-30  1.000000E-30  1.000225E-30  1.000509E-30  1.000753E-30  1.000000E-30
     36  2.753099894686E-04  1.000003E-30  1.000004E-30  1.000130E-30  1.000000E-30  1.000247E-30  1.000557E-30  1.000824E-30  1.000000E-30
     37  2.979926919870E-04  1.000004E-30  1.000004E-30  1.000141E-30  1.000000E-30  1.000267E-30  1.000603E-30  1.000892E-30  1.000000E-30
     38  3.199702121451E-04  1.000004E-30  1.000004E-30  1.000152E-30  1.000000E-30  1.000287E-30  1.000648E-30  1.000958E-30  1.000000E-30
     39  3.524429751724E-04  1.000004E-30  1.000005E-30  1.000167E-30  1.000000E-30  1.000316E-30  1.000714E-30  1.001055E-30  1.000000E-30
     40  3.836809895565E-04  1.000005E-30  1.000005E-30  1.000182E-30  1.000000E-30  1.000344E-30  1.000777E-30  1.001149E-30  1.000000E-30
     41  4.138876583201E-04  1.000005E-30  1.000006E-30  1.000196E-30  1.000000E-30  1.000371E-30  1.000838E-30  1.001240E-30  1.000000E-30
     42  4.432651277490E-04  1.000005E-30  1.000006E-30  1.000210E-30  1.000000E-30  1.000398E-30  1.000898E-30  1.001328E-30  1.000000E-30
     43  4.720041568584E-04  1.000006E-30  1.000006E-30  1.000224E-30  1.000000E-30  1.000423E-30  1.000956E-30  1.001415E-30  1.000000E-30
     44  5.002792532552E-04  1.000006E-30  1.000007E-30  1.000237E-30  1.000000E-30  1.000449E-30  1.001014E-30  1.001500E-30  1.000000E-30
     45  5.282472522620E-04  1.000006E-30  1.000007E-30  1.000250E-30  1.000000E-30  1.000474E-30  1.001070E-30  1.001584E-30  1.000000E-30
     46  5.560479783168E-04  1.000007E-30  1.000007E-30  1.000264E-30  1.000000E-30  1.000499E-30  1.001127E-30  1.001667E-30  1.000000E-30
     47  5.838060709037E-04  1.000007E-30  1.000008E-30  1.000277E-30  1.000000E-30  1.000524E-30  1.001183E-30  1.001751E-30  1.000000E-30
     48  6.116334118686E-04  1.000007E-30  1.000008E-30  1.000290E-30  1.000000E-30  1.000549E-30  1.001240E-30  1.001835E-30  1.000000E-30
     49  6.396318340541E-04  1.000008E-30  1.000009E-30  1.000303E-30  1.000000E-30  1.000574E-30  1.001297E-30  1.001919E-30  1.000000E-30
     50  6.678959636874E-04  1.000008E-30  1.000009E-30  1.000317E-30  1.000000E-30  1.000600E-30  1.001354E-30  1.002004E-30  1.000000E-30
     51  6.965161747902E-04  1.000008E-30  1.000009E-30  1.000330E-30  1.000000E-30  1.000625E-30  1.001412E-30  1.002090E-30  1.000000E-30
     52  7.255817382538E-04  1.000009E-30  1.000010E-30  1.000344E-30  1.000000E-30  1.000652E-30  1.001472E-30  1.002178E-30  1.000000E-30
     53  7.551843574001E-04  1.000009E-30  1.000010E-30  1.000358E-30  1.000000E-30  1.000678E-30  1.001532E-30  1.002267E-30  1.000000E-30
     54  7.854224313090E-04  1.000009E-30  1.000010E-30  1.000372E-30  1.000000E-30  1.000706E-30  1.001593E-30  1.002359E-30  1.000000E-30
     55  8.164066374138E-04  1.000010E-30  1.000011E-30  1.000387E-30  1.000000E-30  1.000733E-30  1.001656E-30  1.002452E-30  1.000000E-30
     56  8.482679080764E-04  1.000010E-30  1.000011E-30  1.000402E-30  1.000000E-30  1.000762E-30  1.001721E-30  1.002548E-30  1.000000E-30
     57  8.811699017317E-04  1.000010E-30  1.000012E-30  1.000418E-30  1.000000E-30  1.000792E-30  1.001788E-30  1.002648E-30  1.000000E-30
     58  9.153304977871E-04  1.000011E-30  1.000012E-30  1.000434E-30  1.000000E-30  1.000823E-30  1.001858E-30  1.002751E-30  1.000000E-30
     59  9.510634923056E-04  1.000011E-30  1.000013E-30  1.000451E-30  1.000000E-30  1.000855E-30  1.001931E-30  1.002859E-30  1.000000E-30
     60  9.888739022907E-04  1.000012E-30  1.000013E-30  1.000469E-30  1.000000E-30  1.000889E-30  1.002008E-30  1.002973E-30  1.000000E-30
     61  1.029744313280E-03  1.000012E-30  1.000014E-30  1.000488E-30  1.000000E-30  1.000926E-30  1.002091E-30  1.003097E-30  1.000000E-30
     62  1.076805333108E-03  1.000013E-30  1.000014E-30  1.000511E-30  1.000000E-30  1.000969E-30  1.002187E-30  1.003240E-30  1.000000E-30
     63  1.127478238084E-03  1.000013E-30  1.000015E-30  1.000535E-30  1.000000E-30  1.001014E-30  1.002291E-30  1.003393E-30  1.000000E-30
     64  1.179263354774E-03  1.000014E-30  1.000016E-30  1.000560E-30  1.000000E-30  1.001061E-30  1.002396E-30  1.003550E-30  1.000000E-30
     65  1.231720185468E-03  1.000015E-30  1.000016E-30  1.000584E-30  1.000000E-30  1.001109E-30  1.002504E-30  1.003709E-30  1.000000E-30
     66  1.284679788904E-03  1.000015E-30  1.000017E-30  1.000610E-30  1.000000E-30  1.001157E-30  1.002612E-30  1.003870E-30  1.000000E-30
     67  1.338068714676E-03  1.000016E-30  1.000018E-30  1.000635E-30  1.000000E-30  1.001205E-30  1.002721E-30  1.004032E-30  1.000000E-30
     68  1.391852718980E-03  1.000017E-30  1.000019E-30  1.000661E-30  1.000000E-30  1.001254E-30  1.002831E-30  1.004196E-30  1.000000E-30
     69  1.446014888479E-03  1.000017E-30  1.000019E-30  1.000686E-30  1.000000E-30  1.001303E-30  1.002942E-30  1.004361E-30  1.000000E-30
     70  1.500546342624E-03  1.000018E-30  1.000020E-30  1.000712E-30  1.000000E-30  1.001352E-30  1.003054E-30  1.004527E-30  1.000000E-30
     71  1.555442065896E-03  1.000019E-30  1.000021E-30  1.000739E-30  1.000000E-30  1.001402E-30  1.003166E-30  1.004694E-30  1.000000E-30
     72  1.610698967280E-03  1.000019E-30  1.000022E-30  1.000765E-30  1.000000E-30  1.001452E-30  1.003279E-30  1.004862E-30  1.000000E-30
     73  1.666314948699E-03  1.000020E-30  1.000022E-30  1.000791E-30  1.000000E-30  1.001503E-30  1.003393E-30  1.005032E-30  1.000000E-30
     74  1.722288445659E-03  1.000020E-30  1.000023E-30  1.000818E-30  1.000000E-30  1.001553E-30  1.003508E-30  1.005203E-30  1.000000E-30
     75  1.778618195039E-03  1.000021E-30  1.000024E-30  1.000845E-30  1.000000E-30  1.001605E-30  1.003624E-30  1.005375E-30  1.000000E-30
     76  1.835303663832E-03  1.000022E-30  1.000025E-30  1.000872E-30  1.000000E-30  1.001656E-30  1.003740E-30  1.005548E-30  1.000000E-30
     77  1.892344396716E-03  1.000023E-30  1.000025E-30  1.000899E-30  1.000000E-30  1.001708E-30  1.003858E-30  1.005722E-30  1.000000E-30
     78  1.949739812628E-03  1.000023E-30  1.000026E-30  1.000926E-30  1.000000E-30  1.001760E-30  1.003976E-30  1.005898E-30  1.000000E-30
     79  2.007489276907E-03  1.000024E-30  1.000027E-30  1.000954E-30  1.000000E-30  1.001813E-30  1.004094E-30  1.006075E-30  1.000000E-30
     80  2.065592139419E-03  1.000025E-30  1.000028E-30  1.000982E-30  1.000000E-30  1.001866E-30  1.004214E-30  1.006253E-30  1.000000E-30
     81  2.124047755162E-03  1.000025E-30  1.000028E-30  1.001010E-30  1.000000E-30  1.001919E-30  1.004334E-30  1.006432E-30  1.000000E-30
     82  2.182855495215E-03  1.000026E-30  1.000029E-30  1.001038E-30  1.000000E-30  1.001973E-30  1.004455E-30  1.006613E-30  1.000000E-30
     83  2.242014752368E-03  1.000027E-30  1.000030E-30  1.001066E-30  1.000000E-30  1.002027E-30  1.004577E-30  1.006795E-30  1.000000E-30
     84  2.301524943777E-03  1.000027E-30  1.000031E-30  1.001094E-30  1.000000E-30  1.002081E-30  1.004700E-30  1.006978E-30  1.000000E-30
     85  2.361385511936E-03  1.000028E-30  1.000032E-30  1.001123E-30  1.000000E-30  1.002136E-30  1.004824E-30  1.007162E-30  1.000000E-30
     86  2.421595924701E-03  1.000029E-30  1.000032E-30  1.001152E-30  1.000000E-30  1.002191E-30  1.004948E-30  1.007347E-30  1.000000E-30
     87  2.482155674804E-03  1.000030E-30  1.000033E-30  1.001181E-30  1.000000E-30  1.002246E-30  1.005073E-30  1.007534E-30  1.000000E-30
     88  2.543064279071E-03  1.000030E-30  1.000034E-30  1.001210E-30  1.000000E-30  1.002302E-30  1.005199E-30  1.007722E-30  1.000000E-30
     89  2.604321277494E-03  1.000031E-30  1.000035E-30  1.001239E-30  1.000000E-30  1.002358E-30  1.005325E-30  1.007911E-30  1.000000E-30
     90  2.665926232237E-03  1.000032E-30  1.000036E-30  1.001268E-30  1.000000E-30  1.002414E-30  1.005453E-30  1.008101E-30  1.000000E-30
     91  2.727878734382E-03  1.000033E-30  1.000037E-30  1.001298E-30  1.000000E-30  1.002471E-30  1.005581E-30  1.008292E-30  1.000000E-30
     92  2.790178404165E-03  1.000033E-30  1.000037E-30  1.001328E-30  1.000000E-30  1.002528E-30  1.005710E-30  1.008485E-30  1.000000E-30
     93  2.852824875480E-03  1.000034E-30  1.000038E-30  1.001358E-30  1.000000E-30  1.002586E-30  1.005840E-30  1.008679E-30  1.000000E-30
     94  2.915817796872E-03  1.000035E-30  1.000039E-30  1.001388E-30  1.000000E-30  1.002643E-30  1.005970E-30  1.008874E-30  1.000000E-30
     95  2.979156831833E-03  1.000036E-30  1.000040E-30  1.001418E-30  1.000000E-30  1.002701E-30  1.006102E-30  1.009070E-30  1.000000E-30
