 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                as84          as85          as86          as87          as88          as89          as90          as91 
     27  8.489118412102E-05  1.000044E-30  1.000081E-30  1.000240E-30  1.000316E-30  1.000002E-30  1.002392E-30  1.000329E-30  1.000499E-30
     28  9.570255892797E-05  1.000050E-30  1.000091E-30  1.000270E-30  1.000356E-30  1.000003E-30  1.002696E-30  1.000371E-30  1.000563E-30
     29  1.070853065563E-04  1.000056E-30  1.000102E-30  1.000302E-30  1.000398E-30  1.000004E-30  1.003017E-30  1.000417E-30  1.000631E-30
     30  1.190882425669E-04  1.000062E-30  1.000114E-30  1.000336E-30  1.000443E-30  1.000000E-30  1.003355E-30  1.000465E-30  1.000703E-30
     31  1.366291075688E-04  1.000071E-30  1.000130E-30  1.000386E-30  1.000508E-30  1.000000E-30  1.003850E-30  1.000535E-30  1.000809E-30
     32  1.695708820900E-04  1.000088E-30  1.000162E-30  1.000479E-30  1.000631E-30  1.000000E-30  1.004779E-30  1.000669E-30  1.001008E-30
     33  1.992873377730E-04  1.000103E-30  1.000190E-30  1.000564E-30  1.000742E-30  1.000000E-30  1.005617E-30  1.000791E-30  1.001189E-30
     34  2.264248739983E-04  1.000117E-30  1.000216E-30  1.000641E-30  1.000843E-30  1.000000E-30  1.006382E-30  1.000904E-30  1.001356E-30
     35  2.515933231106E-04  1.000130E-30  1.000240E-30  1.000712E-30  1.000937E-30  1.000000E-30  1.007092E-30  1.001011E-30  1.001511E-30
     36  2.753099894686E-04  1.000143E-30  1.000263E-30  1.000779E-30  1.001026E-30  1.000000E-30  1.007762E-30  1.001111E-30  1.001659E-30
     37  2.979926919870E-04  1.000155E-30  1.000284E-30  1.000844E-30  1.001111E-30  1.000004E-30  1.008402E-30  1.001209E-30  1.001801E-30
     38  3.199702121451E-04  1.000166E-30  1.000305E-30  1.000906E-30  1.001193E-30  1.000000E-30  1.009022E-30  1.001304E-30  1.001939E-30
     39  3.524429751724E-04  1.000183E-30  1.000336E-30  1.000999E-30  1.001315E-30  1.000000E-30  1.009939E-30  1.001446E-30  1.002145E-30
     40  3.836809895565E-04  1.000199E-30  1.000366E-30  1.001088E-30  1.001432E-30  1.000000E-30  1.010821E-30  1.001585E-30  1.002344E-30
     41  4.138876583201E-04  1.000215E-30  1.000395E-30  1.001174E-30  1.001545E-30  1.000000E-30  1.011674E-30  1.001721E-30  1.002539E-30
     42  4.432651277490E-04  1.000230E-30  1.000423E-30  1.001258E-30  1.001655E-30  1.000000E-30  1.012504E-30  1.001854E-30  1.002729E-30
     43  4.720041568584E-04  1.000245E-30  1.000451E-30  1.001340E-30  1.001763E-30  1.000000E-30  1.013317E-30  1.001986E-30  1.002916E-30
     44  5.002792532552E-04  1.000260E-30  1.000478E-30  1.001421E-30  1.001869E-30  1.000000E-30  1.014116E-30  1.002117E-30  1.003102E-30
     45  5.282472522620E-04  1.000274E-30  1.000504E-30  1.001501E-30  1.001975E-30  1.000000E-30  1.014907E-30  1.002248E-30  1.003287E-30
     46  5.560479783168E-04  1.000289E-30  1.000531E-30  1.001580E-30  1.002079E-30  1.000000E-30  1.015693E-30  1.002380E-30  1.003472E-30
     47  5.838060709037E-04  1.000303E-30  1.000558E-30  1.001660E-30  1.002184E-30  1.000000E-30  1.016478E-30  1.002513E-30  1.003657E-30
     48  6.116334118686E-04  1.000318E-30  1.000584E-30  1.001740E-30  1.002289E-30  1.000000E-30  1.017265E-30  1.002647E-30  1.003845E-30
     49  6.396318340541E-04  1.000332E-30  1.000611E-30  1.001820E-30  1.002394E-30  1.000000E-30  1.018058E-30  1.002784E-30  1.004035E-30
     50  6.678959636874E-04  1.000347E-30  1.000638E-30  1.001901E-30  1.002501E-30  1.000000E-30  1.018858E-30  1.002923E-30  1.004228E-30
     51  6.965161747902E-04  1.000362E-30  1.000666E-30  1.001983E-30  1.002609E-30  1.000000E-30  1.019668E-30  1.003065E-30  1.004424E-30
     52  7.255817382538E-04  1.000377E-30  1.000693E-30  1.002067E-30  1.002719E-30  1.000000E-30  1.020491E-30  1.003211E-30  1.004625E-30
     53  7.551843574001E-04  1.000393E-30  1.000722E-30  1.002152E-30  1.002831E-30  1.000000E-30  1.021330E-30  1.003361E-30  1.004831E-30
     54  7.854224313090E-04  1.000408E-30  1.000751E-30  1.002239E-30  1.002946E-30  1.000000E-30  1.022186E-30  1.003516E-30  1.005042E-30
     55  8.164066374138E-04  1.000425E-30  1.000780E-30  1.002329E-30  1.003063E-30  1.000000E-30  1.023064E-30  1.003677E-30  1.005261E-30
     56  8.482679080764E-04  1.000441E-30  1.000811E-30  1.002421E-30  1.003184E-30  1.000000E-30  1.023968E-30  1.003843E-30  1.005487E-30
     57  8.811699017317E-04  1.000459E-30  1.000843E-30  1.002516E-30  1.003309E-30  1.000000E-30  1.024900E-30  1.004017E-30  1.005722E-30
     58  9.153304977871E-04  1.000476E-30  1.000875E-30  1.002614E-30  1.003438E-30  1.000000E-30  1.025869E-30  1.004199E-30  1.005967E-30
     59  9.510634923056E-04  1.000495E-30  1.000910E-30  1.002718E-30  1.003574E-30  1.000000E-30  1.026883E-30  1.004392E-30  1.006226E-30
     60  9.888739022907E-04  1.000515E-30  1.000946E-30  1.002827E-30  1.003718E-30  1.000000E-30  1.027956E-30  1.004598E-30  1.006502E-30
     61  1.029744313280E-03  1.000536E-30  1.000985E-30  1.002946E-30  1.003874E-30  1.000000E-30  1.029116E-30  1.004824E-30  1.006803E-30
     62  1.076805333108E-03  1.000561E-30  1.001031E-30  1.003082E-30  1.004053E-30  1.000000E-30  1.030453E-30  1.005087E-30  1.007153E-30
     63  1.127478238084E-03  1.000587E-30  1.001079E-30  1.003230E-30  1.004247E-30  1.000000E-30  1.031893E-30  1.005375E-30  1.007533E-30
     64  1.179263354774E-03  1.000615E-30  1.001129E-30  1.003381E-30  1.004445E-30  1.000000E-30  1.033365E-30  1.005673E-30  1.007925E-30
     65  1.231720185468E-03  1.000642E-30  1.001180E-30  1.003533E-30  1.004645E-30  1.000000E-30  1.034857E-30  1.005980E-30  1.008327E-30
     66  1.284679788904E-03  1.000670E-30  1.001231E-30  1.003688E-30  1.004848E-30  1.000000E-30  1.036363E-30  1.006294E-30  1.008736E-30
     67  1.338068714676E-03  1.000698E-30  1.001282E-30  1.003844E-30  1.005053E-30  1.000000E-30  1.037883E-30  1.006615E-30  1.009153E-30
     68  1.391852718980E-03  1.000726E-30  1.001334E-30  1.004002E-30  1.005260E-30  1.000000E-30  1.039415E-30  1.006943E-30  1.009578E-30
     69  1.446014888479E-03  1.000755E-30  1.001386E-30  1.004161E-30  1.005468E-30  1.000000E-30  1.040958E-30  1.007279E-30  1.010009E-30
     70  1.500546342624E-03  1.000783E-30  1.001439E-30  1.004321E-30  1.005679E-30  1.000000E-30  1.042512E-30  1.007621E-30  1.010448E-30
     71  1.555442065896E-03  1.000812E-30  1.001492E-30  1.004482E-30  1.005890E-30  1.000000E-30  1.044078E-30  1.007971E-30  1.010895E-30
     72  1.610698967280E-03  1.000841E-30  1.001545E-30  1.004645E-30  1.006104E-30  1.000000E-30  1.045655E-30  1.008328E-30  1.011349E-30
     73  1.666314948699E-03  1.000871E-30  1.001599E-30  1.004809E-30  1.006319E-30  1.000000E-30  1.047243E-30  1.008692E-30  1.011810E-30
     74  1.722288445659E-03  1.000900E-30  1.001653E-30  1.004974E-30  1.006536E-30  1.000000E-30  1.048842E-30  1.009064E-30  1.012279E-30
     75  1.778618195039E-03  1.000930E-30  1.001708E-30  1.005141E-30  1.006755E-30  1.000000E-30  1.050452E-30  1.009442E-30  1.012755E-30
     76  1.835303663832E-03  1.000960E-30  1.001762E-30  1.005309E-30  1.006975E-30  1.000000E-30  1.052073E-30  1.009829E-30  1.013239E-30
     77  1.892344396716E-03  1.000990E-30  1.001818E-30  1.005478E-30  1.007197E-30  1.000000E-30  1.053705E-30  1.010223E-30  1.013731E-30
     78  1.949739812628E-03  1.001020E-30  1.001873E-30  1.005649E-30  1.007421E-30  1.000000E-30  1.055348E-30  1.010624E-30  1.014230E-30
     79  2.007489276907E-03  1.001051E-30  1.001929E-30  1.005821E-30  1.007646E-30  1.000000E-30  1.057002E-30  1.011033E-30  1.014738E-30
     80  2.065592139419E-03  1.001081E-30  1.001986E-30  1.005994E-30  1.007873E-30  1.000000E-30  1.058667E-30  1.011450E-30  1.015253E-30
     81  2.124047755162E-03  1.001112E-30  1.002042E-30  1.006169E-30  1.008102E-30  1.000000E-30  1.060344E-30  1.011875E-30  1.015777E-30
     82  2.182855495215E-03  1.001143E-30  1.002099E-30  1.006345E-30  1.008332E-30  1.000000E-30  1.062031E-30  1.012308E-30  1.016308E-30
     83  2.242014752368E-03  1.001175E-30  1.002157E-30  1.006522E-30  1.008565E-30  1.000000E-30  1.063730E-30  1.012749E-30  1.016848E-30
     84  2.301524943777E-03  1.001206E-30  1.002215E-30  1.006701E-30  1.008799E-30  1.000000E-30  1.065439E-30  1.013198E-30  1.017396E-30
     85  2.361385511936E-03  1.001238E-30  1.002273E-30  1.006880E-30  1.009034E-30  1.000000E-30  1.067160E-30  1.013655E-30  1.017952E-30
     86  2.421595924701E-03  1.001270E-30  1.002331E-30  1.007062E-30  1.009272E-30  1.000000E-30  1.068892E-30  1.014120E-30  1.018517E-30
     87  2.482155674804E-03  1.001302E-30  1.002390E-30  1.007244E-30  1.009511E-30  1.000000E-30  1.070635E-30  1.014594E-30  1.019090E-30
     88  2.543064279071E-03  1.001335E-30  1.002450E-30  1.007428E-30  1.009752E-30  1.000000E-30  1.072389E-30  1.015075E-30  1.019671E-30
     89  2.604321277494E-03  1.001367E-30  1.002509E-30  1.007614E-30  1.009994E-30  1.000000E-30  1.074154E-30  1.015566E-30  1.020262E-30
     90  2.665926232237E-03  1.001400E-30  1.002569E-30  1.007800E-30  1.010239E-30  1.000000E-30  1.075931E-30  1.016065E-30  1.020860E-30
     91  2.727878734382E-03  1.001433E-30  1.002630E-30  1.007988E-30  1.010485E-30  1.000000E-30  1.077718E-30  1.016572E-30  1.021468E-30
     92  2.790178404165E-03  1.001466E-30  1.002691E-30  1.008178E-30  1.010733E-30  1.000000E-30  1.079517E-30  1.017088E-30  1.022084E-30
     93  2.852824875480E-03  1.001499E-30  1.002752E-30  1.008368E-30  1.010983E-30  1.000000E-30  1.081327E-30  1.017613E-30  1.022710E-30
     94  2.915817796872E-03  1.001533E-30  1.002813E-30  1.008561E-30  1.011234E-30  1.000000E-30  1.083148E-30  1.018146E-30  1.023344E-30
     95  2.979156831833E-03  1.001567E-30  1.002875E-30  1.008754E-30  1.011487E-30  1.000000E-30  1.084981E-30  1.018689E-30  1.023987E-30
