 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cs147         cs148         cs149         cs150         cs151         cs152         cs153         cs154
     27  8.489118412102E-05  1.000338E-30  1.000074E-30  1.000252E-30  1.000454E-30  1.000955E-30  1.000000E-30  1.000748E-30  1.001101E-30
     28  9.570255892797E-05  1.000382E-30  1.000084E-30  1.000284E-30  1.000512E-30  1.001077E-30  1.000000E-30  1.000844E-30  1.001241E-30
     29  1.070853065563E-04  1.000427E-30  1.000094E-30  1.000318E-30  1.000573E-30  1.001206E-30  1.000000E-30  1.000945E-30  1.001390E-30
     30  1.190882425669E-04  1.000475E-30  1.000104E-30  1.000354E-30  1.000637E-30  1.001341E-30  1.000000E-30  1.001051E-30  1.001546E-30
     31  1.366291075688E-04  1.000545E-30  1.000120E-30  1.000406E-30  1.000731E-30  1.001539E-30  1.000000E-30  1.001207E-30  1.001775E-30
     32  1.695708820900E-04  1.000677E-30  1.000149E-30  1.000504E-30  1.000908E-30  1.001910E-30  1.000000E-30  1.001499E-30  1.002205E-30
     33  1.992873377730E-04  1.000795E-30  1.000175E-30  1.000592E-30  1.001068E-30  1.002246E-30  1.000000E-30  1.001764E-30  1.002594E-30
     34  2.264248739983E-04  1.000904E-30  1.000199E-30  1.000673E-30  1.001214E-30  1.002552E-30  1.000000E-30  1.002006E-30  1.002950E-30
     35  2.515933231106E-04  1.001005E-30  1.000222E-30  1.000748E-30  1.001350E-30  1.002837E-30  1.000000E-30  1.002231E-30  1.003280E-30
     36  2.753099894686E-04  1.001100E-30  1.000243E-30  1.000819E-30  1.001478E-30  1.003105E-30  1.000000E-30  1.002443E-30  1.003592E-30
     37  2.979926919870E-04  1.001191E-30  1.000263E-30  1.000887E-30  1.001600E-30  1.003361E-30  1.000000E-30  1.002647E-30  1.003891E-30
     38  3.199702121451E-04  1.001279E-30  1.000283E-30  1.000952E-30  1.001719E-30  1.003610E-30  1.000000E-30  1.002844E-30  1.004181E-30
     39  3.524429751724E-04  1.001409E-30  1.000312E-30  1.001050E-30  1.001895E-30  1.003978E-30  1.000000E-30  1.003136E-30  1.004610E-30
     40  3.836809895565E-04  1.001535E-30  1.000340E-30  1.001143E-30  1.002064E-30  1.004331E-30  1.000000E-30  1.003417E-30  1.005024E-30
     41  4.138876583201E-04  1.001656E-30  1.000368E-30  1.001234E-30  1.002228E-30  1.004674E-30  1.000000E-30  1.003690E-30  1.005425E-30
     42  4.432651277490E-04  1.001774E-30  1.000395E-30  1.001322E-30  1.002388E-30  1.005007E-30  1.000000E-30  1.003956E-30  1.005815E-30
     43  4.720041568584E-04  1.001890E-30  1.000421E-30  1.001408E-30  1.002544E-30  1.005333E-30  1.000000E-30  1.004217E-30  1.006198E-30
     44  5.002792532552E-04  1.002004E-30  1.000447E-30  1.001493E-30  1.002698E-30  1.005654E-30  1.000000E-30  1.004474E-30  1.006575E-30
     45  5.282472522620E-04  1.002117E-30  1.000473E-30  1.001577E-30  1.002851E-30  1.005972E-30  1.000000E-30  1.004728E-30  1.006949E-30
     46  5.560479783168E-04  1.002229E-30  1.000498E-30  1.001660E-30  1.003002E-30  1.006288E-30  1.000000E-30  1.004982E-30  1.007322E-30
     47  5.838060709037E-04  1.002341E-30  1.000524E-30  1.001744E-30  1.003154E-30  1.006604E-30  1.000000E-30  1.005235E-30  1.007694E-30
     48  6.116334118686E-04  1.002453E-30  1.000550E-30  1.001828E-30  1.003306E-30  1.006921E-30  1.000000E-30  1.005490E-30  1.008068E-30
     49  6.396318340541E-04  1.002567E-30  1.000576E-30  1.001912E-30  1.003460E-30  1.007239E-30  1.000000E-30  1.005747E-30  1.008445E-30
     50  6.678959636874E-04  1.002681E-30  1.000602E-30  1.001997E-30  1.003615E-30  1.007561E-30  1.000000E-30  1.006006E-30  1.008826E-30
     51  6.965161747902E-04  1.002797E-30  1.000629E-30  1.002084E-30  1.003772E-30  1.007888E-30  1.000000E-30  1.006270E-30  1.009213E-30
     52  7.255817382538E-04  1.002914E-30  1.000656E-30  1.002172E-30  1.003932E-30  1.008219E-30  1.000000E-30  1.006538E-30  1.009606E-30
     53  7.551843574001E-04  1.003034E-30  1.000684E-30  1.002261E-30  1.004095E-30  1.008557E-30  1.000000E-30  1.006811E-30  1.010007E-30
     54  7.854224313090E-04  1.003157E-30  1.000713E-30  1.002353E-30  1.004261E-30  1.008903E-30  1.000000E-30  1.007091E-30  1.010418E-30
     55  8.164066374138E-04  1.003283E-30  1.000742E-30  1.002447E-30  1.004432E-30  1.009257E-30  1.000000E-30  1.007378E-30  1.010840E-30
     56  8.482679080764E-04  1.003412E-30  1.000772E-30  1.002543E-30  1.004608E-30  1.009621E-30  1.000000E-30  1.007674E-30  1.011274E-30
     57  8.811699017317E-04  1.003546E-30  1.000804E-30  1.002643E-30  1.004790E-30  1.009997E-30  1.000000E-30  1.007981E-30  1.011724E-30
     58  9.153304977871E-04  1.003685E-30  1.000836E-30  1.002747E-30  1.004979E-30  1.010388E-30  1.000000E-30  1.008299E-30  1.012192E-30
     59  9.510634923056E-04  1.003830E-30  1.000871E-30  1.002855E-30  1.005178E-30  1.010798E-30  1.000000E-30  1.008634E-30  1.012682E-30
     60  9.888739022907E-04  1.003984E-30  1.000907E-30  1.002970E-30  1.005388E-30  1.011231E-30  1.000000E-30  1.008988E-30  1.013202E-30
     61  1.029744313280E-03  1.004151E-30  1.000947E-30  1.003095E-30  1.005615E-30  1.011700E-30  1.000000E-30  1.009372E-30  1.013765E-30
     62  1.076805333108E-03  1.004343E-30  1.000993E-30  1.003238E-30  1.005877E-30  1.012241E-30  1.000000E-30  1.009816E-30  1.014416E-30
     63  1.127478238084E-03  1.004550E-30  1.001042E-30  1.003393E-30  1.006161E-30  1.012823E-30  1.000000E-30  1.010295E-30  1.015118E-30
     64  1.179263354774E-03  1.004762E-30  1.001093E-30  1.003551E-30  1.006450E-30  1.013419E-30  1.000000E-30  1.010786E-30  1.015839E-30
     65  1.231720185468E-03  1.004977E-30  1.001145E-30  1.003712E-30  1.006745E-30  1.014024E-30  1.000000E-30  1.011286E-30  1.016571E-30
     66  1.284679788904E-03  1.005194E-30  1.001197E-30  1.003874E-30  1.007042E-30  1.014634E-30  1.000000E-30  1.011791E-30  1.017312E-30
     67  1.338068714676E-03  1.005414E-30  1.001251E-30  1.004038E-30  1.007343E-30  1.015251E-30  1.000000E-30  1.012303E-30  1.018062E-30
     68  1.391852718980E-03  1.005635E-30  1.001305E-30  1.004204E-30  1.007646E-30  1.015872E-30  1.000000E-30  1.012820E-30  1.018819E-30
     69  1.446014888479E-03  1.005858E-30  1.001359E-30  1.004370E-30  1.007953E-30  1.016499E-30  1.000000E-30  1.013343E-30  1.019585E-30
     70  1.500546342624E-03  1.006083E-30  1.001415E-30  1.004539E-30  1.008262E-30  1.017131E-30  1.000000E-30  1.013870E-30  1.020358E-30
     71  1.555442065896E-03  1.006309E-30  1.001471E-30  1.004708E-30  1.008574E-30  1.017767E-30  1.000000E-30  1.014404E-30  1.021139E-30
     72  1.610698967280E-03  1.006538E-30  1.001527E-30  1.004879E-30  1.008888E-30  1.018408E-30  1.000000E-30  1.014942E-30  1.021927E-30
     73  1.666314948699E-03  1.006768E-30  1.001585E-30  1.005051E-30  1.009206E-30  1.019055E-30  1.000000E-30  1.015486E-30  1.022724E-30
     74  1.722288445659E-03  1.007000E-30  1.001643E-30  1.005225E-30  1.009526E-30  1.019706E-30  1.000000E-30  1.016035E-30  1.023528E-30
     75  1.778618195039E-03  1.007234E-30  1.001701E-30  1.005400E-30  1.009849E-30  1.020362E-30  1.000000E-30  1.016590E-30  1.024340E-30
     76  1.835303663832E-03  1.007469E-30  1.001761E-30  1.005576E-30  1.010174E-30  1.021023E-30  1.000000E-30  1.017150E-30  1.025160E-30
     77  1.892344396716E-03  1.007706E-30  1.001821E-30  1.005754E-30  1.010503E-30  1.021688E-30  1.000000E-30  1.017715E-30  1.025987E-30
     78  1.949739812628E-03  1.007946E-30  1.001882E-30  1.005933E-30  1.010834E-30  1.022359E-30  1.000000E-30  1.018286E-30  1.026823E-30
     79  2.007489276907E-03  1.008186E-30  1.001943E-30  1.006113E-30  1.011168E-30  1.023035E-30  1.000000E-30  1.018863E-30  1.027666E-30
     80  2.065592139419E-03  1.008429E-30  1.002005E-30  1.006295E-30  1.011505E-30  1.023715E-30  1.000000E-30  1.019445E-30  1.028517E-30
     81  2.124047755162E-03  1.008674E-30  1.002068E-30  1.006478E-30  1.011844E-30  1.024401E-30  1.000000E-30  1.020033E-30  1.029377E-30
     82  2.182855495215E-03  1.008920E-30  1.002132E-30  1.006663E-30  1.012186E-30  1.025091E-30  1.000000E-30  1.020626E-30  1.030245E-30
     83  2.242014752368E-03  1.009168E-30  1.002196E-30  1.006849E-30  1.012532E-30  1.025786E-30  1.000000E-30  1.021225E-30  1.031120E-30
     84  2.301524943777E-03  1.009418E-30  1.002261E-30  1.007036E-30  1.012880E-30  1.026487E-30  1.000000E-30  1.021829E-30  1.032004E-30
     85  2.361385511936E-03  1.009670E-30  1.002327E-30  1.007225E-30  1.013231E-30  1.027192E-30  1.000000E-30  1.022440E-30  1.032896E-30
     86  2.421595924701E-03  1.009923E-30  1.002394E-30  1.007415E-30  1.013584E-30  1.027902E-30  1.000000E-30  1.023056E-30  1.033797E-30
     87  2.482155674804E-03  1.010178E-30  1.002461E-30  1.007607E-30  1.013941E-30  1.028617E-30  1.000000E-30  1.023678E-30  1.034705E-30
     88  2.543064279071E-03  1.010436E-30  1.002529E-30  1.007800E-30  1.014301E-30  1.029337E-30  1.000000E-30  1.024305E-30  1.035622E-30
     89  2.604321277494E-03  1.010695E-30  1.002598E-30  1.007995E-30  1.014663E-30  1.030062E-30  1.000000E-30  1.024939E-30  1.036547E-30
     90  2.665926232237E-03  1.010955E-30  1.002668E-30  1.008190E-30  1.015028E-30  1.030793E-30  1.000000E-30  1.025578E-30  1.037481E-30
     91  2.727878734382E-03  1.011218E-30  1.002738E-30  1.008388E-30  1.015397E-30  1.031528E-30  1.000000E-30  1.026223E-30  1.038424E-30
     92  2.790178404165E-03  1.011483E-30  1.002809E-30  1.008586E-30  1.015768E-30  1.032268E-30  1.000000E-30  1.026874E-30  1.039374E-30
     93  2.852824875480E-03  1.011749E-30  1.002881E-30  1.008787E-30  1.016142E-30  1.033013E-30  1.000000E-30  1.027531E-30  1.040334E-30
     94  2.915817796872E-03  1.012017E-30  1.002954E-30  1.008988E-30  1.016519E-30  1.033764E-30  1.000000E-30  1.028195E-30  1.041302E-30
     95  2.979156831833E-03  1.012287E-30  1.003027E-30  1.009191E-30  1.016899E-30  1.034519E-30  1.000000E-30  1.028864E-30  1.042278E-30
