 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                y95           y96           y97           y98           y99           y100          y101          y102 
     27  8.489118412102E-05  1.000002E-30  1.000044E-30  1.000121E-30  1.000000E-30  1.000179E-30  1.000211E-30  1.000368E-30  1.000657E-30
     28  9.570255892797E-05  1.000003E-30  1.000050E-30  1.000137E-30  1.000000E-30  1.000202E-30  1.000238E-30  1.000415E-30  1.000741E-30
     29  1.070853065563E-04  1.000003E-30  1.000055E-30  1.000153E-30  1.000000E-30  1.000226E-30  1.000267E-30  1.000465E-30  1.000829E-30
     30  1.190882425669E-04  1.000003E-30  1.000062E-30  1.000170E-30  1.000000E-30  1.000251E-30  1.000297E-30  1.000517E-30  1.000922E-30
     31  1.366291075688E-04  1.000004E-30  1.000071E-30  1.000196E-30  1.000000E-30  1.000288E-30  1.000340E-30  1.000593E-30  1.001057E-30
     32  1.695708820900E-04  1.000005E-30  1.000088E-30  1.000243E-30  1.000000E-30  1.000357E-30  1.000422E-30  1.000736E-30  1.001313E-30
     33  1.992873377730E-04  1.000006E-30  1.000103E-30  1.000285E-30  1.000000E-30  1.000420E-30  1.000497E-30  1.000865E-30  1.001543E-30
     34  2.264248739983E-04  1.000006E-30  1.000117E-30  1.000324E-30  1.000000E-30  1.000477E-30  1.000564E-30  1.000983E-30  1.001753E-30
     35  2.515933231106E-04  1.000007E-30  1.000130E-30  1.000360E-30  1.000000E-30  1.000531E-30  1.000627E-30  1.001093E-30  1.001948E-30
     36  2.753099894686E-04  1.000008E-30  1.000143E-30  1.000394E-30  1.000000E-30  1.000581E-30  1.000686E-30  1.001196E-30  1.002132E-30
     37  2.979926919870E-04  1.000008E-30  1.000154E-30  1.000427E-30  1.000000E-30  1.000629E-30  1.000743E-30  1.001295E-30  1.002308E-30
     38  3.199702121451E-04  1.000009E-30  1.000166E-30  1.000458E-30  1.000000E-30  1.000675E-30  1.000798E-30  1.001391E-30  1.002479E-30
     39  3.524429751724E-04  1.000010E-30  1.000183E-30  1.000505E-30  1.000000E-30  1.000744E-30  1.000879E-30  1.001533E-30  1.002731E-30
     40  3.836809895565E-04  1.000011E-30  1.000199E-30  1.000549E-30  1.000000E-30  1.000810E-30  1.000957E-30  1.001669E-30  1.002973E-30
     41  4.138876583201E-04  1.000012E-30  1.000215E-30  1.000593E-30  1.000000E-30  1.000874E-30  1.001033E-30  1.001801E-30  1.003207E-30
     42  4.432651277490E-04  1.000012E-30  1.000230E-30  1.000635E-30  1.000000E-30  1.000936E-30  1.001106E-30  1.001930E-30  1.003436E-30
     43  4.720041568584E-04  1.000013E-30  1.000245E-30  1.000676E-30  1.000000E-30  1.000997E-30  1.001178E-30  1.002055E-30  1.003659E-30
     44  5.002792532552E-04  1.000014E-30  1.000259E-30  1.000716E-30  1.000000E-30  1.001057E-30  1.001249E-30  1.002179E-30  1.003878E-30
     45  5.282472522620E-04  1.000015E-30  1.000274E-30  1.000756E-30  1.000000E-30  1.001116E-30  1.001319E-30  1.002301E-30  1.004096E-30
     46  5.560479783168E-04  1.000016E-30  1.000288E-30  1.000796E-30  1.000000E-30  1.001175E-30  1.001389E-30  1.002423E-30  1.004312E-30
     47  5.838060709037E-04  1.000016E-30  1.000303E-30  1.000836E-30  1.000000E-30  1.001234E-30  1.001458E-30  1.002545E-30  1.004528E-30
     48  6.116334118686E-04  1.000017E-30  1.000317E-30  1.000876E-30  1.000000E-30  1.001293E-30  1.001528E-30  1.002667E-30  1.004744E-30
     49  6.396318340541E-04  1.000018E-30  1.000332E-30  1.000916E-30  1.000000E-30  1.001352E-30  1.001598E-30  1.002790E-30  1.004962E-30
     50  6.678959636874E-04  1.000019E-30  1.000346E-30  1.000957E-30  1.000000E-30  1.001412E-30  1.001669E-30  1.002914E-30  1.005182E-30
     51  6.965161747902E-04  1.000019E-30  1.000361E-30  1.000998E-30  1.000000E-30  1.001473E-30  1.001741E-30  1.003040E-30  1.005405E-30
     52  7.255817382538E-04  1.000020E-30  1.000376E-30  1.001039E-30  1.000000E-30  1.001535E-30  1.001814E-30  1.003167E-30  1.005631E-30
     53  7.551843574001E-04  1.000021E-30  1.000392E-30  1.001082E-30  1.000000E-30  1.001598E-30  1.001888E-30  1.003298E-30  1.005861E-30
     54  7.854224313090E-04  1.000022E-30  1.000407E-30  1.001125E-30  1.000000E-30  1.001662E-30  1.001964E-30  1.003431E-30  1.006097E-30
     55  8.164066374138E-04  1.000023E-30  1.000423E-30  1.001169E-30  1.000000E-30  1.001728E-30  1.002042E-30  1.003567E-30  1.006338E-30
     56  8.482679080764E-04  1.000024E-30  1.000440E-30  1.001215E-30  1.000000E-30  1.001796E-30  1.002122E-30  1.003707E-30  1.006587E-30
     57  8.811699017317E-04  1.000025E-30  1.000457E-30  1.001262E-30  1.000000E-30  1.001866E-30  1.002205E-30  1.003852E-30  1.006843E-30
     58  9.153304977871E-04  1.000026E-30  1.000475E-30  1.001311E-30  1.000000E-30  1.001939E-30  1.002291E-30  1.004003E-30  1.007109E-30
     59  9.510634923056E-04  1.000027E-30  1.000493E-30  1.001363E-30  1.000000E-30  1.002015E-30  1.002381E-30  1.004161E-30  1.007388E-30
     60  9.888739022907E-04  1.000028E-30  1.000513E-30  1.001417E-30  1.000000E-30  1.002095E-30  1.002477E-30  1.004328E-30  1.007683E-30
     61  1.029744313280E-03  1.000029E-30  1.000534E-30  1.001475E-30  1.000000E-30  1.002183E-30  1.002580E-30  1.004509E-30  1.008002E-30
     62  1.076805333108E-03  1.000030E-30  1.000559E-30  1.001543E-30  1.000000E-30  1.002283E-30  1.002698E-30  1.004717E-30  1.008370E-30
     63  1.127478238084E-03  1.000031E-30  1.000585E-30  1.001616E-30  1.000000E-30  1.002391E-30  1.002826E-30  1.004941E-30  1.008766E-30
     64  1.179263354774E-03  1.000033E-30  1.000612E-30  1.001690E-30  1.000000E-30  1.002502E-30  1.002957E-30  1.005171E-30  1.009170E-30
     65  1.231720185468E-03  1.000034E-30  1.000639E-30  1.001765E-30  1.000000E-30  1.002614E-30  1.003090E-30  1.005404E-30  1.009581E-30
     66  1.284679788904E-03  1.000036E-30  1.000667E-30  1.001841E-30  1.000000E-30  1.002728E-30  1.003224E-30  1.005639E-30  1.009995E-30
     67  1.338068714676E-03  1.000037E-30  1.000695E-30  1.001918E-30  1.000000E-30  1.002842E-30  1.003359E-30  1.005877E-30  1.010413E-30
     68  1.391852718980E-03  1.000039E-30  1.000723E-30  1.001995E-30  1.000000E-30  1.002957E-30  1.003495E-30  1.006116E-30  1.010834E-30
     69  1.446014888479E-03  1.000040E-30  1.000751E-30  1.002073E-30  1.000000E-30  1.003073E-30  1.003632E-30  1.006358E-30  1.011258E-30
     70  1.500546342624E-03  1.000042E-30  1.000779E-30  1.002151E-30  1.000000E-30  1.003190E-30  1.003770E-30  1.006601E-30  1.011686E-30
     71  1.555442065896E-03  1.000043E-30  1.000808E-30  1.002230E-30  1.000000E-30  1.003308E-30  1.003910E-30  1.006846E-30  1.012116E-30
     72  1.610698967280E-03  1.000045E-30  1.000837E-30  1.002310E-30  1.000000E-30  1.003427E-30  1.004050E-30  1.007094E-30  1.012550E-30
     73  1.666314948699E-03  1.000047E-30  1.000866E-30  1.002389E-30  1.000000E-30  1.003547E-30  1.004191E-30  1.007343E-30  1.012986E-30
     74  1.722288445659E-03  1.000048E-30  1.000895E-30  1.002470E-30  1.000000E-30  1.003667E-30  1.004334E-30  1.007594E-30  1.013426E-30
     75  1.778618195039E-03  1.000050E-30  1.000924E-30  1.002551E-30  1.000000E-30  1.003789E-30  1.004477E-30  1.007846E-30  1.013869E-30
     76  1.835303663832E-03  1.000051E-30  1.000954E-30  1.002632E-30  1.000000E-30  1.003911E-30  1.004622E-30  1.008101E-30  1.014314E-30
     77  1.892344396716E-03  1.000053E-30  1.000983E-30  1.002714E-30  1.000000E-30  1.004034E-30  1.004767E-30  1.008358E-30  1.014763E-30
     78  1.949739812628E-03  1.000054E-30  1.001013E-30  1.002797E-30  1.000000E-30  1.004158E-30  1.004913E-30  1.008616E-30  1.015215E-30
     79  2.007489276907E-03  1.000056E-30  1.001043E-30  1.002880E-30  1.000000E-30  1.004282E-30  1.005061E-30  1.008877E-30  1.015670E-30
     80  2.065592139419E-03  1.000058E-30  1.001074E-30  1.002964E-30  1.000000E-30  1.004408E-30  1.005209E-30  1.009139E-30  1.016127E-30
     81  2.124047755162E-03  1.000059E-30  1.001104E-30  1.003048E-30  1.000000E-30  1.004535E-30  1.005359E-30  1.009403E-30  1.016588E-30
     82  2.182855495215E-03  1.000061E-30  1.001135E-30  1.003132E-30  1.000000E-30  1.004662E-30  1.005509E-30  1.009669E-30  1.017052E-30
     83  2.242014752368E-03  1.000063E-30  1.001166E-30  1.003217E-30  1.000000E-30  1.004790E-30  1.005661E-30  1.009937E-30  1.017519E-30
     84  2.301524943777E-03  1.000064E-30  1.001197E-30  1.003303E-30  1.000000E-30  1.004919E-30  1.005813E-30  1.010207E-30  1.017989E-30
     85  2.361385511936E-03  1.000066E-30  1.001228E-30  1.003389E-30  1.000000E-30  1.005049E-30  1.005966E-30  1.010479E-30  1.018462E-30
     86  2.421595924701E-03  1.000068E-30  1.001259E-30  1.003476E-30  1.000000E-30  1.005180E-30  1.006121E-30  1.010752E-30  1.018938E-30
     87  2.482155674804E-03  1.000069E-30  1.001291E-30  1.003563E-30  1.000000E-30  1.005311E-30  1.006276E-30  1.011028E-30  1.019417E-30
     88  2.543064279071E-03  1.000071E-30  1.001323E-30  1.003651E-30  1.000000E-30  1.005444E-30  1.006433E-30  1.011306E-30  1.019899E-30
     89  2.604321277494E-03  1.000073E-30  1.001355E-30  1.003739E-30  1.000000E-30  1.005577E-30  1.006591E-30  1.011585E-30  1.020384E-30
     90  2.665926232237E-03  1.000075E-30  1.001387E-30  1.003828E-30  1.000000E-30  1.005712E-30  1.006749E-30  1.011867E-30  1.020872E-30
     91  2.727878734382E-03  1.000076E-30  1.001419E-30  1.003917E-30  1.000000E-30  1.005847E-30  1.006909E-30  1.012150E-30  1.021363E-30
     92  2.790178404165E-03  1.000078E-30  1.001452E-30  1.004007E-30  1.000000E-30  1.005983E-30  1.007069E-30  1.012435E-30  1.021857E-30
     93  2.852824875480E-03  1.000080E-30  1.001485E-30  1.004097E-30  1.000000E-30  1.006119E-30  1.007231E-30  1.012723E-30  1.022354E-30
     94  2.915817796872E-03  1.000082E-30  1.001518E-30  1.004188E-30  1.000000E-30  1.006257E-30  1.007394E-30  1.013012E-30  1.022855E-30
     95  2.979156831833E-03  1.000083E-30  1.001551E-30  1.004279E-30  1.000000E-30  1.006396E-30  1.007557E-30  1.013303E-30  1.023358E-30
