 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                nb105         nb106         nb107         nb108         nb109         nb110         nb111         nb112
     27  8.489118412102E-05  1.000078E-30  1.000097E-30  1.000214E-30  1.000022E-30  1.000104E-30  1.000379E-30  1.000649E-30  1.000691E-30
     28  9.570255892797E-05  1.000088E-30  1.000109E-30  1.000242E-30  1.000025E-30  1.000117E-30  1.000427E-30  1.000732E-30  1.000780E-30
     29  1.070853065563E-04  1.000099E-30  1.000122E-30  1.000270E-30  1.000028E-30  1.000131E-30  1.000478E-30  1.000819E-30  1.000873E-30
     30  1.190882425669E-04  1.000110E-30  1.000136E-30  1.000301E-30  1.000031E-30  1.000146E-30  1.000532E-30  1.000911E-30  1.000972E-30
     31  1.366291075688E-04  1.000126E-30  1.000156E-30  1.000345E-30  1.000036E-30  1.000168E-30  1.000610E-30  1.001046E-30  1.001116E-30
     32  1.695708820900E-04  1.000156E-30  1.000193E-30  1.000429E-30  1.000045E-30  1.000209E-30  1.000758E-30  1.001300E-30  1.001387E-30
     33  1.992873377730E-04  1.000184E-30  1.000227E-30  1.000504E-30  1.000053E-30  1.000246E-30  1.000892E-30  1.001529E-30  1.001633E-30
     34  2.264248739983E-04  1.000209E-30  1.000259E-30  1.000573E-30  1.000061E-30  1.000280E-30  1.001014E-30  1.001738E-30  1.001858E-30
     35  2.515933231106E-04  1.000232E-30  1.000287E-30  1.000637E-30  1.000068E-30  1.000311E-30  1.001128E-30  1.001933E-30  1.002067E-30
     36  2.753099894686E-04  1.000254E-30  1.000315E-30  1.000697E-30  1.000075E-30  1.000341E-30  1.001235E-30  1.002117E-30  1.002265E-30
     37  2.979926919870E-04  1.000275E-30  1.000341E-30  1.000755E-30  1.000081E-30  1.000370E-30  1.001337E-30  1.002293E-30  1.002454E-30
     38  3.199702121451E-04  1.000295E-30  1.000366E-30  1.000811E-30  1.000087E-30  1.000397E-30  1.001437E-30  1.002463E-30  1.002638E-30
     39  3.524429751724E-04  1.000325E-30  1.000403E-30  1.000893E-30  1.000097E-30  1.000439E-30  1.001584E-30  1.002716E-30  1.002911E-30
     40  3.836809895565E-04  1.000354E-30  1.000439E-30  1.000973E-30  1.000106E-30  1.000478E-30  1.001726E-30  1.002960E-30  1.003174E-30
     41  4.138876583201E-04  1.000382E-30  1.000474E-30  1.001050E-30  1.000115E-30  1.000517E-30  1.001864E-30  1.003196E-30  1.003429E-30
     42  4.432651277490E-04  1.000409E-30  1.000508E-30  1.001125E-30  1.000123E-30  1.000555E-30  1.001998E-30  1.003425E-30  1.003678E-30
     43  4.720041568584E-04  1.000436E-30  1.000541E-30  1.001199E-30  1.000132E-30  1.000592E-30  1.002130E-30  1.003651E-30  1.003923E-30
     44  5.002792532552E-04  1.000462E-30  1.000573E-30  1.001271E-30  1.000141E-30  1.000628E-30  1.002259E-30  1.003873E-30  1.004164E-30
     45  5.282472522620E-04  1.000488E-30  1.000605E-30  1.001343E-30  1.000149E-30  1.000664E-30  1.002387E-30  1.004092E-30  1.004403E-30
     46  5.560479783168E-04  1.000514E-30  1.000638E-30  1.001414E-30  1.000158E-30  1.000701E-30  1.002515E-30  1.004311E-30  1.004642E-30
     47  5.838060709037E-04  1.000540E-30  1.000670E-30  1.001485E-30  1.000166E-30  1.000737E-30  1.002643E-30  1.004530E-30  1.004880E-30
     48  6.116334118686E-04  1.000566E-30  1.000702E-30  1.001557E-30  1.000175E-30  1.000773E-30  1.002771E-30  1.004750E-30  1.005120E-30
     49  6.396318340541E-04  1.000592E-30  1.000734E-30  1.001629E-30  1.000184E-30  1.000810E-30  1.002901E-30  1.004972E-30  1.005362E-30
     50  6.678959636874E-04  1.000618E-30  1.000767E-30  1.001701E-30  1.000193E-30  1.000847E-30  1.003031E-30  1.005196E-30  1.005608E-30
     51  6.965161747902E-04  1.000645E-30  1.000800E-30  1.001775E-30  1.000202E-30  1.000885E-30  1.003164E-30  1.005423E-30  1.005856E-30
     52  7.255817382538E-04  1.000672E-30  1.000834E-30  1.001850E-30  1.000211E-30  1.000923E-30  1.003299E-30  1.005654E-30  1.006110E-30
     53  7.551843574001E-04  1.000699E-30  1.000868E-30  1.001926E-30  1.000221E-30  1.000963E-30  1.003436E-30  1.005890E-30  1.006369E-30
     54  7.854224313090E-04  1.000728E-30  1.000903E-30  1.002004E-30  1.000231E-30  1.001003E-30  1.003577E-30  1.006132E-30  1.006634E-30
     55  8.164066374138E-04  1.000756E-30  1.000939E-30  1.002084E-30  1.000241E-30  1.001045E-30  1.003722E-30  1.006379E-30  1.006907E-30
     56  8.482679080764E-04  1.000786E-30  1.000976E-30  1.002167E-30  1.000252E-30  1.001087E-30  1.003871E-30  1.006634E-30  1.007188E-30
     57  8.811699017317E-04  1.000817E-30  1.001014E-30  1.002252E-30  1.000263E-30  1.001132E-30  1.004025E-30  1.006899E-30  1.007480E-30
     58  9.153304977871E-04  1.000849E-30  1.001054E-30  1.002341E-30  1.000274E-30  1.001178E-30  1.004185E-30  1.007173E-30  1.007783E-30
     59  9.510634923056E-04  1.000882E-30  1.001096E-30  1.002433E-30  1.000286E-30  1.001227E-30  1.004353E-30  1.007461E-30  1.008102E-30
     60  9.888739022907E-04  1.000917E-30  1.001140E-30  1.002532E-30  1.000300E-30  1.001278E-30  1.004531E-30  1.007766E-30  1.008440E-30
     61  1.029744313280E-03  1.000956E-30  1.001188E-30  1.002638E-30  1.000314E-30  1.001334E-30  1.004725E-30  1.008097E-30  1.008807E-30
     62  1.076805333108E-03  1.001000E-30  1.001243E-30  1.002760E-30  1.000330E-30  1.001399E-30  1.004947E-30  1.008479E-30  1.009232E-30
     63  1.127478238084E-03  1.001047E-30  1.001302E-30  1.002893E-30  1.000348E-30  1.001469E-30  1.005188E-30  1.008891E-30  1.009691E-30
     64  1.179263354774E-03  1.001096E-30  1.001363E-30  1.003028E-30  1.000367E-30  1.001541E-30  1.005435E-30  1.009313E-30  1.010163E-30
     65  1.231720185468E-03  1.001145E-30  1.001424E-30  1.003165E-30  1.000386E-30  1.001615E-30  1.005685E-30  1.009743E-30  1.010643E-30
     66  1.284679788904E-03  1.001195E-30  1.001486E-30  1.003304E-30  1.000406E-30  1.001689E-30  1.005939E-30  1.010177E-30  1.011130E-30
     67  1.338068714676E-03  1.001245E-30  1.001549E-30  1.003444E-30  1.000426E-30  1.001765E-30  1.006196E-30  1.010617E-30  1.011624E-30
     68  1.391852718980E-03  1.001296E-30  1.001612E-30  1.003586E-30  1.000447E-30  1.001841E-30  1.006455E-30  1.011061E-30  1.012124E-30
     69  1.446014888479E-03  1.001347E-30  1.001676E-30  1.003728E-30  1.000467E-30  1.001919E-30  1.006717E-30  1.011509E-30  1.012630E-30
     70  1.500546342624E-03  1.001398E-30  1.001741E-30  1.003872E-30  1.000489E-30  1.001998E-30  1.006981E-30  1.011962E-30  1.013142E-30
     71  1.555442065896E-03  1.001450E-30  1.001806E-30  1.004017E-30  1.000510E-30  1.002077E-30  1.007248E-30  1.012419E-30  1.013660E-30
     72  1.610698967280E-03  1.001502E-30  1.001871E-30  1.004163E-30  1.000532E-30  1.002158E-30  1.007518E-30  1.012881E-30  1.014184E-30
     73  1.666314948699E-03  1.001555E-30  1.001937E-30  1.004311E-30  1.000555E-30  1.002239E-30  1.007790E-30  1.013347E-30  1.014714E-30
     74  1.722288445659E-03  1.001608E-30  1.002003E-30  1.004459E-30  1.000578E-30  1.002321E-30  1.008065E-30  1.013818E-30  1.015250E-30
     75  1.778618195039E-03  1.001661E-30  1.002070E-30  1.004609E-30  1.000601E-30  1.002405E-30  1.008342E-30  1.014293E-30  1.015793E-30
     76  1.835303663832E-03  1.001715E-30  1.002138E-30  1.004760E-30  1.000625E-30  1.002489E-30  1.008622E-30  1.014772E-30  1.016342E-30
     77  1.892344396716E-03  1.001769E-30  1.002206E-30  1.004913E-30  1.000649E-30  1.002575E-30  1.008905E-30  1.015256E-30  1.016897E-30
     78  1.949739812628E-03  1.001823E-30  1.002274E-30  1.005066E-30  1.000674E-30  1.002661E-30  1.009191E-30  1.015745E-30  1.017459E-30
     79  2.007489276907E-03  1.001878E-30  1.002343E-30  1.005221E-30  1.000699E-30  1.002749E-30  1.009479E-30  1.016238E-30  1.018026E-30
     80  2.065592139419E-03  1.001933E-30  1.002413E-30  1.005376E-30  1.000725E-30  1.002837E-30  1.009769E-30  1.016736E-30  1.018601E-30
     81  2.124047755162E-03  1.001989E-30  1.002483E-30  1.005534E-30  1.000751E-30  1.002927E-30  1.010063E-30  1.017238E-30  1.019182E-30
     82  2.182855495215E-03  1.002045E-30  1.002553E-30  1.005692E-30  1.000777E-30  1.003018E-30  1.010359E-30  1.017745E-30  1.019769E-30
     83  2.242014752368E-03  1.002102E-30  1.002624E-30  1.005851E-30  1.000804E-30  1.003110E-30  1.010658E-30  1.018256E-30  1.020363E-30
     84  2.301524943777E-03  1.002158E-30  1.002696E-30  1.006012E-30  1.000831E-30  1.003202E-30  1.010959E-30  1.018773E-30  1.020963E-30
     85  2.361385511936E-03  1.002216E-30  1.002768E-30  1.006174E-30  1.000859E-30  1.003296E-30  1.011264E-30  1.019294E-30  1.021571E-30
     86  2.421595924701E-03  1.002273E-30  1.002841E-30  1.006337E-30  1.000888E-30  1.003391E-30  1.011571E-30  1.019819E-30  1.022185E-30
     87  2.482155674804E-03  1.002331E-30  1.002914E-30  1.006502E-30  1.000917E-30  1.003487E-30  1.011881E-30  1.020350E-30  1.022806E-30
     88  2.543064279071E-03  1.002390E-30  1.002988E-30  1.006667E-30  1.000946E-30  1.003584E-30  1.012194E-30  1.020885E-30  1.023433E-30
     89  2.604321277494E-03  1.002448E-30  1.003062E-30  1.006834E-30  1.000976E-30  1.003683E-30  1.012509E-30  1.021425E-30  1.024068E-30
     90  2.665926232237E-03  1.002507E-30  1.003137E-30  1.007003E-30  1.001006E-30  1.003782E-30  1.012828E-30  1.021970E-30  1.024709E-30
     91  2.727878734382E-03  1.002567E-30  1.003212E-30  1.007172E-30  1.001037E-30  1.003883E-30  1.013149E-30  1.022519E-30  1.025358E-30
     92  2.790178404165E-03  1.002627E-30  1.003288E-30  1.007343E-30  1.001068E-30  1.003984E-30  1.013473E-30  1.023074E-30  1.026014E-30
     93  2.852824875480E-03  1.002687E-30  1.003364E-30  1.007515E-30  1.001100E-30  1.004087E-30  1.013800E-30  1.023633E-30  1.026676E-30
     94  2.915817796872E-03  1.002748E-30  1.003441E-30  1.007688E-30  1.001133E-30  1.004191E-30  1.014130E-30  1.024198E-30  1.027346E-30
     95  2.979156831833E-03  1.002809E-30  1.003518E-30  1.007862E-30  1.001166E-30  1.004296E-30  1.014462E-30  1.024767E-30  1.028024E-30
