 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                gd141         gd142         gd143         gd144         gd145         gd146         gd147         gd148
     27  8.489118412102E-05  1.000000E-30  1.000098E-30  1.000003E-30  1.000059E-30  1.000001E-30  1.000004E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000000E-30  1.000110E-30  1.000003E-30  1.000066E-30  1.000002E-30  1.000004E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000000E-30  1.000123E-30  1.000003E-30  1.000074E-30  1.000002E-30  1.000005E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000000E-30  1.000137E-30  1.000004E-30  1.000082E-30  1.000002E-30  1.000005E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000000E-30  1.000157E-30  1.000004E-30  1.000094E-30  1.000002E-30  1.000006E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000000E-30  1.000195E-30  1.000005E-30  1.000117E-30  1.000003E-30  1.000007E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000000E-30  1.000229E-30  1.000006E-30  1.000138E-30  1.000003E-30  1.000008E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000000E-30  1.000261E-30  1.000007E-30  1.000156E-30  1.000004E-30  1.000010E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000000E-30  1.000290E-30  1.000008E-30  1.000174E-30  1.000004E-30  1.000011E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000000E-30  1.000317E-30  1.000009E-30  1.000190E-30  1.000004E-30  1.000012E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000000E-30  1.000343E-30  1.000009E-30  1.000206E-30  1.000005E-30  1.000013E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000000E-30  1.000368E-30  1.000010E-30  1.000221E-30  1.000005E-30  1.000014E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000000E-30  1.000406E-30  1.000011E-30  1.000243E-30  1.000006E-30  1.000015E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000000E-30  1.000442E-30  1.000012E-30  1.000265E-30  1.000006E-30  1.000016E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000000E-30  1.000476E-30  1.000013E-30  1.000286E-30  1.000007E-30  1.000018E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000000E-30  1.000510E-30  1.000014E-30  1.000306E-30  1.000007E-30  1.000019E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000000E-30  1.000543E-30  1.000015E-30  1.000326E-30  1.000008E-30  1.000020E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000000E-30  1.000576E-30  1.000016E-30  1.000345E-30  1.000008E-30  1.000021E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000000E-30  1.000608E-30  1.000017E-30  1.000365E-30  1.000009E-30  1.000022E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000000E-30  1.000640E-30  1.000018E-30  1.000384E-30  1.000009E-30  1.000024E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000000E-30  1.000672E-30  1.000019E-30  1.000403E-30  1.000010E-30  1.000025E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000000E-30  1.000704E-30  1.000019E-30  1.000422E-30  1.000010E-30  1.000026E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000000E-30  1.000736E-30  1.000020E-30  1.000442E-30  1.000010E-30  1.000027E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000000E-30  1.000769E-30  1.000021E-30  1.000461E-30  1.000011E-30  1.000028E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000000E-30  1.000802E-30  1.000022E-30  1.000481E-30  1.000011E-30  1.000029E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000000E-30  1.000835E-30  1.000023E-30  1.000501E-30  1.000012E-30  1.000031E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000000E-30  1.000869E-30  1.000024E-30  1.000522E-30  1.000012E-30  1.000032E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000000E-30  1.000904E-30  1.000025E-30  1.000542E-30  1.000013E-30  1.000033E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000000E-30  1.000940E-30  1.000026E-30  1.000564E-30  1.000013E-30  1.000035E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000000E-30  1.000977E-30  1.000027E-30  1.000586E-30  1.000014E-30  1.000036E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000000E-30  1.001014E-30  1.000028E-30  1.000609E-30  1.000014E-30  1.000037E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000000E-30  1.001054E-30  1.000029E-30  1.000632E-30  1.000015E-30  1.000039E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000000E-30  1.001095E-30  1.000030E-30  1.000657E-30  1.000016E-30  1.000040E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000000E-30  1.001138E-30  1.000031E-30  1.000683E-30  1.000016E-30  1.000042E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000000E-30  1.001185E-30  1.000033E-30  1.000711E-30  1.000017E-30  1.000044E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000000E-30  1.001240E-30  1.000034E-30  1.000744E-30  1.000018E-30  1.000046E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000000E-30  1.001298E-30  1.000036E-30  1.000779E-30  1.000018E-30  1.000048E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000000E-30  1.001358E-30  1.000037E-30  1.000814E-30  1.000019E-30  1.000050E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000000E-30  1.001418E-30  1.000039E-30  1.000851E-30  1.000020E-30  1.000052E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000000E-30  1.001479E-30  1.000041E-30  1.000887E-30  1.000021E-30  1.000054E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000000E-30  1.001540E-30  1.000043E-30  1.000924E-30  1.000022E-30  1.000057E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000000E-30  1.001602E-30  1.000044E-30  1.000961E-30  1.000023E-30  1.000059E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000000E-30  1.001665E-30  1.000046E-30  1.000999E-30  1.000024E-30  1.000061E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000000E-30  1.001727E-30  1.000048E-30  1.001036E-30  1.000024E-30  1.000063E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000000E-30  1.001791E-30  1.000049E-30  1.001074E-30  1.000025E-30  1.000066E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000000E-30  1.001854E-30  1.000051E-30  1.001112E-30  1.000026E-30  1.000068E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000000E-30  1.001918E-30  1.000053E-30  1.001151E-30  1.000027E-30  1.000070E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000000E-30  1.001983E-30  1.000055E-30  1.001189E-30  1.000028E-30  1.000073E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.000000E-30  1.002047E-30  1.000057E-30  1.001228E-30  1.000029E-30  1.000075E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.000000E-30  1.002113E-30  1.000058E-30  1.001267E-30  1.000030E-30  1.000078E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.000000E-30  1.002178E-30  1.000060E-30  1.001307E-30  1.000031E-30  1.000080E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.000000E-30  1.002244E-30  1.000062E-30  1.001346E-30  1.000032E-30  1.000082E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.000000E-30  1.002311E-30  1.000064E-30  1.001386E-30  1.000033E-30  1.000085E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.000000E-30  1.002378E-30  1.000066E-30  1.001426E-30  1.000034E-30  1.000087E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.000000E-30  1.002445E-30  1.000067E-30  1.001467E-30  1.000035E-30  1.000090E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.000000E-30  1.002513E-30  1.000069E-30  1.001507E-30  1.000036E-30  1.000092E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.000000E-30  1.002581E-30  1.000071E-30  1.001548E-30  1.000037E-30  1.000095E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.000000E-30  1.002649E-30  1.000073E-30  1.001589E-30  1.000038E-30  1.000097E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.000000E-30  1.002718E-30  1.000075E-30  1.001631E-30  1.000038E-30  1.000100E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.000000E-30  1.002788E-30  1.000077E-30  1.001672E-30  1.000039E-30  1.000102E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.000000E-30  1.002857E-30  1.000079E-30  1.001714E-30  1.000040E-30  1.000105E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.000000E-30  1.002927E-30  1.000081E-30  1.001756E-30  1.000041E-30  1.000108E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.000000E-30  1.002998E-30  1.000083E-30  1.001798E-30  1.000042E-30  1.000110E-30  1.000000E-30  1.000001E-30
     90  2.665926232237E-03  1.000000E-30  1.003069E-30  1.000085E-30  1.001841E-30  1.000043E-30  1.000113E-30  1.000000E-30  1.000001E-30
     91  2.727878734382E-03  1.000000E-30  1.003140E-30  1.000087E-30  1.001884E-30  1.000044E-30  1.000115E-30  1.000000E-30  1.000001E-30
     92  2.790178404165E-03  1.000000E-30  1.003212E-30  1.000089E-30  1.001927E-30  1.000045E-30  1.000118E-30  1.000000E-30  1.000001E-30
     93  2.852824875480E-03  1.000000E-30  1.003284E-30  1.000091E-30  1.001970E-30  1.000047E-30  1.000121E-30  1.000000E-30  1.000001E-30
     94  2.915817796872E-03  1.000000E-30  1.003357E-30  1.000093E-30  1.002014E-30  1.000048E-30  1.000123E-30  1.000000E-30  1.000001E-30
     95  2.979156831833E-03  1.000000E-30  1.003429E-30  1.000095E-30  1.002057E-30  1.000049E-30  1.000126E-30  1.000000E-30  1.000001E-30
