 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                zr92          zr93          zr94          zr95          zr96          zr97          zr98          zr99 
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000011E-30  1.000016E-30  1.000105E-30  1.000011E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000012E-30  1.000018E-30  1.000119E-30  1.000012E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000014E-30  1.000020E-30  1.000133E-30  1.000014E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000015E-30  1.000022E-30  1.000148E-30  1.000015E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000018E-30  1.000025E-30  1.000170E-30  1.000017E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000022E-30  1.000031E-30  1.000211E-30  1.000021E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000026E-30  1.000037E-30  1.000248E-30  1.000025E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000029E-30  1.000042E-30  1.000281E-30  1.000029E-30
     35  2.515933231106E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000033E-30  1.000047E-30  1.000313E-30  1.000032E-30
     36  2.753099894686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000036E-30  1.000051E-30  1.000342E-30  1.000035E-30
     37  2.979926919870E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000039E-30  1.000055E-30  1.000370E-30  1.000038E-30
     38  3.199702121451E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000042E-30  1.000059E-30  1.000397E-30  1.000041E-30
     39  3.524429751724E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000046E-30  1.000065E-30  1.000438E-30  1.000045E-30
     40  3.836809895565E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000050E-30  1.000071E-30  1.000477E-30  1.000049E-30
     41  4.138876583201E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000054E-30  1.000077E-30  1.000514E-30  1.000053E-30
     42  4.432651277490E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000058E-30  1.000082E-30  1.000551E-30  1.000056E-30
     43  4.720041568584E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000061E-30  1.000087E-30  1.000586E-30  1.000060E-30
     44  5.002792532552E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000065E-30  1.000092E-30  1.000621E-30  1.000063E-30
     45  5.282472522620E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000069E-30  1.000098E-30  1.000656E-30  1.000067E-30
     46  5.560479783168E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000072E-30  1.000103E-30  1.000691E-30  1.000071E-30
     47  5.838060709037E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000076E-30  1.000108E-30  1.000725E-30  1.000074E-30
     48  6.116334118686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000079E-30  1.000113E-30  1.000760E-30  1.000078E-30
     49  6.396318340541E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000083E-30  1.000118E-30  1.000795E-30  1.000081E-30
     50  6.678959636874E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000087E-30  1.000124E-30  1.000830E-30  1.000085E-30
     51  6.965161747902E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000090E-30  1.000129E-30  1.000865E-30  1.000088E-30
     52  7.255817382538E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000094E-30  1.000134E-30  1.000901E-30  1.000092E-30
     53  7.551843574001E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000098E-30  1.000140E-30  1.000938E-30  1.000096E-30
     54  7.854224313090E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000102E-30  1.000145E-30  1.000976E-30  1.000100E-30
     55  8.164066374138E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000106E-30  1.000151E-30  1.001014E-30  1.000104E-30
     56  8.482679080764E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000110E-30  1.000157E-30  1.001054E-30  1.000108E-30
     57  8.811699017317E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000114E-30  1.000163E-30  1.001095E-30  1.000112E-30
     58  9.153304977871E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000119E-30  1.000169E-30  1.001137E-30  1.000116E-30
     59  9.510634923056E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000123E-30  1.000176E-30  1.001181E-30  1.000121E-30
     60  9.888739022907E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000128E-30  1.000183E-30  1.001228E-30  1.000126E-30
     61  1.029744313280E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000134E-30  1.000190E-30  1.001279E-30  1.000131E-30
     62  1.076805333108E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000140E-30  1.000199E-30  1.001338E-30  1.000137E-30
     63  1.127478238084E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000146E-30  1.000209E-30  1.001401E-30  1.000143E-30
     64  1.179263354774E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000153E-30  1.000218E-30  1.001465E-30  1.000150E-30
     65  1.231720185468E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000160E-30  1.000228E-30  1.001530E-30  1.000157E-30
     66  1.284679788904E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000167E-30  1.000238E-30  1.001596E-30  1.000164E-30
     67  1.338068714676E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000174E-30  1.000248E-30  1.001662E-30  1.000170E-30
     68  1.391852718980E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000181E-30  1.000258E-30  1.001729E-30  1.000177E-30
     69  1.446014888479E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000188E-30  1.000268E-30  1.001796E-30  1.000184E-30
     70  1.500546342624E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000195E-30  1.000278E-30  1.001864E-30  1.000191E-30
     71  1.555442065896E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000202E-30  1.000288E-30  1.001932E-30  1.000198E-30
     72  1.610698967280E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000209E-30  1.000298E-30  1.002001E-30  1.000205E-30
     73  1.666314948699E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000216E-30  1.000308E-30  1.002070E-30  1.000212E-30
     74  1.722288445659E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000224E-30  1.000319E-30  1.002140E-30  1.000220E-30
     75  1.778618195039E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000231E-30  1.000329E-30  1.002210E-30  1.000227E-30
     76  1.835303663832E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000238E-30  1.000340E-30  1.002280E-30  1.000234E-30
     77  1.892344396716E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000246E-30  1.000350E-30  1.002351E-30  1.000241E-30
     78  1.949739812628E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000253E-30  1.000361E-30  1.002422E-30  1.000249E-30
     79  2.007489276907E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000261E-30  1.000372E-30  1.002494E-30  1.000256E-30
     80  2.065592139419E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000268E-30  1.000382E-30  1.002566E-30  1.000264E-30
     81  2.124047755162E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000276E-30  1.000393E-30  1.002639E-30  1.000271E-30
     82  2.182855495215E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000284E-30  1.000404E-30  1.002712E-30  1.000279E-30
     83  2.242014752368E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000291E-30  1.000415E-30  1.002785E-30  1.000286E-30
     84  2.301524943777E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000299E-30  1.000426E-30  1.002859E-30  1.000294E-30
     85  2.361385511936E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000307E-30  1.000437E-30  1.002933E-30  1.000302E-30
     86  2.421595924701E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000315E-30  1.000448E-30  1.003008E-30  1.000310E-30
     87  2.482155674804E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000322E-30  1.000460E-30  1.003083E-30  1.000317E-30
     88  2.543064279071E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000330E-30  1.000471E-30  1.003159E-30  1.000325E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000338E-30  1.000482E-30  1.003235E-30  1.000333E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000346E-30  1.000494E-30  1.003312E-30  1.000341E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000354E-30  1.000505E-30  1.003389E-30  1.000349E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000362E-30  1.000517E-30  1.003466E-30  1.000357E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000371E-30  1.000528E-30  1.003544E-30  1.000365E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000379E-30  1.000540E-30  1.003622E-30  1.000373E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000387E-30  1.000552E-30  1.003701E-30  1.000382E-30
