 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pr160         pr161         pr162         pr163         pr164         pr165         pr166         pr167
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000871E-30  1.000000E-30  1.000000E-30  1.000481E-30  1.000341E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000982E-30  1.000000E-30  1.000000E-30  1.000543E-30  1.000385E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.001099E-30  1.000000E-30  1.000000E-30  1.000608E-30  1.000432E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.001223E-30  1.000000E-30  1.000000E-30  1.000678E-30  1.000481E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.001403E-30  1.000000E-30  1.000000E-30  1.000779E-30  1.000553E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.001743E-30  1.000000E-30  1.000000E-30  1.000970E-30  1.000688E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.002049E-30  1.000000E-30  1.000000E-30  1.001144E-30  1.000812E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.002330E-30  1.000000E-30  1.000000E-30  1.001303E-30  1.000925E-30
     35  2.515933231106E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.002590E-30  1.000000E-30  1.000000E-30  1.001452E-30  1.001031E-30
     36  2.753099894686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.002836E-30  1.000000E-30  1.000000E-30  1.001592E-30  1.001132E-30
     37  2.979926919870E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.003071E-30  1.000000E-30  1.000000E-30  1.001728E-30  1.001228E-30
     38  3.199702121451E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.003299E-30  1.000000E-30  1.000000E-30  1.001859E-30  1.001322E-30
     39  3.524429751724E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.003636E-30  1.000000E-30  1.000000E-30  1.002055E-30  1.001462E-30
     40  3.836809895565E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.003961E-30  1.000000E-30  1.000000E-30  1.002244E-30  1.001597E-30
     41  4.138876583201E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.004276E-30  1.000000E-30  1.000000E-30  1.002429E-30  1.001729E-30
     42  4.432651277490E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.004582E-30  1.000000E-30  1.000000E-30  1.002609E-30  1.001858E-30
     43  4.720041568584E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.004882E-30  1.000000E-30  1.000000E-30  1.002786E-30  1.001984E-30
     44  5.002792532552E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.005178E-30  1.000000E-30  1.000000E-30  1.002962E-30  1.002110E-30
     45  5.282472522620E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.005470E-30  1.000000E-30  1.000000E-30  1.003136E-30  1.002235E-30
     46  5.560479783168E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.005761E-30  1.000000E-30  1.000000E-30  1.003311E-30  1.002360E-30
     47  5.838060709037E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.006053E-30  1.000000E-30  1.000000E-30  1.003486E-30  1.002486E-30
     48  6.116334118686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.006345E-30  1.000000E-30  1.000000E-30  1.003662E-30  1.002612E-30
     49  6.396318340541E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.006639E-30  1.000000E-30  1.000000E-30  1.003840E-30  1.002741E-30
     50  6.678959636874E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.006936E-30  1.000000E-30  1.000000E-30  1.004021E-30  1.002871E-30
     51  6.965161747902E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.007238E-30  1.000000E-30  1.000000E-30  1.004206E-30  1.003003E-30
     52  7.255817382538E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.007544E-30  1.000000E-30  1.000000E-30  1.004394E-30  1.003139E-30
     53  7.551843574001E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.007857E-30  1.000000E-30  1.000000E-30  1.004586E-30  1.003277E-30
     54  7.854224313090E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.008177E-30  1.000000E-30  1.000000E-30  1.004784E-30  1.003420E-30
     55  8.164066374138E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.008505E-30  1.000000E-30  1.000000E-30  1.004988E-30  1.003567E-30
     56  8.482679080764E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.008842E-30  1.000000E-30  1.000000E-30  1.005199E-30  1.003719E-30
     57  8.811699017317E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.009192E-30  1.000000E-30  1.000000E-30  1.005418E-30  1.003877E-30
     58  9.153304977871E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.009555E-30  1.000000E-30  1.000000E-30  1.005647E-30  1.004043E-30
     59  9.510634923056E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.009935E-30  1.000000E-30  1.000000E-30  1.005887E-30  1.004217E-30
     60  9.888739022907E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.010338E-30  1.000000E-30  1.000000E-30  1.006144E-30  1.004402E-30
     61  1.029744313280E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.010774E-30  1.000000E-30  1.000000E-30  1.006423E-30  1.004605E-30
     62  1.076805333108E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.011277E-30  1.000000E-30  1.000000E-30  1.006746E-30  1.004839E-30
     63  1.127478238084E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.011820E-30  1.000000E-30  1.000000E-30  1.007098E-30  1.005094E-30
     64  1.179263354774E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.012376E-30  1.000000E-30  1.000000E-30  1.007460E-30  1.005358E-30
     65  1.231720185468E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.012940E-30  1.000000E-30  1.000000E-30  1.007830E-30  1.005627E-30
     66  1.284679788904E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.013511E-30  1.000000E-30  1.000000E-30  1.008207E-30  1.005901E-30
     67  1.338068714676E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.014087E-30  1.000000E-30  1.000000E-30  1.008590E-30  1.006181E-30
     68  1.391852718980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.014669E-30  1.000000E-30  1.000000E-30  1.008979E-30  1.006465E-30
     69  1.446014888479E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.015256E-30  1.000000E-30  1.000000E-30  1.009375E-30  1.006755E-30
     70  1.500546342624E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.015849E-30  1.000000E-30  1.000000E-30  1.009776E-30  1.007049E-30
     71  1.555442065896E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.016447E-30  1.000000E-30  1.000000E-30  1.010184E-30  1.007347E-30
     72  1.610698967280E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.017050E-30  1.000000E-30  1.000000E-30  1.010598E-30  1.007651E-30
     73  1.666314948699E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.017658E-30  1.000000E-30  1.000000E-30  1.011018E-30  1.007960E-30
     74  1.722288445659E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.018271E-30  1.000000E-30  1.000000E-30  1.011444E-30  1.008273E-30
     75  1.778618195039E-03  1.000000E-30  1.000000E-30  1.000001E-30  1.018889E-30  1.000000E-30  1.000000E-30  1.011877E-30  1.008592E-30
     76  1.835303663832E-03  1.000000E-30  1.000000E-30  1.000003E-30  1.019513E-30  1.000000E-30  1.000000E-30  1.012316E-30  1.008916E-30
     77  1.892344396716E-03  1.000000E-30  1.000000E-30  1.000007E-30  1.020142E-30  1.000000E-30  1.000000E-30  1.012761E-30  1.009245E-30
     78  1.949739812628E-03  1.000000E-30  1.000000E-30  1.000014E-30  1.020776E-30  1.000000E-30  1.000000E-30  1.013213E-30  1.009579E-30
     79  2.007489276907E-03  1.000000E-30  1.000000E-30  1.000023E-30  1.021416E-30  1.000000E-30  1.000000E-30  1.013672E-30  1.009918E-30
     80  2.065592139419E-03  1.000000E-30  1.000000E-30  1.000033E-30  1.022060E-30  1.000000E-30  1.000000E-30  1.014137E-30  1.010263E-30
     81  2.124047755162E-03  1.000000E-30  1.000000E-30  1.000046E-30  1.022710E-30  1.000000E-30  1.000001E-30  1.014609E-30  1.010613E-30
     82  2.182855495215E-03  1.000000E-30  1.000000E-30  1.000061E-30  1.023365E-30  1.000000E-30  1.000004E-30  1.015087E-30  1.010968E-30
     83  2.242014752368E-03  1.000000E-30  1.000000E-30  1.000078E-30  1.024026E-30  1.000000E-30  1.000012E-30  1.015572E-30  1.011329E-30
     84  2.301524943777E-03  1.000000E-30  1.000000E-30  1.000098E-30  1.024692E-30  1.000000E-30  1.000023E-30  1.016064E-30  1.011695E-30
     85  2.361385511936E-03  1.000000E-30  1.000000E-30  1.000120E-30  1.025363E-30  1.000000E-30  1.000038E-30  1.016563E-30  1.012067E-30
     86  2.421595924701E-03  1.000000E-30  1.000000E-30  1.000144E-30  1.026040E-30  1.000000E-30  1.000056E-30  1.017069E-30  1.012445E-30
     87  2.482155674804E-03  1.000000E-30  1.000000E-30  1.000170E-30  1.026722E-30  1.000000E-30  1.000079E-30  1.017582E-30  1.012828E-30
     88  2.543064279071E-03  1.000000E-30  1.000000E-30  1.000199E-30  1.027409E-30  1.000000E-30  1.000105E-30  1.018102E-30  1.013217E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.000230E-30  1.028102E-30  1.000000E-30  1.000136E-30  1.018628E-30  1.013612E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.000264E-30  1.028801E-30  1.000000E-30  1.000171E-30  1.019162E-30  1.014012E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.000300E-30  1.029504E-30  1.000000E-30  1.000209E-30  1.019704E-30  1.014419E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.000339E-30  1.030214E-30  1.000000E-30  1.000252E-30  1.020252E-30  1.014832E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.000381E-30  1.030928E-30  1.000000E-30  1.000299E-30  1.020808E-30  1.015250E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.000424E-30  1.031649E-30  1.000000E-30  1.000351E-30  1.021371E-30  1.015675E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.000471E-30  1.032374E-30  1.000000E-30  1.000407E-30  1.021942E-30  1.016106E-30
