 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                mn51          mn52          mn53          mn54          mn55          mn56          mn57          mn58 
     27  8.489118412102E-05  1.000193E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000000E-30
     28  9.570255892797E-05  1.000218E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000000E-30
     29  1.070853065563E-04  1.000243E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000000E-30
     30  1.190882425669E-04  1.000271E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000000E-30
     31  1.366291075688E-04  1.000311E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000000E-30
     32  1.695708820900E-04  1.000385E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000004E-30  1.000000E-30
     33  1.992873377730E-04  1.000453E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000005E-30  1.000000E-30
     34  2.264248739983E-04  1.000515E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000006E-30  1.000000E-30
     35  2.515933231106E-04  1.000572E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000006E-30  1.000000E-30
     36  2.753099894686E-04  1.000626E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000007E-30  1.000000E-30
     37  2.979926919870E-04  1.000678E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000007E-30  1.000000E-30
     38  3.199702121451E-04  1.000728E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000008E-30  1.000000E-30
     39  3.524429751724E-04  1.000802E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000009E-30  1.000000E-30
     40  3.836809895565E-04  1.000873E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000009E-30  1.000000E-30
     41  4.138876583201E-04  1.000941E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000010E-30  1.000000E-30
     42  4.432651277490E-04  1.001008E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000011E-30  1.000000E-30
     43  4.720041568584E-04  1.001074E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000012E-30  1.000000E-30
     44  5.002792532552E-04  1.001138E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000012E-30  1.000000E-30
     45  5.282472522620E-04  1.001202E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000013E-30  1.000000E-30
     46  5.560479783168E-04  1.001265E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000014E-30  1.000000E-30
     47  5.838060709037E-04  1.001328E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000014E-30  1.000000E-30
     48  6.116334118686E-04  1.001392E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000015E-30  1.000000E-30
     49  6.396318340541E-04  1.001456E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000016E-30  1.000000E-30
     50  6.678959636874E-04  1.001520E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000017E-30  1.000000E-30
     51  6.965161747902E-04  1.001585E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000017E-30  1.000000E-30
     52  7.255817382538E-04  1.001651E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000018E-30  1.000000E-30
     53  7.551843574001E-04  1.001719E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000002E-30  1.000001E-30  1.000019E-30  1.000000E-30
     54  7.854224313090E-04  1.001788E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000001E-30  1.000019E-30  1.000000E-30
     55  8.164066374138E-04  1.001859E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000020E-30  1.000000E-30
     56  8.482679080764E-04  1.001931E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000021E-30  1.000000E-30
     57  8.811699017317E-04  1.002006E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000022E-30  1.000000E-30
     58  9.153304977871E-04  1.002084E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000023E-30  1.000000E-30
     59  9.510634923056E-04  1.002166E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000024E-30  1.000000E-30
     60  9.888739022907E-04  1.002252E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000024E-30  1.000000E-30
     61  1.029744313280E-03  1.002345E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000003E-30  1.000002E-30  1.000026E-30  1.000000E-30
     62  1.076805333108E-03  1.002453E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000004E-30  1.000002E-30  1.000027E-30  1.000000E-30
     63  1.127478238084E-03  1.002569E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000004E-30  1.000002E-30  1.000028E-30  1.000000E-30
     64  1.179263354774E-03  1.002687E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000004E-30  1.000002E-30  1.000029E-30  1.000000E-30
     65  1.231720185468E-03  1.002807E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000004E-30  1.000002E-30  1.000031E-30  1.000000E-30
     66  1.284679788904E-03  1.002928E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000004E-30  1.000002E-30  1.000032E-30  1.000000E-30
     67  1.338068714676E-03  1.003050E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000004E-30  1.000003E-30  1.000033E-30  1.000000E-30
     68  1.391852718980E-03  1.003173E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000005E-30  1.000003E-30  1.000034E-30  1.000000E-30
     69  1.446014888479E-03  1.003297E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000005E-30  1.000003E-30  1.000036E-30  1.000000E-30
     70  1.500546342624E-03  1.003421E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000005E-30  1.000003E-30  1.000037E-30  1.000000E-30
     71  1.555442065896E-03  1.003547E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000005E-30  1.000003E-30  1.000039E-30  1.000000E-30
     72  1.610698967280E-03  1.003674E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000005E-30  1.000003E-30  1.000040E-30  1.000000E-30
     73  1.666314948699E-03  1.003801E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000006E-30  1.000003E-30  1.000041E-30  1.000000E-30
     74  1.722288445659E-03  1.003929E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000006E-30  1.000003E-30  1.000043E-30  1.000000E-30
     75  1.778618195039E-03  1.004058E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000006E-30  1.000003E-30  1.000044E-30  1.000000E-30
     76  1.835303663832E-03  1.004188E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000006E-30  1.000003E-30  1.000046E-30  1.000000E-30
     77  1.892344396716E-03  1.004319E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000006E-30  1.000004E-30  1.000047E-30  1.000000E-30
     78  1.949739812628E-03  1.004450E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000006E-30  1.000004E-30  1.000048E-30  1.000000E-30
     79  2.007489276907E-03  1.004583E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000007E-30  1.000004E-30  1.000050E-30  1.000000E-30
     80  2.065592139419E-03  1.004716E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000007E-30  1.000004E-30  1.000051E-30  1.000000E-30
     81  2.124047755162E-03  1.004850E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000007E-30  1.000004E-30  1.000053E-30  1.000000E-30
     82  2.182855495215E-03  1.004985E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000007E-30  1.000004E-30  1.000054E-30  1.000000E-30
     83  2.242014752368E-03  1.005121E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000007E-30  1.000004E-30  1.000056E-30  1.000000E-30
     84  2.301524943777E-03  1.005258E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000008E-30  1.000004E-30  1.000057E-30  1.000000E-30
     85  2.361385511936E-03  1.005395E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000008E-30  1.000004E-30  1.000059E-30  1.000000E-30
     86  2.421595924701E-03  1.005534E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000008E-30  1.000005E-30  1.000060E-30  1.000000E-30
     87  2.482155674804E-03  1.005673E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000008E-30  1.000005E-30  1.000062E-30  1.000000E-30
     88  2.543064279071E-03  1.005813E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000008E-30  1.000005E-30  1.000063E-30  1.000000E-30
     89  2.604321277494E-03  1.005954E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000009E-30  1.000005E-30  1.000065E-30  1.000000E-30
     90  2.665926232237E-03  1.006096E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000009E-30  1.000005E-30  1.000066E-30  1.000000E-30
     91  2.727878734382E-03  1.006238E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000009E-30  1.000005E-30  1.000068E-30  1.000000E-30
     92  2.790178404165E-03  1.006382E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000009E-30  1.000005E-30  1.000069E-30  1.000000E-30
     93  2.852824875480E-03  1.006526E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000009E-30  1.000005E-30  1.000071E-30  1.000000E-30
     94  2.915817796872E-03  1.006671E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000010E-30  1.000005E-30  1.000072E-30  1.000000E-30
     95  2.979156831833E-03  1.006817E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000010E-30  1.000006E-30  1.000074E-30  1.000000E-30
