 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ir223         ir224         ir225         ir226         ir227         ir228         ir229         ir230
     27  8.489118412102E-05  1.000529E-30  1.001931E-30  1.002141E-30  1.002062E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000597E-30  1.002177E-30  1.002415E-30  1.002324E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000669E-30  1.002436E-30  1.002702E-30  1.002600E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000745E-30  1.002710E-30  1.003006E-30  1.002890E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000855E-30  1.003110E-30  1.003450E-30  1.003315E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.001064E-30  1.003863E-30  1.004284E-30  1.004111E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.001253E-30  1.004543E-30  1.005038E-30  1.004829E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.001427E-30  1.005164E-30  1.005727E-30  1.005483E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.001589E-30  1.005741E-30  1.006367E-30  1.006090E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.001741E-30  1.006286E-30  1.006970E-30  1.006661E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.001888E-30  1.006807E-30  1.007548E-30  1.007206E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.002031E-30  1.007312E-30  1.008107E-30  1.007734E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.002242E-30  1.008059E-30  1.008936E-30  1.008513E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.002446E-30  1.008779E-30  1.009733E-30  1.009262E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.002644E-30  1.009476E-30  1.010505E-30  1.009985E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.002838E-30  1.010155E-30  1.011257E-30  1.010687E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.003028E-30  1.010819E-30  1.011993E-30  1.011373E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.003216E-30  1.011474E-30  1.012718E-30  1.012048E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.003403E-30  1.012122E-30  1.013436E-30  1.012714E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.003589E-30  1.012768E-30  1.014150E-30  1.013375E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.003776E-30  1.013412E-30  1.014864E-30  1.014035E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.003964E-30  1.014059E-30  1.015581E-30  1.014696E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.004153E-30  1.014711E-30  1.016302E-30  1.015360E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.004345E-30  1.015370E-30  1.017031E-30  1.016029E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.004541E-30  1.016038E-30  1.017770E-30  1.016706E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.004740E-30  1.016717E-30  1.018521E-30  1.017393E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.004943E-30  1.017409E-30  1.019287E-30  1.018092E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.005152E-30  1.018117E-30  1.020070E-30  1.018804E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.005367E-30  1.018843E-30  1.020873E-30  1.019534E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.005589E-30  1.019590E-30  1.021700E-30  1.020283E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.005819E-30  1.020363E-30  1.022554E-30  1.021056E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.006058E-30  1.021167E-30  1.023442E-30  1.021857E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.006310E-30  1.022008E-30  1.024373E-30  1.022693E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.006578E-30  1.022900E-30  1.025358E-30  1.023577E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.006869E-30  1.023865E-30  1.026425E-30  1.024531E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.007205E-30  1.024978E-30  1.027655E-30  1.025628E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.007570E-30  1.026179E-30  1.028981E-30  1.026806E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.007945E-30  1.027409E-30  1.030339E-30  1.028008E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.008328E-30  1.028656E-30  1.031716E-30  1.029222E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.008716E-30  1.029918E-30  1.033109E-30  1.030446E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.009110E-30  1.031193E-30  1.034515E-30  1.031676E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.009509E-30  1.032480E-30  1.035934E-30  1.032914E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.009914E-30  1.033778E-30  1.037366E-30  1.034157E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.010324E-30  1.035087E-30  1.038809E-30  1.035405E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.010739E-30  1.036407E-30  1.040265E-30  1.036660E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.011160E-30  1.037739E-30  1.041732E-30  1.037919E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.011586E-30  1.039082E-30  1.043211E-30  1.039184E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.012017E-30  1.040436E-30  1.044702E-30  1.040455E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.012454E-30  1.041801E-30  1.046205E-30  1.041730E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.012896E-30  1.043177E-30  1.047720E-30  1.043010E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.013344E-30  1.044565E-30  1.049246E-30  1.044296E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.013797E-30  1.045964E-30  1.050785E-30  1.045586E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.014256E-30  1.047374E-30  1.052335E-30  1.046881E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.014720E-30  1.048795E-30  1.053898E-30  1.048182E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.015190E-30  1.050228E-30  1.055472E-30  1.049486E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.015666E-30  1.051671E-30  1.057058E-30  1.050796E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.016147E-30  1.053126E-30  1.058655E-30  1.052110E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.016634E-30  1.054593E-30  1.060265E-30  1.053429E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.017127E-30  1.056071E-30  1.061887E-30  1.054752E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.017626E-30  1.057560E-30  1.063520E-30  1.056080E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.018130E-30  1.059060E-30  1.065166E-30  1.057412E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.018640E-30  1.060572E-30  1.066823E-30  1.058748E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.019156E-30  1.062096E-30  1.068492E-30  1.060089E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.019679E-30  1.063631E-30  1.070173E-30  1.061434E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.020207E-30  1.065177E-30  1.071866E-30  1.062783E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.020741E-30  1.066734E-30  1.073571E-30  1.064136E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.021281E-30  1.068304E-30  1.075288E-30  1.065494E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.021827E-30  1.069884E-30  1.077016E-30  1.066855E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
