 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pb222         pb223         pb224         pb225         pb226         pb227         pb228         pb229
     27  8.489118412102E-05  1.000033E-30  1.000088E-30  1.000158E-30  1.000022E-30  1.000100E-30  1.000147E-30  1.000242E-30  1.000259E-30
     28  9.570255892797E-05  1.000037E-30  1.000100E-30  1.000179E-30  1.000025E-30  1.000113E-30  1.000166E-30  1.000273E-30  1.000291E-30
     29  1.070853065563E-04  1.000041E-30  1.000112E-30  1.000200E-30  1.000028E-30  1.000126E-30  1.000186E-30  1.000305E-30  1.000326E-30
     30  1.190882425669E-04  1.000046E-30  1.000124E-30  1.000222E-30  1.000031E-30  1.000141E-30  1.000207E-30  1.000339E-30  1.000363E-30
     31  1.366291075688E-04  1.000053E-30  1.000142E-30  1.000255E-30  1.000035E-30  1.000161E-30  1.000237E-30  1.000389E-30  1.000416E-30
     32  1.695708820900E-04  1.000066E-30  1.000177E-30  1.000317E-30  1.000044E-30  1.000200E-30  1.000294E-30  1.000483E-30  1.000517E-30
     33  1.992873377730E-04  1.000077E-30  1.000208E-30  1.000372E-30  1.000052E-30  1.000235E-30  1.000346E-30  1.000568E-30  1.000608E-30
     34  2.264248739983E-04  1.000088E-30  1.000236E-30  1.000423E-30  1.000059E-30  1.000267E-30  1.000393E-30  1.000646E-30  1.000690E-30
     35  2.515933231106E-04  1.000097E-30  1.000262E-30  1.000470E-30  1.000065E-30  1.000297E-30  1.000437E-30  1.000717E-30  1.000767E-30
     36  2.753099894686E-04  1.000107E-30  1.000287E-30  1.000514E-30  1.000071E-30  1.000325E-30  1.000478E-30  1.000785E-30  1.000840E-30
     37  2.979926919870E-04  1.000115E-30  1.000311E-30  1.000556E-30  1.000077E-30  1.000352E-30  1.000517E-30  1.000850E-30  1.000909E-30
     38  3.199702121451E-04  1.000124E-30  1.000334E-30  1.000597E-30  1.000083E-30  1.000378E-30  1.000555E-30  1.000913E-30  1.000977E-30
     39  3.524429751724E-04  1.000137E-30  1.000367E-30  1.000658E-30  1.000092E-30  1.000416E-30  1.000612E-30  1.001005E-30  1.001076E-30
     40  3.836809895565E-04  1.000149E-30  1.000400E-30  1.000716E-30  1.000100E-30  1.000453E-30  1.000666E-30  1.001095E-30  1.001172E-30
     41  4.138876583201E-04  1.000160E-30  1.000432E-30  1.000773E-30  1.000108E-30  1.000489E-30  1.000719E-30  1.001181E-30  1.001264E-30
     42  4.432651277490E-04  1.000172E-30  1.000462E-30  1.000828E-30  1.000115E-30  1.000524E-30  1.000770E-30  1.001265E-30  1.001354E-30
     43  4.720041568584E-04  1.000183E-30  1.000492E-30  1.000881E-30  1.000123E-30  1.000558E-30  1.000820E-30  1.001347E-30  1.001443E-30
     44  5.002792532552E-04  1.000194E-30  1.000522E-30  1.000934E-30  1.000130E-30  1.000592E-30  1.000869E-30  1.001428E-30  1.001529E-30
     45  5.282472522620E-04  1.000205E-30  1.000551E-30  1.000987E-30  1.000137E-30  1.000625E-30  1.000918E-30  1.001508E-30  1.001615E-30
     46  5.560479783168E-04  1.000216E-30  1.000580E-30  1.001038E-30  1.000145E-30  1.000658E-30  1.000966E-30  1.001587E-30  1.001701E-30
     47  5.838060709037E-04  1.000227E-30  1.000609E-30  1.001090E-30  1.000152E-30  1.000691E-30  1.001015E-30  1.001667E-30  1.001786E-30
     48  6.116334118686E-04  1.000237E-30  1.000638E-30  1.001142E-30  1.000159E-30  1.000724E-30  1.001063E-30  1.001747E-30  1.001872E-30
     49  6.396318340541E-04  1.000248E-30  1.000667E-30  1.001195E-30  1.000167E-30  1.000757E-30  1.001112E-30  1.001827E-30  1.001958E-30
     50  6.678959636874E-04  1.000259E-30  1.000697E-30  1.001248E-30  1.000174E-30  1.000790E-30  1.001161E-30  1.001908E-30  1.002045E-30
     51  6.965161747902E-04  1.000270E-30  1.000727E-30  1.001301E-30  1.000182E-30  1.000824E-30  1.001211E-30  1.001990E-30  1.002133E-30
     52  7.255817382538E-04  1.000282E-30  1.000757E-30  1.001355E-30  1.000189E-30  1.000859E-30  1.001262E-30  1.002073E-30  1.002223E-30
     53  7.551843574001E-04  1.000293E-30  1.000788E-30  1.001411E-30  1.000197E-30  1.000894E-30  1.001313E-30  1.002158E-30  1.002314E-30
     54  7.854224313090E-04  1.000305E-30  1.000820E-30  1.001467E-30  1.000205E-30  1.000930E-30  1.001366E-30  1.002244E-30  1.002408E-30
     55  8.164066374138E-04  1.000317E-30  1.000852E-30  1.001525E-30  1.000213E-30  1.000967E-30  1.001420E-30  1.002333E-30  1.002503E-30
     56  8.482679080764E-04  1.000329E-30  1.000886E-30  1.001585E-30  1.000222E-30  1.001005E-30  1.001476E-30  1.002424E-30  1.002602E-30
     57  8.811699017317E-04  1.000342E-30  1.000920E-30  1.001646E-30  1.000230E-30  1.001044E-30  1.001533E-30  1.002519E-30  1.002704E-30
     58  9.153304977871E-04  1.000356E-30  1.000956E-30  1.001710E-30  1.000239E-30  1.001084E-30  1.001593E-30  1.002617E-30  1.002809E-30
     59  9.510634923056E-04  1.000370E-30  1.000993E-30  1.001777E-30  1.000249E-30  1.001127E-30  1.001656E-30  1.002719E-30  1.002920E-30
     60  9.888739022907E-04  1.000384E-30  1.001033E-30  1.001848E-30  1.000259E-30  1.001172E-30  1.001722E-30  1.002828E-30  1.003037E-30
     61  1.029744313280E-03  1.000400E-30  1.001076E-30  1.001924E-30  1.000270E-30  1.001221E-30  1.001793E-30  1.002945E-30  1.003164E-30
     62  1.076805333108E-03  1.000419E-30  1.001125E-30  1.002012E-30  1.000282E-30  1.001277E-30  1.001876E-30  1.003080E-30  1.003310E-30
     63  1.127478238084E-03  1.000438E-30  1.001178E-30  1.002107E-30  1.000296E-30  1.001337E-30  1.001964E-30  1.003226E-30  1.003468E-30
     64  1.179263354774E-03  1.000459E-30  1.001232E-30  1.002204E-30  1.000309E-30  1.001399E-30  1.002055E-30  1.003375E-30  1.003629E-30
     65  1.231720185468E-03  1.000479E-30  1.001287E-30  1.002302E-30  1.000323E-30  1.001461E-30  1.002147E-30  1.003526E-30  1.003792E-30
     66  1.284679788904E-03  1.000500E-30  1.001343E-30  1.002401E-30  1.000338E-30  1.001525E-30  1.002240E-30  1.003678E-30  1.003957E-30
     67  1.338068714676E-03  1.000521E-30  1.001399E-30  1.002501E-30  1.000352E-30  1.001588E-30  1.002333E-30  1.003831E-30  1.004123E-30
     68  1.391852718980E-03  1.000542E-30  1.001455E-30  1.002602E-30  1.000366E-30  1.001653E-30  1.002428E-30  1.003986E-30  1.004291E-30
     69  1.446014888479E-03  1.000563E-30  1.001512E-30  1.002703E-30  1.000381E-30  1.001717E-30  1.002523E-30  1.004142E-30  1.004461E-30
     70  1.500546342624E-03  1.000584E-30  1.001569E-30  1.002806E-30  1.000395E-30  1.001782E-30  1.002619E-30  1.004299E-30  1.004631E-30
     71  1.555442065896E-03  1.000606E-30  1.001627E-30  1.002908E-30  1.000410E-30  1.001848E-30  1.002715E-30  1.004458E-30  1.004803E-30
     72  1.610698967280E-03  1.000627E-30  1.001685E-30  1.003012E-30  1.000425E-30  1.001914E-30  1.002813E-30  1.004617E-30  1.004976E-30
     73  1.666314948699E-03  1.000649E-30  1.001744E-30  1.003116E-30  1.000440E-30  1.001981E-30  1.002910E-30  1.004777E-30  1.005151E-30
     74  1.722288445659E-03  1.000671E-30  1.001803E-30  1.003221E-30  1.000455E-30  1.002048E-30  1.003009E-30  1.004939E-30  1.005327E-30
     75  1.778618195039E-03  1.000693E-30  1.001862E-30  1.003327E-30  1.000470E-30  1.002115E-30  1.003108E-30  1.005102E-30  1.005504E-30
     76  1.835303663832E-03  1.000715E-30  1.001921E-30  1.003433E-30  1.000486E-30  1.002183E-30  1.003208E-30  1.005265E-30  1.005682E-30
     77  1.892344396716E-03  1.000738E-30  1.001981E-30  1.003540E-30  1.000501E-30  1.002252E-30  1.003309E-30  1.005430E-30  1.005862E-30
     78  1.949739812628E-03  1.000760E-30  1.002042E-30  1.003647E-30  1.000517E-30  1.002321E-30  1.003410E-30  1.005596E-30  1.006043E-30
     79  2.007489276907E-03  1.000783E-30  1.002103E-30  1.003756E-30  1.000532E-30  1.002390E-30  1.003512E-30  1.005763E-30  1.006225E-30
     80  2.065592139419E-03  1.000806E-30  1.002164E-30  1.003865E-30  1.000548E-30  1.002460E-30  1.003615E-30  1.005931E-30  1.006409E-30
     81  2.124047755162E-03  1.000829E-30  1.002226E-30  1.003974E-30  1.000564E-30  1.002530E-30  1.003718E-30  1.006100E-30  1.006594E-30
     82  2.182855495215E-03  1.000852E-30  1.002288E-30  1.004085E-30  1.000580E-30  1.002601E-30  1.003822E-30  1.006271E-30  1.006780E-30
     83  2.242014752368E-03  1.000875E-30  1.002350E-30  1.004196E-30  1.000596E-30  1.002672E-30  1.003927E-30  1.006442E-30  1.006968E-30
     84  2.301524943777E-03  1.000899E-30  1.002413E-30  1.004307E-30  1.000613E-30  1.002744E-30  1.004032E-30  1.006615E-30  1.007157E-30
     85  2.361385511936E-03  1.000922E-30  1.002476E-30  1.004420E-30  1.000629E-30  1.002816E-30  1.004138E-30  1.006788E-30  1.007347E-30
     86  2.421595924701E-03  1.000946E-30  1.002540E-30  1.004533E-30  1.000646E-30  1.002889E-30  1.004245E-30  1.006963E-30  1.007539E-30
     87  2.482155674804E-03  1.000970E-30  1.002603E-30  1.004646E-30  1.000662E-30  1.002962E-30  1.004352E-30  1.007139E-30  1.007732E-30
     88  2.543064279071E-03  1.000994E-30  1.002668E-30  1.004761E-30  1.000679E-30  1.003035E-30  1.004460E-30  1.007316E-30  1.007926E-30
     89  2.604321277494E-03  1.001018E-30  1.002733E-30  1.004876E-30  1.000696E-30  1.003109E-30  1.004569E-30  1.007494E-30  1.008122E-30
     90  2.665926232237E-03  1.001042E-30  1.002798E-30  1.004991E-30  1.000713E-30  1.003184E-30  1.004678E-30  1.007673E-30  1.008319E-30
     91  2.727878734382E-03  1.001067E-30  1.002863E-30  1.005108E-30  1.000730E-30  1.003259E-30  1.004788E-30  1.007853E-30  1.008517E-30
     92  2.790178404165E-03  1.001092E-30  1.002929E-30  1.005225E-30  1.000747E-30  1.003334E-30  1.004899E-30  1.008034E-30  1.008717E-30
     93  2.852824875480E-03  1.001116E-30  1.002995E-30  1.005342E-30  1.000765E-30  1.003410E-30  1.005011E-30  1.008217E-30  1.008918E-30
     94  2.915817796872E-03  1.001141E-30  1.003062E-30  1.005461E-30  1.000782E-30  1.003486E-30  1.005123E-30  1.008400E-30  1.009120E-30
