 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ti46          ti47          ti48          ti49          ti50          ti51          ti52          ti53 
     27  8.489118412102E-05  1.000139E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000005E-30  1.000007E-30  1.000018E-30
     28  9.570255892797E-05  1.000157E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000005E-30  1.000007E-30  1.000020E-30
     29  1.070853065563E-04  1.000175E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000006E-30  1.000008E-30  1.000022E-30
     30  1.190882425669E-04  1.000195E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000006E-30  1.000009E-30  1.000025E-30
     31  1.366291075688E-04  1.000224E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000007E-30  1.000011E-30  1.000029E-30
     32  1.695708820900E-04  1.000278E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000009E-30  1.000013E-30  1.000036E-30
     33  1.992873377730E-04  1.000327E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000011E-30  1.000015E-30  1.000042E-30
     34  2.264248739983E-04  1.000371E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000012E-30  1.000018E-30  1.000048E-30
     35  2.515933231106E-04  1.000412E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000014E-30  1.000020E-30  1.000053E-30
     36  2.753099894686E-04  1.000451E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000015E-30  1.000021E-30  1.000058E-30
     37  2.979926919870E-04  1.000488E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000016E-30  1.000023E-30  1.000063E-30
     38  3.199702121451E-04  1.000524E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000017E-30  1.000025E-30  1.000067E-30
     39  3.524429751724E-04  1.000578E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000019E-30  1.000027E-30  1.000074E-30
     40  3.836809895565E-04  1.000629E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000021E-30  1.000030E-30  1.000081E-30
     41  4.138876583201E-04  1.000678E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000022E-30  1.000032E-30  1.000087E-30
     42  4.432651277490E-04  1.000727E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000024E-30  1.000034E-30  1.000093E-30
     43  4.720041568584E-04  1.000774E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000025E-30  1.000037E-30  1.000099E-30
     44  5.002792532552E-04  1.000820E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000027E-30  1.000039E-30  1.000105E-30
     45  5.282472522620E-04  1.000866E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000028E-30  1.000041E-30  1.000111E-30
     46  5.560479783168E-04  1.000911E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000030E-30  1.000043E-30  1.000117E-30
     47  5.838060709037E-04  1.000957E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000031E-30  1.000045E-30  1.000123E-30
     48  6.116334118686E-04  1.001003E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000033E-30  1.000048E-30  1.000129E-30
     49  6.396318340541E-04  1.001048E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000034E-30  1.000050E-30  1.000135E-30
     50  6.678959636874E-04  1.001095E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000036E-30  1.000052E-30  1.000141E-30
     51  6.965161747902E-04  1.001142E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000038E-30  1.000054E-30  1.000147E-30
     52  7.255817382538E-04  1.001189E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000039E-30  1.000056E-30  1.000153E-30
     53  7.551843574001E-04  1.001238E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000041E-30  1.000059E-30  1.000159E-30
     54  7.854224313090E-04  1.001288E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000042E-30  1.000061E-30  1.000165E-30
     55  8.164066374138E-04  1.001338E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000044E-30  1.000063E-30  1.000172E-30
     56  8.482679080764E-04  1.001391E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000046E-30  1.000066E-30  1.000179E-30
     57  8.811699017317E-04  1.001445E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000047E-30  1.000068E-30  1.000186E-30
     58  9.153304977871E-04  1.001501E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000049E-30  1.000071E-30  1.000193E-30
     59  9.510634923056E-04  1.001559E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000006E-30  1.000051E-30  1.000074E-30  1.000200E-30
     60  9.888739022907E-04  1.001621E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000007E-30  1.000053E-30  1.000077E-30  1.000208E-30
     61  1.029744313280E-03  1.001688E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000007E-30  1.000055E-30  1.000080E-30  1.000217E-30
     62  1.076805333108E-03  1.001765E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000007E-30  1.000058E-30  1.000084E-30  1.000227E-30
     63  1.127478238084E-03  1.001849E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000008E-30  1.000061E-30  1.000088E-30  1.000238E-30
     64  1.179263354774E-03  1.001934E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000008E-30  1.000064E-30  1.000092E-30  1.000249E-30
     65  1.231720185468E-03  1.002020E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000008E-30  1.000066E-30  1.000096E-30  1.000260E-30
     66  1.284679788904E-03  1.002107E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000009E-30  1.000069E-30  1.000100E-30  1.000271E-30
     67  1.338068714676E-03  1.002194E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000009E-30  1.000072E-30  1.000104E-30  1.000282E-30
     68  1.391852718980E-03  1.002282E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000009E-30  1.000075E-30  1.000108E-30  1.000294E-30
     69  1.446014888479E-03  1.002371E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000010E-30  1.000078E-30  1.000112E-30  1.000305E-30
     70  1.500546342624E-03  1.002461E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000010E-30  1.000081E-30  1.000117E-30  1.000317E-30
     71  1.555442065896E-03  1.002551E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000011E-30  1.000084E-30  1.000121E-30  1.000329E-30
     72  1.610698967280E-03  1.002642E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000011E-30  1.000087E-30  1.000125E-30  1.000340E-30
     73  1.666314948699E-03  1.002733E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000011E-30  1.000090E-30  1.000130E-30  1.000352E-30
     74  1.722288445659E-03  1.002825E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000012E-30  1.000093E-30  1.000134E-30  1.000364E-30
     75  1.778618195039E-03  1.002917E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000012E-30  1.000096E-30  1.000138E-30  1.000376E-30
     76  1.835303663832E-03  1.003010E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000012E-30  1.000099E-30  1.000143E-30  1.000388E-30
     77  1.892344396716E-03  1.003104E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000013E-30  1.000102E-30  1.000147E-30  1.000400E-30
     78  1.949739812628E-03  1.003198E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000013E-30  1.000105E-30  1.000152E-30  1.000412E-30
     79  2.007489276907E-03  1.003293E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000014E-30  1.000108E-30  1.000156E-30  1.000425E-30
     80  2.065592139419E-03  1.003388E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000014E-30  1.000111E-30  1.000161E-30  1.000437E-30
     81  2.124047755162E-03  1.003484E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000014E-30  1.000114E-30  1.000165E-30  1.000450E-30
     82  2.182855495215E-03  1.003581E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000015E-30  1.000118E-30  1.000170E-30  1.000462E-30
     83  2.242014752368E-03  1.003678E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000015E-30  1.000121E-30  1.000174E-30  1.000475E-30
     84  2.301524943777E-03  1.003776E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000016E-30  1.000124E-30  1.000179E-30  1.000488E-30
     85  2.361385511936E-03  1.003874E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000016E-30  1.000127E-30  1.000184E-30  1.000500E-30
     86  2.421595924701E-03  1.003973E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000016E-30  1.000131E-30  1.000188E-30  1.000513E-30
     87  2.482155674804E-03  1.004073E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000017E-30  1.000134E-30  1.000193E-30  1.000526E-30
     88  2.543064279071E-03  1.004173E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000017E-30  1.000137E-30  1.000198E-30  1.000539E-30
     89  2.604321277494E-03  1.004273E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000018E-30  1.000140E-30  1.000202E-30  1.000552E-30
     90  2.665926232237E-03  1.004375E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000018E-30  1.000144E-30  1.000207E-30  1.000566E-30
     91  2.727878734382E-03  1.004477E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000018E-30  1.000147E-30  1.000212E-30  1.000579E-30
     92  2.790178404165E-03  1.004579E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000019E-30  1.000150E-30  1.000217E-30  1.000592E-30
     93  2.852824875480E-03  1.004682E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000019E-30  1.000154E-30  1.000222E-30  1.000606E-30
     94  2.915817796872E-03  1.004785E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000020E-30  1.000157E-30  1.000227E-30  1.000619E-30
     95  2.979156831833E-03  1.004890E-30  1.000001E-30  1.000000E-30  1.000001E-30  1.000020E-30  1.000161E-30  1.000232E-30  1.000633E-30
