 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                mo102         mo103         mo104         mo105         mo106         mo107         mo108         mo109
     27  8.489118412102E-05  1.000045E-30  1.000038E-30  1.000011E-30  1.000018E-30  1.000051E-30  1.000162E-30  1.000251E-30  1.000199E-30
     28  9.570255892797E-05  1.000051E-30  1.000043E-30  1.000012E-30  1.000021E-30  1.000057E-30  1.000182E-30  1.000283E-30  1.000224E-30
     29  1.070853065563E-04  1.000057E-30  1.000048E-30  1.000014E-30  1.000023E-30  1.000064E-30  1.000204E-30  1.000316E-30  1.000251E-30
     30  1.190882425669E-04  1.000063E-30  1.000054E-30  1.000015E-30  1.000026E-30  1.000071E-30  1.000227E-30  1.000352E-30  1.000279E-30
     31  1.366291075688E-04  1.000073E-30  1.000062E-30  1.000018E-30  1.000029E-30  1.000082E-30  1.000260E-30  1.000404E-30  1.000320E-30
     32  1.695708820900E-04  1.000090E-30  1.000077E-30  1.000022E-30  1.000037E-30  1.000101E-30  1.000323E-30  1.000501E-30  1.000397E-30
     33  1.992873377730E-04  1.000106E-30  1.000090E-30  1.000026E-30  1.000043E-30  1.000119E-30  1.000379E-30  1.000589E-30  1.000466E-30
     34  2.264248739983E-04  1.000120E-30  1.000102E-30  1.000029E-30  1.000049E-30  1.000135E-30  1.000431E-30  1.000669E-30  1.000530E-30
     35  2.515933231106E-04  1.000134E-30  1.000114E-30  1.000033E-30  1.000054E-30  1.000150E-30  1.000479E-30  1.000744E-30  1.000589E-30
     36  2.753099894686E-04  1.000147E-30  1.000124E-30  1.000036E-30  1.000059E-30  1.000164E-30  1.000524E-30  1.000814E-30  1.000644E-30
     37  2.979926919870E-04  1.000159E-30  1.000135E-30  1.000039E-30  1.000064E-30  1.000178E-30  1.000567E-30  1.000881E-30  1.000697E-30
     38  3.199702121451E-04  1.000170E-30  1.000145E-30  1.000042E-30  1.000069E-30  1.000191E-30  1.000609E-30  1.000946E-30  1.000749E-30
     39  3.524429751724E-04  1.000188E-30  1.000159E-30  1.000046E-30  1.000076E-30  1.000210E-30  1.000671E-30  1.001042E-30  1.000825E-30
     40  3.836809895565E-04  1.000204E-30  1.000173E-30  1.000050E-30  1.000083E-30  1.000229E-30  1.000730E-30  1.001134E-30  1.000898E-30
     41  4.138876583201E-04  1.000220E-30  1.000187E-30  1.000054E-30  1.000089E-30  1.000247E-30  1.000788E-30  1.001223E-30  1.000969E-30
     42  4.432651277490E-04  1.000236E-30  1.000200E-30  1.000058E-30  1.000096E-30  1.000265E-30  1.000844E-30  1.001310E-30  1.001038E-30
     43  4.720041568584E-04  1.000251E-30  1.000213E-30  1.000061E-30  1.000102E-30  1.000282E-30  1.000898E-30  1.001395E-30  1.001105E-30
     44  5.002792532552E-04  1.000266E-30  1.000226E-30  1.000065E-30  1.000108E-30  1.000299E-30  1.000952E-30  1.001478E-30  1.001171E-30
     45  5.282472522620E-04  1.000281E-30  1.000239E-30  1.000069E-30  1.000114E-30  1.000315E-30  1.001006E-30  1.001561E-30  1.001236E-30
     46  5.560479783168E-04  1.000296E-30  1.000251E-30  1.000072E-30  1.000120E-30  1.000332E-30  1.001059E-30  1.001643E-30  1.001302E-30
     47  5.838060709037E-04  1.000311E-30  1.000264E-30  1.000076E-30  1.000126E-30  1.000349E-30  1.001111E-30  1.001725E-30  1.001367E-30
     48  6.116334118686E-04  1.000325E-30  1.000276E-30  1.000079E-30  1.000132E-30  1.000365E-30  1.001164E-30  1.001808E-30  1.001432E-30
     49  6.396318340541E-04  1.000340E-30  1.000289E-30  1.000083E-30  1.000138E-30  1.000382E-30  1.001218E-30  1.001890E-30  1.001497E-30
     50  6.678959636874E-04  1.000355E-30  1.000302E-30  1.000087E-30  1.000144E-30  1.000399E-30  1.001272E-30  1.001974E-30  1.001563E-30
     51  6.965161747902E-04  1.000371E-30  1.000315E-30  1.000090E-30  1.000150E-30  1.000416E-30  1.001326E-30  1.002058E-30  1.001630E-30
     52  7.255817382538E-04  1.000386E-30  1.000328E-30  1.000094E-30  1.000156E-30  1.000433E-30  1.001382E-30  1.002144E-30  1.001698E-30
     53  7.551843574001E-04  1.000402E-30  1.000341E-30  1.000098E-30  1.000163E-30  1.000451E-30  1.001438E-30  1.002232E-30  1.001768E-30
     54  7.854224313090E-04  1.000418E-30  1.000355E-30  1.000102E-30  1.000169E-30  1.000469E-30  1.001496E-30  1.002321E-30  1.001839E-30
     55  8.164066374138E-04  1.000434E-30  1.000369E-30  1.000106E-30  1.000176E-30  1.000488E-30  1.001555E-30  1.002413E-30  1.001911E-30
     56  8.482679080764E-04  1.000451E-30  1.000383E-30  1.000110E-30  1.000183E-30  1.000507E-30  1.001616E-30  1.002507E-30  1.001986E-30
     57  8.811699017317E-04  1.000469E-30  1.000398E-30  1.000114E-30  1.000190E-30  1.000526E-30  1.001678E-30  1.002604E-30  1.002063E-30
     58  9.153304977871E-04  1.000487E-30  1.000414E-30  1.000119E-30  1.000197E-30  1.000547E-30  1.001743E-30  1.002705E-30  1.002143E-30
     59  9.510634923056E-04  1.000506E-30  1.000430E-30  1.000124E-30  1.000205E-30  1.000568E-30  1.001812E-30  1.002811E-30  1.002226E-30
     60  9.888739022907E-04  1.000526E-30  1.000447E-30  1.000128E-30  1.000213E-30  1.000591E-30  1.001884E-30  1.002922E-30  1.002315E-30
     61  1.029744313280E-03  1.000548E-30  1.000465E-30  1.000134E-30  1.000222E-30  1.000615E-30  1.001962E-30  1.003043E-30  1.002411E-30
     62  1.076805333108E-03  1.000573E-30  1.000487E-30  1.000140E-30  1.000232E-30  1.000643E-30  1.002051E-30  1.003182E-30  1.002521E-30
     63  1.127478238084E-03  1.000600E-30  1.000509E-30  1.000147E-30  1.000243E-30  1.000674E-30  1.002148E-30  1.003332E-30  1.002640E-30
     64  1.179263354774E-03  1.000628E-30  1.000533E-30  1.000153E-30  1.000254E-30  1.000705E-30  1.002247E-30  1.003485E-30  1.002761E-30
     65  1.231720185468E-03  1.000655E-30  1.000557E-30  1.000160E-30  1.000266E-30  1.000736E-30  1.002347E-30  1.003640E-30  1.002884E-30
     66  1.284679788904E-03  1.000684E-30  1.000580E-30  1.000167E-30  1.000277E-30  1.000768E-30  1.002448E-30  1.003796E-30  1.003008E-30
     67  1.338068714676E-03  1.000712E-30  1.000605E-30  1.000174E-30  1.000289E-30  1.000800E-30  1.002550E-30  1.003954E-30  1.003133E-30
     68  1.391852718980E-03  1.000741E-30  1.000629E-30  1.000181E-30  1.000300E-30  1.000832E-30  1.002653E-30  1.004113E-30  1.003259E-30
     69  1.446014888479E-03  1.000770E-30  1.000653E-30  1.000188E-30  1.000312E-30  1.000864E-30  1.002756E-30  1.004273E-30  1.003386E-30
     70  1.500546342624E-03  1.000799E-30  1.000678E-30  1.000195E-30  1.000324E-30  1.000897E-30  1.002860E-30  1.004434E-30  1.003514E-30
     71  1.555442065896E-03  1.000828E-30  1.000703E-30  1.000202E-30  1.000335E-30  1.000930E-30  1.002965E-30  1.004596E-30  1.003642E-30
     72  1.610698967280E-03  1.000857E-30  1.000728E-30  1.000209E-30  1.000347E-30  1.000963E-30  1.003071E-30  1.004759E-30  1.003772E-30
     73  1.666314948699E-03  1.000887E-30  1.000753E-30  1.000217E-30  1.000359E-30  1.000996E-30  1.003177E-30  1.004924E-30  1.003902E-30
     74  1.722288445659E-03  1.000917E-30  1.000778E-30  1.000224E-30  1.000371E-30  1.001029E-30  1.003284E-30  1.005089E-30  1.004033E-30
     75  1.778618195039E-03  1.000947E-30  1.000804E-30  1.000231E-30  1.000384E-30  1.001063E-30  1.003392E-30  1.005256E-30  1.004165E-30
     76  1.835303663832E-03  1.000977E-30  1.000829E-30  1.000239E-30  1.000396E-30  1.001097E-30  1.003500E-30  1.005423E-30  1.004298E-30
     77  1.892344396716E-03  1.001007E-30  1.000855E-30  1.000246E-30  1.000408E-30  1.001131E-30  1.003609E-30  1.005592E-30  1.004432E-30
     78  1.949739812628E-03  1.001038E-30  1.000881E-30  1.000253E-30  1.000421E-30  1.001165E-30  1.003719E-30  1.005761E-30  1.004566E-30
     79  2.007489276907E-03  1.001068E-30  1.000907E-30  1.000261E-30  1.000433E-30  1.001200E-30  1.003829E-30  1.005932E-30  1.004702E-30
     80  2.065592139419E-03  1.001099E-30  1.000933E-30  1.000268E-30  1.000446E-30  1.001235E-30  1.003940E-30  1.006103E-30  1.004838E-30
     81  2.124047755162E-03  1.001130E-30  1.000960E-30  1.000276E-30  1.000458E-30  1.001270E-30  1.004052E-30  1.006276E-30  1.004975E-30
     82  2.182855495215E-03  1.001162E-30  1.000986E-30  1.000284E-30  1.000471E-30  1.001305E-30  1.004165E-30  1.006450E-30  1.005113E-30
     83  2.242014752368E-03  1.001193E-30  1.001013E-30  1.000291E-30  1.000484E-30  1.001340E-30  1.004278E-30  1.006625E-30  1.005252E-30
     84  2.301524943777E-03  1.001225E-30  1.001040E-30  1.000299E-30  1.000497E-30  1.001376E-30  1.004392E-30  1.006800E-30  1.005391E-30
     85  2.361385511936E-03  1.001257E-30  1.001067E-30  1.000307E-30  1.000509E-30  1.001412E-30  1.004506E-30  1.006977E-30  1.005531E-30
     86  2.421595924701E-03  1.001289E-30  1.001094E-30  1.000315E-30  1.000522E-30  1.001448E-30  1.004622E-30  1.007155E-30  1.005673E-30
     87  2.482155674804E-03  1.001321E-30  1.001122E-30  1.000323E-30  1.000536E-30  1.001484E-30  1.004738E-30  1.007334E-30  1.005815E-30
     88  2.543064279071E-03  1.001353E-30  1.001149E-30  1.000331E-30  1.000549E-30  1.001521E-30  1.004854E-30  1.007514E-30  1.005958E-30
     89  2.604321277494E-03  1.001386E-30  1.001177E-30  1.000339E-30  1.000562E-30  1.001557E-30  1.004972E-30  1.007695E-30  1.006101E-30
     90  2.665926232237E-03  1.001419E-30  1.001205E-30  1.000347E-30  1.000575E-30  1.001594E-30  1.005090E-30  1.007877E-30  1.006246E-30
     91  2.727878734382E-03  1.001452E-30  1.001233E-30  1.000355E-30  1.000589E-30  1.001631E-30  1.005208E-30  1.008060E-30  1.006391E-30
     92  2.790178404165E-03  1.001485E-30  1.001261E-30  1.000363E-30  1.000602E-30  1.001669E-30  1.005328E-30  1.008244E-30  1.006537E-30
     93  2.852824875480E-03  1.001518E-30  1.001289E-30  1.000371E-30  1.000616E-30  1.001706E-30  1.005448E-30  1.008429E-30  1.006684E-30
     94  2.915817796872E-03  1.001552E-30  1.001318E-30  1.000379E-30  1.000629E-30  1.001744E-30  1.005569E-30  1.008615E-30  1.006832E-30
     95  2.979156831833E-03  1.001585E-30  1.001346E-30  1.000387E-30  1.000643E-30  1.001782E-30  1.005690E-30  1.008802E-30  1.006981E-30
