 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                sm158         sm159         sm160         sm161         sm162         sm163         sm164         sm165
     27  8.489118412102E-05  1.007225E-30  1.000035E-30  1.000106E-30  1.000170E-30  1.000211E-30  1.000295E-30  1.000448E-30  1.000471E-30
     28  9.570255892797E-05  1.009181E-30  1.000039E-30  1.000119E-30  1.000191E-30  1.000238E-30  1.000332E-30  1.000505E-30  1.000531E-30
     29  1.070853065563E-04  1.011492E-30  1.000044E-30  1.000134E-30  1.000214E-30  1.000266E-30  1.000372E-30  1.000565E-30  1.000594E-30
     30  1.190882425669E-04  1.014211E-30  1.000049E-30  1.000148E-30  1.000238E-30  1.000296E-30  1.000414E-30  1.000628E-30  1.000660E-30
     31  1.366291075688E-04  1.018703E-30  1.000056E-30  1.000170E-30  1.000273E-30  1.000339E-30  1.000474E-30  1.000721E-30  1.000758E-30
     32  1.695708820900E-04  1.028826E-30  1.000070E-30  1.000211E-30  1.000339E-30  1.000421E-30  1.000589E-30  1.000895E-30  1.000941E-30
     33  1.992873377730E-04  1.039837E-30  1.000082E-30  1.000248E-30  1.000399E-30  1.000495E-30  1.000692E-30  1.001051E-30  1.001106E-30
     34  2.264248739983E-04  1.051444E-30  1.000093E-30  1.000282E-30  1.000453E-30  1.000562E-30  1.000786E-30  1.001194E-30  1.001256E-30
     35  2.515933231106E-04  1.063530E-30  1.000103E-30  1.000314E-30  1.000503E-30  1.000625E-30  1.000874E-30  1.001327E-30  1.001396E-30
     36  2.753099894686E-04  1.076081E-30  1.000113E-30  1.000343E-30  1.000551E-30  1.000684E-30  1.000956E-30  1.001452E-30  1.001528E-30
     37  2.979926919870E-04  1.089139E-30  1.000122E-30  1.000372E-30  1.000596E-30  1.000740E-30  1.001035E-30  1.001572E-30  1.001654E-30
     38  3.199702121451E-04  1.102765E-30  1.000131E-30  1.000399E-30  1.000640E-30  1.000794E-30  1.001111E-30  1.001688E-30  1.001776E-30
     39  3.524429751724E-04  1.124714E-30  1.000145E-30  1.000439E-30  1.000705E-30  1.000875E-30  1.001224E-30  1.001859E-30  1.001957E-30
     40  3.836809895565E-04  1.147835E-30  1.000158E-30  1.000478E-30  1.000767E-30  1.000953E-30  1.001332E-30  1.002024E-30  1.002131E-30
     41  4.138876583201E-04  1.172062E-30  1.000170E-30  1.000516E-30  1.000828E-30  1.001028E-30  1.001437E-30  1.002183E-30  1.002299E-30
     42  4.432651277490E-04  1.197386E-30  1.000182E-30  1.000553E-30  1.000887E-30  1.001101E-30  1.001539E-30  1.002338E-30  1.002462E-30
     43  4.720041568584E-04  1.223839E-30  1.000194E-30  1.000589E-30  1.000944E-30  1.001172E-30  1.001639E-30  1.002490E-30  1.002622E-30
     44  5.002792532552E-04  1.251484E-30  1.000205E-30  1.000624E-30  1.001001E-30  1.001242E-30  1.001737E-30  1.002639E-30  1.002780E-30
     45  5.282472522620E-04  1.280410E-30  1.000217E-30  1.000659E-30  1.001057E-30  1.001312E-30  1.001834E-30  1.002787E-30  1.002936E-30
     46  5.560479783168E-04  1.310720E-30  1.000228E-30  1.000693E-30  1.001112E-30  1.001381E-30  1.001931E-30  1.002933E-30  1.003091E-30
     47  5.838060709037E-04  1.342532E-30  1.000240E-30  1.000728E-30  1.001168E-30  1.001450E-30  1.002027E-30  1.003080E-30  1.003245E-30
     48  6.116334118686E-04  1.375976E-30  1.000251E-30  1.000763E-30  1.001223E-30  1.001519E-30  1.002124E-30  1.003226E-30  1.003401E-30
     49  6.396318340541E-04  1.411196E-30  1.000263E-30  1.000798E-30  1.001279E-30  1.001588E-30  1.002221E-30  1.003374E-30  1.003557E-30
     50  6.678959636874E-04  1.448347E-30  1.000274E-30  1.000833E-30  1.001336E-30  1.001658E-30  1.002319E-30  1.003523E-30  1.003715E-30
     51  6.965161747902E-04  1.487602E-30  1.000286E-30  1.000868E-30  1.001393E-30  1.001729E-30  1.002419E-30  1.003674E-30  1.003874E-30
     52  7.255817382538E-04  1.529152E-30  1.000298E-30  1.000905E-30  1.001451E-30  1.001802E-30  1.002520E-30  1.003827E-30  1.004037E-30
     53  7.551843574001E-04  1.573215E-30  1.000310E-30  1.000942E-30  1.001510E-30  1.001875E-30  1.002622E-30  1.003984E-30  1.004202E-30
     54  7.854224313090E-04  1.620044E-30  1.000323E-30  1.000979E-30  1.001571E-30  1.001950E-30  1.002727E-30  1.004143E-30  1.004371E-30
     55  8.164066374138E-04  1.669937E-30  1.000335E-30  1.001018E-30  1.001633E-30  1.002027E-30  1.002835E-30  1.004306E-30  1.004544E-30
     56  8.482679080764E-04  1.723257E-30  1.000348E-30  1.001058E-30  1.001697E-30  1.002106E-30  1.002946E-30  1.004474E-30  1.004722E-30
     57  8.811699017317E-04  1.780466E-30  1.000362E-30  1.001099E-30  1.001762E-30  1.002188E-30  1.003060E-30  1.004648E-30  1.004906E-30
     58  9.153304977871E-04  1.842173E-30  1.000376E-30  1.001141E-30  1.001831E-30  1.002273E-30  1.003179E-30  1.004828E-30  1.005097E-30
     59  9.510634923056E-04  1.909242E-30  1.000391E-30  1.001186E-30  1.001902E-30  1.002361E-30  1.003303E-30  1.005017E-30  1.005297E-30
     60  9.888739022907E-04  1.983019E-30  1.000406E-30  1.001233E-30  1.001978E-30  1.002455E-30  1.003434E-30  1.005216E-30  1.005509E-30
     61  1.029744313280E-03  2.066020E-30  1.000423E-30  1.001284E-30  1.002060E-30  1.002557E-30  1.003576E-30  1.005432E-30  1.005738E-30
     62  1.076805333108E-03  2.165781E-30  1.000442E-30  1.001343E-30  1.002154E-30  1.002674E-30  1.003739E-30  1.005680E-30  1.006001E-30
     63  1.127478238084E-03  2.278242E-30  1.000463E-30  1.001406E-30  1.002255E-30  1.002799E-30  1.003915E-30  1.005947E-30  1.006285E-30
     64  1.179263354774E-03  2.398603E-30  1.000484E-30  1.001470E-30  1.002359E-30  1.002928E-30  1.004095E-30  1.006220E-30  1.006576E-30
     65  1.231720185468E-03  2.526130E-30  1.000506E-30  1.001536E-30  1.002464E-30  1.003058E-30  1.004278E-30  1.006497E-30  1.006870E-30
     66  1.284679788904E-03  2.660604E-30  1.000528E-30  1.001602E-30  1.002569E-30  1.003190E-30  1.004462E-30  1.006776E-30  1.007168E-30
     67  1.338068714676E-03  2.801992E-30  1.000549E-30  1.001668E-30  1.002676E-30  1.003322E-30  1.004647E-30  1.007058E-30  1.007468E-30
     68  1.391852718980E-03  2.950342E-30  1.000572E-30  1.001735E-30  1.002784E-30  1.003456E-30  1.004834E-30  1.007341E-30  1.007770E-30
     69  1.446014888479E-03  3.105736E-30  1.000594E-30  1.001803E-30  1.002892E-30  1.003590E-30  1.005022E-30  1.007627E-30  1.008075E-30
     70  1.500546342624E-03  3.268274E-30  1.000616E-30  1.001871E-30  1.003001E-30  1.003725E-30  1.005211E-30  1.007914E-30  1.008381E-30
     71  1.555442065896E-03  3.438066E-30  1.000639E-30  1.001939E-30  1.003111E-30  1.003862E-30  1.005402E-30  1.008204E-30  1.008690E-30
     72  1.610698967280E-03  3.615226E-30  1.000661E-30  1.002008E-30  1.003221E-30  1.003999E-30  1.005594E-30  1.008495E-30  1.009002E-30
     73  1.666314948699E-03  3.799871E-30  1.000684E-30  1.002078E-30  1.003333E-30  1.004137E-30  1.005787E-30  1.008789E-30  1.009315E-30
     74  1.722288445659E-03  3.992119E-30  1.000707E-30  1.002147E-30  1.003445E-30  1.004276E-30  1.005982E-30  1.009084E-30  1.009631E-30
     75  1.778618195039E-03  4.192091E-30  1.000730E-30  1.002218E-30  1.003557E-30  1.004416E-30  1.006177E-30  1.009381E-30  1.009949E-30
     76  1.835303663832E-03  4.399909E-30  1.000754E-30  1.002288E-30  1.003671E-30  1.004557E-30  1.006374E-30  1.009680E-30  1.010269E-30
     77  1.892344396716E-03  4.615696E-30  1.000777E-30  1.002359E-30  1.003785E-30  1.004698E-30  1.006572E-30  1.009980E-30  1.010591E-30
     78  1.949739812628E-03  4.839577E-30  1.000801E-30  1.002431E-30  1.003899E-30  1.004841E-30  1.006772E-30  1.010283E-30  1.010916E-30
     79  2.007489276907E-03  5.071676E-30  1.000824E-30  1.002503E-30  1.004015E-30  1.004984E-30  1.006973E-30  1.010587E-30  1.011242E-30
     80  2.065592139419E-03  5.312115E-30  1.000848E-30  1.002575E-30  1.004131E-30  1.005128E-30  1.007174E-30  1.010894E-30  1.011571E-30
     81  2.124047755162E-03  5.561021E-30  1.000872E-30  1.002648E-30  1.004248E-30  1.005273E-30  1.007378E-30  1.011202E-30  1.011902E-30
     82  2.182855495215E-03  5.818519E-30  1.000896E-30  1.002722E-30  1.004366E-30  1.005419E-30  1.007582E-30  1.011512E-30  1.012236E-30
     83  2.242014752368E-03  6.084734E-30  1.000921E-30  1.002795E-30  1.004484E-30  1.005566E-30  1.007787E-30  1.011824E-30  1.012571E-30
     84  2.301524943777E-03  6.359792E-30  1.000945E-30  1.002869E-30  1.004603E-30  1.005714E-30  1.007994E-30  1.012138E-30  1.012909E-30
     85  2.361385511936E-03  6.643821E-30  1.000970E-30  1.002944E-30  1.004723E-30  1.005862E-30  1.008202E-30  1.012453E-30  1.013248E-30
     86  2.421595924701E-03  6.936949E-30  1.000995E-30  1.003019E-30  1.004843E-30  1.006012E-30  1.008411E-30  1.012771E-30  1.013590E-30
     87  2.482155674804E-03  7.239302E-30  1.001019E-30  1.003095E-30  1.004964E-30  1.006162E-30  1.008622E-30  1.013090E-30  1.013935E-30
     88  2.543064279071E-03  7.551011E-30  1.001044E-30  1.003171E-30  1.005086E-30  1.006313E-30  1.008834E-30  1.013411E-30  1.014281E-30
     89  2.604321277494E-03  7.872204E-30  1.001070E-30  1.003247E-30  1.005208E-30  1.006466E-30  1.009046E-30  1.013734E-30  1.014630E-30
     90  2.665926232237E-03  8.203012E-30  1.001095E-30  1.003324E-30  1.005331E-30  1.006618E-30  1.009261E-30  1.014059E-30  1.014981E-30
     91  2.727878734382E-03  8.543564E-30  1.001120E-30  1.003401E-30  1.005455E-30  1.006772E-30  1.009476E-30  1.014385E-30  1.015334E-30
     92  2.790178404165E-03  8.893992E-30  1.001146E-30  1.003479E-30  1.005580E-30  1.006927E-30  1.009692E-30  1.014714E-30  1.015689E-30
     93  2.852824875480E-03  9.254429E-30  1.001172E-30  1.003557E-30  1.005705E-30  1.007082E-30  1.009910E-30  1.015044E-30  1.016046E-30
     94  2.915817796872E-03  9.625006E-30  1.001198E-30  1.003635E-30  1.005831E-30  1.007239E-30  1.010129E-30  1.015376E-30  1.016406E-30
     95  2.979156831833E-03  1.000586E-29  1.001224E-30  1.003714E-30  1.005958E-30  1.007396E-30  1.010349E-30  1.015710E-30  1.016768E-30
