 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tc117         tc118         tc119         tc120         tc121         tc122         tc123         tc124
     27  8.489118412102E-05  1.000000E-30  1.000331E-30  1.000000E-30  1.000146E-30  1.000000E-30  1.000195E-30  1.000000E-30  1.002354E-30
     28  9.570255892797E-05  1.000000E-30  1.000374E-30  1.000000E-30  1.000166E-30  1.000000E-30  1.000220E-30  1.000000E-30  1.002658E-30
     29  1.070853065563E-04  1.000000E-30  1.000419E-30  1.000000E-30  1.000187E-30  1.000000E-30  1.000247E-30  1.000000E-30  1.002978E-30
     30  1.190882425669E-04  1.000000E-30  1.000466E-30  1.000000E-30  1.000209E-30  1.000000E-30  1.000275E-30  1.000000E-30  1.003317E-30
     31  1.366291075688E-04  1.000000E-30  1.000536E-30  1.000000E-30  1.000241E-30  1.000000E-30  1.000316E-30  1.000000E-30  1.003815E-30
     32  1.695708820900E-04  1.000000E-30  1.000667E-30  1.000000E-30  1.000304E-30  1.000000E-30  1.000394E-30  1.000000E-30  1.004755E-30
     33  1.992873377730E-04  1.000000E-30  1.000787E-30  1.000000E-30  1.000362E-30  1.000000E-30  1.000465E-30  1.000000E-30  1.005611E-30
     34  2.264248739983E-04  1.000000E-30  1.000896E-30  1.000000E-30  1.000416E-30  1.000000E-30  1.000529E-30  1.000000E-30  1.006397E-30
     35  2.515933231106E-04  1.000000E-30  1.000999E-30  1.000000E-30  1.000468E-30  1.000000E-30  1.000590E-30  1.000000E-30  1.007131E-30
     36  2.753099894686E-04  1.000000E-30  1.001095E-30  1.000000E-30  1.000517E-30  1.000000E-30  1.000647E-30  1.000000E-30  1.007828E-30
     37  2.979926919870E-04  1.000000E-30  1.001188E-30  1.000000E-30  1.000565E-30  1.000000E-30  1.000703E-30  1.000000E-30  1.008497E-30
     38  3.199702121451E-04  1.000000E-30  1.001279E-30  1.000000E-30  1.000612E-30  1.000000E-30  1.000756E-30  1.000000E-30  1.009150E-30
     39  3.524429751724E-04  1.000000E-30  1.001413E-30  1.000000E-30  1.000683E-30  1.000000E-30  1.000836E-30  1.000000E-30  1.010120E-30
     40  3.836809895565E-04  1.000000E-30  1.001544E-30  1.000000E-30  1.000753E-30  1.000000E-30  1.000914E-30  1.000000E-30  1.011061E-30
     41  4.138876583201E-04  1.000000E-30  1.001670E-30  1.000000E-30  1.000823E-30  1.000000E-30  1.000990E-30  1.000000E-30  1.011977E-30
     42  4.432651277490E-04  1.000000E-30  1.001794E-30  1.000000E-30  1.000891E-30  1.000000E-30  1.001063E-30  1.000000E-30  1.012874E-30
     43  4.720041568584E-04  1.000000E-30  1.001916E-30  1.000000E-30  1.000960E-30  1.000000E-30  1.001136E-30  1.000000E-30  1.013758E-30
     44  5.002792532552E-04  1.000000E-30  1.002036E-30  1.000000E-30  1.001029E-30  1.000000E-30  1.001209E-30  1.000000E-30  1.014633E-30
     45  5.282472522620E-04  1.000000E-30  1.002156E-30  1.000000E-30  1.001098E-30  1.000000E-30  1.001280E-30  1.000000E-30  1.015504E-30
     46  5.560479783168E-04  1.000000E-30  1.002276E-30  1.000000E-30  1.001168E-30  1.000000E-30  1.001352E-30  1.000000E-30  1.016375E-30
     47  5.838060709037E-04  1.000000E-30  1.002396E-30  1.000000E-30  1.001239E-30  1.000000E-30  1.001425E-30  1.000000E-30  1.017251E-30
     48  6.116334118686E-04  1.000000E-30  1.002517E-30  1.000000E-30  1.001312E-30  1.000000E-30  1.001498E-30  1.000000E-30  1.018134E-30
     49  6.396318340541E-04  1.000000E-30  1.002639E-30  1.000000E-30  1.001386E-30  1.000000E-30  1.001571E-30  1.000000E-30  1.019028E-30
     50  6.678959636874E-04  1.000000E-30  1.002764E-30  1.000000E-30  1.001462E-30  1.000000E-30  1.001647E-30  1.000000E-30  1.019936E-30
     51  6.965161747902E-04  1.000000E-30  1.002890E-30  1.000000E-30  1.001540E-30  1.000000E-30  1.001723E-30  1.000000E-30  1.020861E-30
     52  7.255817382538E-04  1.000000E-30  1.003019E-30  1.000000E-30  1.001621E-30  1.000000E-30  1.001802E-30  1.000000E-30  1.021807E-30
     53  7.551843574001E-04  1.000000E-30  1.003152E-30  1.000000E-30  1.001705E-30  1.000000E-30  1.001882E-30  1.000000E-30  1.022775E-30
     54  7.854224313090E-04  1.000000E-30  1.003287E-30  1.000000E-30  1.001792E-30  1.000000E-30  1.001965E-30  1.000000E-30  1.023771E-30
     55  8.164066374138E-04  1.000000E-30  1.003427E-30  1.000000E-30  1.001882E-30  1.000000E-30  1.002050E-30  1.000000E-30  1.024798E-30
     56  8.482679080764E-04  1.000000E-30  1.003572E-30  1.000000E-30  1.001977E-30  1.000000E-30  1.002138E-30  1.000000E-30  1.025860E-30
     57  8.811699017317E-04  1.000000E-30  1.003722E-30  1.000000E-30  1.002077E-30  1.000000E-30  1.002230E-30  1.000000E-30  1.026965E-30
     58  9.153304977871E-04  1.000000E-30  1.003879E-30  1.000000E-30  1.002182E-30  1.000000E-30  1.002327E-30  1.000000E-30  1.028120E-30
     59  9.510634923056E-04  1.000000E-30  1.004044E-30  1.000000E-30  1.002293E-30  1.000000E-30  1.002428E-30  1.000000E-30  1.029336E-30
     60  9.888739022907E-04  1.000000E-30  1.004220E-30  1.000000E-30  1.002414E-30  1.000000E-30  1.002537E-30  1.000000E-30  1.030632E-30
     61  1.029744313280E-03  1.000000E-30  1.004411E-30  1.000000E-30  1.002547E-30  1.000000E-30  1.002655E-30  1.000000E-30  1.032044E-30
     62  1.076805333108E-03  1.000000E-30  1.004633E-30  1.000000E-30  1.002703E-30  1.000000E-30  1.002793E-30  1.000000E-30  1.033683E-30
     63  1.127478238084E-03  1.000000E-30  1.004874E-30  1.000000E-30  1.002874E-30  1.000000E-30  1.002943E-30  1.000000E-30  1.035465E-30
     64  1.179263354774E-03  1.000000E-30  1.005123E-30  1.000000E-30  1.003054E-30  1.000000E-30  1.003099E-30  1.000000E-30  1.037303E-30
     65  1.231720185468E-03  1.000000E-30  1.005377E-30  1.000000E-30  1.003240E-30  1.000000E-30  1.003258E-30  1.000000E-30  1.039183E-30
     66  1.284679788904E-03  1.000000E-30  1.005635E-30  1.000000E-30  1.003432E-30  1.000000E-30  1.003421E-30  1.000000E-30  1.041099E-30
     67  1.338068714676E-03  1.000000E-30  1.005898E-30  1.000000E-30  1.003631E-30  1.000000E-30  1.003588E-30  1.000000E-30  1.043049E-30
     68  1.391852718980E-03  1.000000E-30  1.006165E-30  1.000000E-30  1.003835E-30  1.000000E-30  1.003758E-30  1.000000E-30  1.045031E-30
     69  1.446014888479E-03  1.000000E-30  1.006437E-30  1.000000E-30  1.004045E-30  1.000000E-30  1.003931E-30  1.000000E-30  1.047047E-30
     70  1.500546342624E-03  1.000000E-30  1.006712E-30  1.000000E-30  1.004260E-30  1.000000E-30  1.004108E-30  1.000000E-30  1.049095E-30
     71  1.555442065896E-03  1.000000E-30  1.006992E-30  1.000000E-30  1.004482E-30  1.000000E-30  1.004288E-30  1.000000E-30  1.051175E-30
     72  1.610698967280E-03  1.000000E-30  1.007276E-30  1.000000E-30  1.004710E-30  1.000000E-30  1.004472E-30  1.000000E-30  1.053288E-30
     73  1.666314948699E-03  1.000000E-30  1.007565E-30  1.000000E-30  1.004944E-30  1.000000E-30  1.004660E-30  1.000000E-30  1.055434E-30
     74  1.722288445659E-03  1.000000E-30  1.007857E-30  1.000000E-30  1.005185E-30  1.000000E-30  1.004852E-30  1.000000E-30  1.057613E-30
     75  1.778618195039E-03  1.000000E-30  1.008155E-30  1.000000E-30  1.005431E-30  1.000000E-30  1.005047E-30  1.000000E-30  1.059825E-30
     76  1.835303663832E-03  1.000000E-30  1.008456E-30  1.000000E-30  1.005684E-30  1.000000E-30  1.005246E-30  1.000000E-30  1.062071E-30
     77  1.892344396716E-03  1.000000E-30  1.008762E-30  1.000000E-30  1.005944E-30  1.000000E-30  1.005449E-30  1.000000E-30  1.064350E-30
     78  1.949739812628E-03  1.000000E-30  1.009073E-30  1.000000E-30  1.006210E-30  1.000000E-30  1.005656E-30  1.000000E-30  1.066663E-30
     79  2.007489276907E-03  1.000000E-30  1.009388E-30  1.000000E-30  1.006482E-30  1.000000E-30  1.005868E-30  1.000000E-30  1.069010E-30
     80  2.065592139419E-03  1.000000E-30  1.009708E-30  1.000000E-30  1.006761E-30  1.000000E-30  1.006083E-30  1.000000E-30  1.071392E-30
     81  2.124047755162E-03  1.000000E-30  1.010032E-30  1.000000E-30  1.007047E-30  1.000000E-30  1.006303E-30  1.000000E-30  1.073808E-30
     82  2.182855495215E-03  1.000000E-30  1.010361E-30  1.000000E-30  1.007340E-30  1.000000E-30  1.006527E-30  1.000000E-30  1.076259E-30
     83  2.242014752368E-03  1.000000E-30  1.010695E-30  1.000000E-30  1.007640E-30  1.000000E-30  1.006756E-30  1.000000E-30  1.078744E-30
     84  2.301524943777E-03  1.000000E-30  1.011034E-30  1.000000E-30  1.007946E-30  1.000000E-30  1.006989E-30  1.000000E-30  1.081265E-30
     85  2.361385511936E-03  1.000000E-30  1.011377E-30  1.000000E-30  1.008260E-30  1.000001E-30  1.007227E-30  1.000000E-30  1.083821E-30
     86  2.421595924701E-03  1.000000E-30  1.011726E-30  1.000000E-30  1.008581E-30  1.000011E-30  1.007469E-30  1.000000E-30  1.086412E-30
     87  2.482155674804E-03  1.000000E-30  1.012079E-30  1.000000E-30  1.008909E-30  1.000029E-30  1.007716E-30  1.000000E-30  1.089039E-30
     88  2.543064279071E-03  1.000000E-30  1.012437E-30  1.000000E-30  1.009245E-30  1.000055E-30  1.007968E-30  1.000000E-30  1.091701E-30
     89  2.604321277494E-03  1.000000E-30  1.012801E-30  1.000000E-30  1.009588E-30  1.000090E-30  1.008226E-30  1.000000E-30  1.094400E-30
     90  2.665926232237E-03  1.000000E-30  1.013169E-30  1.000000E-30  1.009938E-30  1.000134E-30  1.008488E-30  1.000000E-30  1.097135E-30
     91  2.727878734382E-03  1.000000E-30  1.013543E-30  1.000000E-30  1.010296E-30  1.000187E-30  1.008755E-30  1.000000E-30  1.099906E-30
     92  2.790178404165E-03  1.000000E-30  1.013922E-30  1.000000E-30  1.010661E-30  1.000249E-30  1.009027E-30  1.000000E-30  1.102713E-30
     93  2.852824875480E-03  1.000000E-30  1.014306E-30  1.000000E-30  1.011034E-30  1.000321E-30  1.009305E-30  1.000000E-30  1.105558E-30
     94  2.915817796872E-03  1.000000E-30  1.014695E-30  1.000000E-30  1.011415E-30  1.000401E-30  1.009588E-30  1.000000E-30  1.108439E-30
     95  2.979156831833E-03  1.000000E-30  1.015090E-30  1.000000E-30  1.011804E-30  1.000492E-30  1.009877E-30  1.000000E-30  1.111357E-30
