 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cu78          cu79          cu80          cu81          cu82          cu83          cu84          cu85 
     27  8.489118412102E-05  1.000000E-30  1.000065E-30  1.000000E-30  1.000102E-30  1.000000E-30  1.006951E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000000E-30  1.000074E-30  1.000000E-30  1.000115E-30  1.000000E-30  1.007836E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000000E-30  1.000083E-30  1.000000E-30  1.000129E-30  1.000000E-30  1.008767E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000000E-30  1.000092E-30  1.000000E-30  1.000143E-30  1.000000E-30  1.009749E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000000E-30  1.000106E-30  1.000000E-30  1.000164E-30  1.000000E-30  1.011183E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000000E-30  1.000133E-30  1.000000E-30  1.000204E-30  1.000000E-30  1.013875E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000000E-30  1.000158E-30  1.000000E-30  1.000240E-30  1.000000E-30  1.016302E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000000E-30  1.000181E-30  1.000000E-30  1.000272E-30  1.000000E-30  1.018518E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000000E-30  1.000202E-30  1.000000E-30  1.000303E-30  1.000000E-30  1.020571E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000000E-30  1.000222E-30  1.000000E-30  1.000331E-30  1.000000E-30  1.022506E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000000E-30  1.000242E-30  1.000000E-30  1.000358E-30  1.000000E-30  1.024355E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000000E-30  1.000262E-30  1.000000E-30  1.000385E-30  1.000000E-30  1.026146E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000000E-30  1.000291E-30  1.000000E-30  1.000424E-30  1.000000E-30  1.028792E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000000E-30  1.000319E-30  1.000000E-30  1.000461E-30  1.000000E-30  1.031335E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000000E-30  1.000347E-30  1.000000E-30  1.000497E-30  1.000000E-30  1.033793E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000000E-30  1.000374E-30  1.000000E-30  1.000533E-30  1.000000E-30  1.036182E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000000E-30  1.000401E-30  1.000000E-30  1.000567E-30  1.000000E-30  1.038518E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000000E-30  1.000428E-30  1.000000E-30  1.000601E-30  1.000000E-30  1.040815E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000000E-30  1.000455E-30  1.000000E-30  1.000635E-30  1.000000E-30  1.043086E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000000E-30  1.000483E-30  1.000000E-30  1.000668E-30  1.000000E-30  1.045343E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000000E-30  1.000510E-30  1.000000E-30  1.000701E-30  1.000000E-30  1.047595E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000000E-30  1.000538E-30  1.000000E-30  1.000735E-30  1.000000E-30  1.049851E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000000E-30  1.000567E-30  1.000000E-30  1.000768E-30  1.000000E-30  1.052120E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000000E-30  1.000596E-30  1.000000E-30  1.000802E-30  1.000000E-30  1.054410E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000000E-30  1.000626E-30  1.000000E-30  1.000836E-30  1.000000E-30  1.056727E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000000E-30  1.000656E-30  1.000000E-30  1.000871E-30  1.000000E-30  1.059079E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000000E-30  1.000688E-30  1.000000E-30  1.000907E-30  1.000000E-30  1.061473E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000000E-30  1.000720E-30  1.000000E-30  1.000943E-30  1.000000E-30  1.063917E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000000E-30  1.000754E-30  1.000000E-30  1.000980E-30  1.000000E-30  1.066421E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000000E-30  1.000789E-30  1.000000E-30  1.001018E-30  1.000000E-30  1.068993E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000000E-30  1.000826E-30  1.000000E-30  1.001057E-30  1.000000E-30  1.071649E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000000E-30  1.000865E-30  1.000000E-30  1.001098E-30  1.000000E-30  1.074404E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000000E-30  1.000906E-30  1.000000E-30  1.001141E-30  1.000000E-30  1.077284E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000000E-30  1.000950E-30  1.000000E-30  1.001186E-30  1.000000E-30  1.080330E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000000E-30  1.000998E-30  1.000000E-30  1.001235E-30  1.000000E-30  1.083620E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000000E-30  1.001054E-30  1.000000E-30  1.001291E-30  1.000000E-30  1.087405E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000000E-30  1.001116E-30  1.000000E-30  1.001352E-30  1.000000E-30  1.091477E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000000E-30  1.001180E-30  1.000000E-30  1.001414E-30  1.000000E-30  1.095635E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000000E-30  1.001247E-30  1.000000E-30  1.001476E-30  1.000000E-30  1.099843E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000000E-30  1.001315E-30  1.000000E-30  1.001540E-30  1.000000E-30  1.104087E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000000E-30  1.001385E-30  1.000000E-30  1.001603E-30  1.000000E-30  1.108362E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000000E-30  1.001456E-30  1.000000E-30  1.001667E-30  1.000000E-30  1.112664E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000000E-30  1.001530E-30  1.000000E-30  1.001732E-30  1.000000E-30  1.116992E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000000E-30  1.001605E-30  1.000000E-30  1.001797E-30  1.000000E-30  1.121346E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000000E-30  1.001681E-30  1.000000E-30  1.001862E-30  1.000000E-30  1.125724E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000000E-30  1.001760E-30  1.000000E-30  1.001928E-30  1.000000E-30  1.130127E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000000E-30  1.001841E-30  1.000000E-30  1.001994E-30  1.000000E-30  1.134554E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000000E-30  1.001923E-30  1.000000E-30  1.002061E-30  1.000000E-30  1.139005E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.000000E-30  1.002007E-30  1.000000E-30  1.002128E-30  1.000000E-30  1.143480E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.000000E-30  1.002093E-30  1.000000E-30  1.002195E-30  1.000000E-30  1.147979E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.000000E-30  1.002181E-30  1.000000E-30  1.002263E-30  1.000000E-30  1.152502E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.000000E-30  1.002271E-30  1.000000E-30  1.002331E-30  1.000000E-30  1.157048E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.000000E-30  1.002363E-30  1.000000E-30  1.002400E-30  1.000000E-30  1.161617E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.000000E-30  1.002457E-30  1.000000E-30  1.002469E-30  1.000000E-30  1.166210E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.000000E-30  1.002552E-30  1.000000E-30  1.002538E-30  1.000000E-30  1.170826E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.000000E-30  1.002650E-30  1.000000E-30  1.002608E-30  1.000000E-30  1.175464E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.000000E-30  1.002750E-30  1.000000E-30  1.002678E-30  1.000000E-30  1.180126E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.000000E-30  1.002852E-30  1.000000E-30  1.002749E-30  1.000000E-30  1.184810E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.000000E-30  1.002956E-30  1.000000E-30  1.002820E-30  1.000000E-30  1.189517E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.000000E-30  1.003062E-30  1.000000E-30  1.002891E-30  1.000000E-30  1.194247E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.000000E-30  1.003171E-30  1.000000E-30  1.002963E-30  1.000000E-30  1.198998E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.000000E-30  1.003281E-30  1.000000E-30  1.003035E-30  1.000000E-30  1.203772E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.000000E-30  1.003394E-30  1.000000E-30  1.003107E-30  1.000000E-30  1.208568E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.000000E-30  1.003509E-30  1.000000E-30  1.003180E-30  1.000000E-30  1.213386E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.000000E-30  1.003626E-30  1.000000E-30  1.003253E-30  1.000000E-30  1.218226E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.000000E-30  1.003746E-30  1.000003E-30  1.003327E-30  1.000000E-30  1.223088E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.000000E-30  1.003868E-30  1.000007E-30  1.003401E-30  1.000000E-30  1.227972E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.000000E-30  1.003992E-30  1.000013E-30  1.003475E-30  1.000000E-30  1.232876E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.000000E-30  1.004118E-30  1.000021E-30  1.003550E-30  1.000000E-30  1.237803E-30  1.000000E-30  1.000000E-30
