 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ga59          ga60          ga61          ga62          ga63          ga64          ga65          ga66 
     27  8.489118412102E-05  1.002570E-30  1.001139E-30  1.001160E-30  1.000000E-30  1.000413E-30  1.000001E-30  1.000002E-30  1.000000E-30
     28  9.570255892797E-05  1.002897E-30  1.001284E-30  1.001308E-30  1.000000E-30  1.000465E-30  1.000001E-30  1.000002E-30  1.000000E-30
     29  1.070853065563E-04  1.003241E-30  1.001438E-30  1.001464E-30  1.000000E-30  1.000521E-30  1.000001E-30  1.000002E-30  1.000000E-30
     30  1.190882425669E-04  1.003604E-30  1.001600E-30  1.001628E-30  1.000000E-30  1.000579E-30  1.000001E-30  1.000003E-30  1.000000E-30
     31  1.366291075688E-04  1.004135E-30  1.001837E-30  1.001868E-30  1.000000E-30  1.000664E-30  1.000001E-30  1.000003E-30  1.000000E-30
     32  1.695708820900E-04  1.005130E-30  1.002284E-30  1.002319E-30  1.000000E-30  1.000824E-30  1.000001E-30  1.000004E-30  1.000000E-30
     33  1.992873377730E-04  1.006028E-30  1.002688E-30  1.002727E-30  1.000000E-30  1.000969E-30  1.000001E-30  1.000004E-30  1.000000E-30
     34  2.264248739983E-04  1.006847E-30  1.003058E-30  1.003100E-30  1.000000E-30  1.001101E-30  1.000001E-30  1.000005E-30  1.000000E-30
     35  2.515933231106E-04  1.007607E-30  1.003402E-30  1.003445E-30  1.000000E-30  1.001223E-30  1.000002E-30  1.000005E-30  1.000000E-30
     36  2.753099894686E-04  1.008322E-30  1.003726E-30  1.003771E-30  1.000000E-30  1.001338E-30  1.000002E-30  1.000006E-30  1.000000E-30
     37  2.979926919870E-04  1.009006E-30  1.004038E-30  1.004083E-30  1.000000E-30  1.001449E-30  1.000002E-30  1.000006E-30  1.000000E-30
     38  3.199702121451E-04  1.009668E-30  1.004340E-30  1.004386E-30  1.000000E-30  1.001556E-30  1.000002E-30  1.000007E-30  1.000000E-30
     39  3.524429751724E-04  1.010647E-30  1.004787E-30  1.004833E-30  1.000000E-30  1.001714E-30  1.000002E-30  1.000008E-30  1.000000E-30
     40  3.836809895565E-04  1.011587E-30  1.005219E-30  1.005263E-30  1.000000E-30  1.001866E-30  1.000002E-30  1.000008E-30  1.000000E-30
     41  4.138876583201E-04  1.012496E-30  1.005638E-30  1.005680E-30  1.000000E-30  1.002013E-30  1.000003E-30  1.000009E-30  1.000000E-30
     42  4.432651277490E-04  1.013380E-30  1.006046E-30  1.006086E-30  1.000000E-30  1.002156E-30  1.000003E-30  1.000010E-30  1.000000E-30
     43  4.720041568584E-04  1.014244E-30  1.006447E-30  1.006483E-30  1.000000E-30  1.002295E-30  1.000003E-30  1.000010E-30  1.000000E-30
     44  5.002792532552E-04  1.015094E-30  1.006842E-30  1.006874E-30  1.000000E-30  1.002433E-30  1.000003E-30  1.000011E-30  1.000000E-30
     45  5.282472522620E-04  1.015934E-30  1.007234E-30  1.007261E-30  1.000000E-30  1.002569E-30  1.000003E-30  1.000011E-30  1.000000E-30
     46  5.560479783168E-04  1.016769E-30  1.007624E-30  1.007646E-30  1.000000E-30  1.002704E-30  1.000004E-30  1.000012E-30  1.000000E-30
     47  5.838060709037E-04  1.017602E-30  1.008015E-30  1.008030E-30  1.000000E-30  1.002839E-30  1.000004E-30  1.000013E-30  1.000000E-30
     48  6.116334118686E-04  1.018437E-30  1.008407E-30  1.008416E-30  1.000000E-30  1.002975E-30  1.000004E-30  1.000013E-30  1.000000E-30
     49  6.396318340541E-04  1.019276E-30  1.008803E-30  1.008805E-30  1.000000E-30  1.003111E-30  1.000004E-30  1.000014E-30  1.000000E-30
     50  6.678959636874E-04  1.020123E-30  1.009204E-30  1.009197E-30  1.000000E-30  1.003249E-30  1.000004E-30  1.000015E-30  1.000000E-30
     51  6.965161747902E-04  1.020981E-30  1.009611E-30  1.009595E-30  1.000000E-30  1.003388E-30  1.000005E-30  1.000015E-30  1.000000E-30
     52  7.255817382538E-04  1.021851E-30  1.010025E-30  1.009999E-30  1.000000E-30  1.003530E-30  1.000005E-30  1.000016E-30  1.000000E-30
     53  7.551843574001E-04  1.022737E-30  1.010448E-30  1.010411E-30  1.000000E-30  1.003674E-30  1.000005E-30  1.000016E-30  1.000000E-30
     54  7.854224313090E-04  1.023641E-30  1.010881E-30  1.010832E-30  1.000000E-30  1.003821E-30  1.000005E-30  1.000017E-30  1.000000E-30
     55  8.164066374138E-04  1.024568E-30  1.011326E-30  1.011264E-30  1.000000E-30  1.003972E-30  1.000005E-30  1.000018E-30  1.000000E-30
     56  8.482679080764E-04  1.025520E-30  1.011785E-30  1.011709E-30  1.000000E-30  1.004127E-30  1.000006E-30  1.000018E-30  1.000000E-30
     57  8.811699017317E-04  1.026502E-30  1.012260E-30  1.012168E-30  1.000000E-30  1.004288E-30  1.000006E-30  1.000019E-30  1.000000E-30
     58  9.153304977871E-04  1.027522E-30  1.012755E-30  1.012646E-30  1.000000E-30  1.004454E-30  1.000006E-30  1.000020E-30  1.000000E-30
     59  9.510634923056E-04  1.028588E-30  1.013274E-30  1.013146E-30  1.000000E-30  1.004628E-30  1.000006E-30  1.000021E-30  1.000000E-30
     60  9.888739022907E-04  1.029715E-30  1.013824E-30  1.013675E-30  1.000000E-30  1.004812E-30  1.000006E-30  1.000021E-30  1.000000E-30
     61  1.029744313280E-03  1.030933E-30  1.014422E-30  1.014248E-30  1.000000E-30  1.005011E-30  1.000007E-30  1.000022E-30  1.000000E-30
     62  1.076805333108E-03  1.032334E-30  1.015112E-30  1.014908E-30  1.000000E-30  1.005241E-30  1.000007E-30  1.000023E-30  1.000000E-30
     63  1.127478238084E-03  1.033841E-30  1.015858E-30  1.015620E-30  1.000000E-30  1.005488E-30  1.000007E-30  1.000025E-30  1.000000E-30
     64  1.179263354774E-03  1.035381E-30  1.016624E-30  1.016349E-30  1.000000E-30  1.005740E-30  1.000008E-30  1.000026E-30  1.000000E-30
     65  1.231720185468E-03  1.036938E-30  1.017404E-30  1.017088E-30  1.000000E-30  1.005996E-30  1.000008E-30  1.000027E-30  1.000000E-30
     66  1.284679788904E-03  1.038510E-30  1.018194E-30  1.017835E-30  1.000000E-30  1.006254E-30  1.000008E-30  1.000028E-30  1.000000E-30
     67  1.338068714676E-03  1.040092E-30  1.018994E-30  1.018589E-30  1.000000E-30  1.006515E-30  1.000009E-30  1.000029E-30  1.000000E-30
     68  1.391852718980E-03  1.041685E-30  1.019803E-30  1.019350E-30  1.000000E-30  1.006777E-30  1.000009E-30  1.000030E-30  1.000000E-30
     69  1.446014888479E-03  1.043288E-30  1.020622E-30  1.020117E-30  1.000000E-30  1.007042E-30  1.000009E-30  1.000031E-30  1.000000E-30
     70  1.500546342624E-03  1.044900E-30  1.021449E-30  1.020890E-30  1.000000E-30  1.007308E-30  1.000010E-30  1.000033E-30  1.000000E-30
     71  1.555442065896E-03  1.046522E-30  1.022286E-30  1.021670E-30  1.000000E-30  1.007576E-30  1.000010E-30  1.000034E-30  1.000000E-30
     72  1.610698967280E-03  1.048153E-30  1.023132E-30  1.022456E-30  1.000000E-30  1.007845E-30  1.000011E-30  1.000035E-30  1.000000E-30
     73  1.666314948699E-03  1.049792E-30  1.023987E-30  1.023248E-30  1.000000E-30  1.008117E-30  1.000011E-30  1.000036E-30  1.000000E-30
     74  1.722288445659E-03  1.051441E-30  1.024852E-30  1.024046E-30  1.000000E-30  1.008390E-30  1.000011E-30  1.000038E-30  1.000000E-30
     75  1.778618195039E-03  1.053099E-30  1.025725E-30  1.024851E-30  1.000000E-30  1.008665E-30  1.000012E-30  1.000039E-30  1.000000E-30
     76  1.835303663832E-03  1.054766E-30  1.026608E-30  1.025662E-30  1.000000E-30  1.008942E-30  1.000012E-30  1.000040E-30  1.000000E-30
     77  1.892344396716E-03  1.056441E-30  1.027501E-30  1.026479E-30  1.000000E-30  1.009221E-30  1.000012E-30  1.000041E-30  1.000000E-30
     78  1.949739812628E-03  1.058125E-30  1.028403E-30  1.027302E-30  1.000000E-30  1.009501E-30  1.000013E-30  1.000042E-30  1.000000E-30
     79  2.007489276907E-03  1.059818E-30  1.029314E-30  1.028131E-30  1.000000E-30  1.009784E-30  1.000013E-30  1.000044E-30  1.000000E-30
     80  2.065592139419E-03  1.061520E-30  1.030235E-30  1.028967E-30  1.000000E-30  1.010068E-30  1.000014E-30  1.000045E-30  1.000000E-30
     81  2.124047755162E-03  1.063231E-30  1.031165E-30  1.029809E-30  1.000000E-30  1.010353E-30  1.000014E-30  1.000046E-30  1.000000E-30
     82  2.182855495215E-03  1.064950E-30  1.032105E-30  1.030657E-30  1.000000E-30  1.010641E-30  1.000014E-30  1.000048E-30  1.000000E-30
     83  2.242014752368E-03  1.066678E-30  1.033055E-30  1.031512E-30  1.000000E-30  1.010930E-30  1.000015E-30  1.000049E-30  1.000000E-30
     84  2.301524943777E-03  1.068414E-30  1.034014E-30  1.032373E-30  1.000000E-30  1.011222E-30  1.000015E-30  1.000050E-30  1.000000E-30
     85  2.361385511936E-03  1.070159E-30  1.034984E-30  1.033240E-30  1.000000E-30  1.011514E-30  1.000016E-30  1.000052E-30  1.000000E-30
     86  2.421595924701E-03  1.071912E-30  1.035963E-30  1.034113E-30  1.000000E-30  1.011809E-30  1.000016E-30  1.000053E-30  1.000000E-30
     87  2.482155674804E-03  1.073674E-30  1.036952E-30  1.034993E-30  1.000000E-30  1.012106E-30  1.000016E-30  1.000054E-30  1.000000E-30
     88  2.543064279071E-03  1.075443E-30  1.037951E-30  1.035880E-30  1.000000E-30  1.012404E-30  1.000017E-30  1.000056E-30  1.000000E-30
     89  2.604321277494E-03  1.077222E-30  1.038961E-30  1.036772E-30  1.000000E-30  1.012704E-30  1.000017E-30  1.000057E-30  1.000000E-30
     90  2.665926232237E-03  1.079008E-30  1.039980E-30  1.037671E-30  1.000000E-30  1.013005E-30  1.000018E-30  1.000058E-30  1.000000E-30
     91  2.727878734382E-03  1.080803E-30  1.041009E-30  1.038577E-30  1.000000E-30  1.013309E-30  1.000018E-30  1.000060E-30  1.000000E-30
     92  2.790178404165E-03  1.082606E-30  1.042049E-30  1.039488E-30  1.000000E-30  1.013614E-30  1.000018E-30  1.000061E-30  1.000000E-30
     93  2.852824875480E-03  1.084417E-30  1.043099E-30  1.040407E-30  1.000000E-30  1.013921E-30  1.000019E-30  1.000062E-30  1.000000E-30
     94  2.915817796872E-03  1.086237E-30  1.044159E-30  1.041331E-30  1.000000E-30  1.014230E-30  1.000019E-30  1.000064E-30  1.000000E-30
     95  2.979156831833E-03  1.088064E-30  1.045230E-30  1.042262E-30  1.000000E-30  1.014540E-30  1.000020E-30  1.000065E-30  1.000000E-30
