 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                kr89          kr90          kr91          kr92          kr93          kr94          kr95          kr96 
     27  8.489118412102E-05  1.000013E-30  1.000029E-30  1.000102E-30  1.016966E-30  1.000531E-30  1.000563E-30  1.000174E-30  1.000508E-30
     28  9.570255892797E-05  1.000015E-30  1.000033E-30  1.000115E-30  1.021542E-30  1.000599E-30  1.000635E-30  1.000196E-30  1.000572E-30
     29  1.070853065563E-04  1.000016E-30  1.000037E-30  1.000129E-30  1.026949E-30  1.000670E-30  1.000710E-30  1.000219E-30  1.000640E-30
     30  1.190882425669E-04  1.000018E-30  1.000041E-30  1.000143E-30  1.033309E-30  1.000745E-30  1.000790E-30  1.000244E-30  1.000712E-30
     31  1.366291075688E-04  1.000021E-30  1.000047E-30  1.000164E-30  1.043812E-30  1.000855E-30  1.000906E-30  1.000280E-30  1.000817E-30
     32  1.695708820900E-04  1.000026E-30  1.000058E-30  1.000204E-30  1.067418E-30  1.001061E-30  1.001125E-30  1.000347E-30  1.001014E-30
     33  1.992873377730E-04  1.000031E-30  1.000068E-30  1.000239E-30  1.093059E-30  1.001247E-30  1.001322E-30  1.000409E-30  1.001192E-30
     34  2.264248739983E-04  1.000035E-30  1.000077E-30  1.000272E-30  1.120074E-30  1.001417E-30  1.001502E-30  1.000465E-30  1.001355E-30
     35  2.515933231106E-04  1.000039E-30  1.000086E-30  1.000302E-30  1.148201E-30  1.001574E-30  1.001669E-30  1.000516E-30  1.001505E-30
     36  2.753099894686E-04  1.000042E-30  1.000094E-30  1.000331E-30  1.177411E-30  1.001722E-30  1.001826E-30  1.000565E-30  1.001647E-30
     37  2.979926919870E-04  1.000046E-30  1.000102E-30  1.000358E-30  1.207802E-30  1.001864E-30  1.001977E-30  1.000612E-30  1.001783E-30
     38  3.199702121451E-04  1.000049E-30  1.000109E-30  1.000384E-30  1.239538E-30  1.002002E-30  1.002123E-30  1.000658E-30  1.001915E-30
     39  3.524429751724E-04  1.000054E-30  1.000120E-30  1.000423E-30  1.290557E-30  1.002205E-30  1.002338E-30  1.000725E-30  1.002110E-30
     40  3.836809895565E-04  1.000059E-30  1.000131E-30  1.000461E-30  1.344278E-30  1.002400E-30  1.002545E-30  1.000790E-30  1.002297E-30
     41  4.138876583201E-04  1.000064E-30  1.000141E-30  1.000497E-30  1.400554E-30  1.002589E-30  1.002746E-30  1.000853E-30  1.002478E-30
     42  4.432651277490E-04  1.000068E-30  1.000152E-30  1.000532E-30  1.459369E-30  1.002773E-30  1.002941E-30  1.000914E-30  1.002654E-30
     43  4.720041568584E-04  1.000073E-30  1.000161E-30  1.000567E-30  1.520800E-30  1.002953E-30  1.003132E-30  1.000974E-30  1.002826E-30
     44  5.002792532552E-04  1.000077E-30  1.000171E-30  1.000601E-30  1.584998E-30  1.003130E-30  1.003319E-30  1.001033E-30  1.002996E-30
     45  5.282472522620E-04  1.000081E-30  1.000181E-30  1.000634E-30  1.652168E-30  1.003305E-30  1.003505E-30  1.001092E-30  1.003164E-30
     46  5.560479783168E-04  1.000086E-30  1.000190E-30  1.000668E-30  1.722550E-30  1.003479E-30  1.003689E-30  1.001150E-30  1.003331E-30
     47  5.838060709037E-04  1.000090E-30  1.000200E-30  1.000701E-30  1.796420E-30  1.003652E-30  1.003874E-30  1.001208E-30  1.003497E-30
     48  6.116334118686E-04  1.000094E-30  1.000209E-30  1.000734E-30  1.874081E-30  1.003826E-30  1.004058E-30  1.001267E-30  1.003664E-30
     49  6.396318340541E-04  1.000098E-30  1.000219E-30  1.000768E-30  1.955862E-30  1.004001E-30  1.004244E-30  1.001326E-30  1.003833E-30
     50  6.678959636874E-04  1.000103E-30  1.000228E-30  1.000802E-30  2.042127E-30  1.004178E-30  1.004432E-30  1.001385E-30  1.004002E-30
     51  6.965161747902E-04  1.000107E-30  1.000238E-30  1.000836E-30  2.133272E-30  1.004357E-30  1.004622E-30  1.001446E-30  1.004174E-30
     52  7.255817382538E-04  1.000112E-30  1.000248E-30  1.000871E-30  2.229744E-30  1.004539E-30  1.004815E-30  1.001507E-30  1.004349E-30
     53  7.551843574001E-04  1.000116E-30  1.000258E-30  1.000907E-30  2.332046E-30  1.004724E-30  1.005011E-30  1.001570E-30  1.004527E-30
     54  7.854224313090E-04  1.000121E-30  1.000269E-30  1.000943E-30  2.440761E-30  1.004913E-30  1.005212E-30  1.001634E-30  1.004709E-30
     55  8.164066374138E-04  1.000126E-30  1.000279E-30  1.000980E-30  2.556578E-30  1.005107E-30  1.005418E-30  1.001700E-30  1.004895E-30
     56  8.482679080764E-04  1.000131E-30  1.000290E-30  1.001019E-30  2.680339E-30  1.005306E-30  1.005629E-30  1.001767E-30  1.005087E-30
     57  8.811699017317E-04  1.000136E-30  1.000302E-30  1.001058E-30  2.813108E-30  1.005512E-30  1.005848E-30  1.001837E-30  1.005285E-30
     58  9.153304977871E-04  1.000141E-30  1.000313E-30  1.001099E-30  2.956292E-30  1.005726E-30  1.006075E-30  1.001910E-30  1.005490E-30
     59  9.510634923056E-04  1.000146E-30  1.000325E-30  1.001142E-30  3.111885E-30  1.005949E-30  1.006312E-30  1.001987E-30  1.005705E-30
     60  9.888739022907E-04  1.000152E-30  1.000338E-30  1.001188E-30  3.283002E-30  1.006186E-30  1.006563E-30  1.002068E-30  1.005933E-30
     61  1.029744313280E-03  1.000159E-30  1.000352E-30  1.001237E-30  3.475458E-30  1.006442E-30  1.006834E-30  1.002155E-30  1.006179E-30
     62  1.076805333108E-03  1.000166E-30  1.000369E-30  1.001293E-30  3.706703E-30  1.006736E-30  1.007147E-30  1.002256E-30  1.006463E-30
     63  1.127478238084E-03  1.000174E-30  1.000386E-30  1.001354E-30  3.967233E-30  1.007053E-30  1.007484E-30  1.002365E-30  1.006768E-30
     64  1.179263354774E-03  1.000182E-30  1.000404E-30  1.001417E-30  4.245843E-30  1.007377E-30  1.007828E-30  1.002477E-30  1.007080E-30
     65  1.231720185468E-03  1.000190E-30  1.000422E-30  1.001480E-30  4.540805E-30  1.007705E-30  1.008176E-30  1.002591E-30  1.007397E-30
     66  1.284679788904E-03  1.000198E-30  1.000440E-30  1.001543E-30  4.851598E-30  1.008036E-30  1.008528E-30  1.002706E-30  1.007716E-30
     67  1.338068714676E-03  1.000206E-30  1.000458E-30  1.001608E-30  5.178135E-30  1.008370E-30  1.008883E-30  1.002822E-30  1.008039E-30
     68  1.391852718980E-03  1.000214E-30  1.000477E-30  1.001672E-30  5.520512E-30  1.008706E-30  1.009240E-30  1.002939E-30  1.008364E-30
     69  1.446014888479E-03  1.000223E-30  1.000495E-30  1.001737E-30  5.878911E-30  1.009045E-30  1.009600E-30  1.003058E-30  1.008691E-30
     70  1.500546342624E-03  1.000231E-30  1.000514E-30  1.001803E-30  6.253555E-30  1.009386E-30  1.009963E-30  1.003177E-30  1.009021E-30
     71  1.555442065896E-03  1.000240E-30  1.000533E-30  1.001869E-30  6.644685E-30  1.009729E-30  1.010328E-30  1.003298E-30  1.009353E-30
     72  1.610698967280E-03  1.000248E-30  1.000552E-30  1.001935E-30  7.052558E-30  1.010075E-30  1.010695E-30  1.003420E-30  1.009687E-30
     73  1.666314948699E-03  1.000257E-30  1.000571E-30  1.002002E-30  7.477433E-30  1.010423E-30  1.011065E-30  1.003542E-30  1.010024E-30
     74  1.722288445659E-03  1.000265E-30  1.000591E-30  1.002070E-30  7.919575E-30  1.010773E-30  1.011437E-30  1.003666E-30  1.010363E-30
     75  1.778618195039E-03  1.000274E-30  1.000610E-30  1.002137E-30  8.379252E-30  1.011125E-30  1.011812E-30  1.003792E-30  1.010704E-30
     76  1.835303663832E-03  1.000283E-30  1.000629E-30  1.002206E-30  8.856736E-30  1.011479E-30  1.012189E-30  1.003918E-30  1.011048E-30
     77  1.892344396716E-03  1.000292E-30  1.000649E-30  1.002274E-30  9.352305E-30  1.011836E-30  1.012568E-30  1.004045E-30  1.011394E-30
     78  1.949739812628E-03  1.000300E-30  1.000669E-30  1.002343E-30  9.866233E-30  1.012195E-30  1.012950E-30  1.004174E-30  1.011742E-30
     79  2.007489276907E-03  1.000309E-30  1.000689E-30  1.002413E-30  1.039880E-29  1.012556E-30  1.013334E-30  1.004303E-30  1.012093E-30
     80  2.065592139419E-03  1.000318E-30  1.000709E-30  1.002483E-30  1.095027E-29  1.012920E-30  1.013721E-30  1.004434E-30  1.012446E-30
     81  2.124047755162E-03  1.000327E-30  1.000729E-30  1.002553E-30  1.152094E-29  1.013285E-30  1.014110E-30  1.004566E-30  1.012801E-30
     82  2.182855495215E-03  1.000336E-30  1.000749E-30  1.002624E-30  1.211108E-29  1.013653E-30  1.014501E-30  1.004699E-30  1.013159E-30
     83  2.242014752368E-03  1.000346E-30  1.000770E-30  1.002695E-30  1.272097E-29  1.014023E-30  1.014895E-30  1.004833E-30  1.013519E-30
     84  2.301524943777E-03  1.000355E-30  1.000790E-30  1.002767E-30  1.335089E-29  1.014395E-30  1.015291E-30  1.004969E-30  1.013881E-30
     85  2.361385511936E-03  1.000364E-30  1.000811E-30  1.002839E-30  1.400113E-29  1.014769E-30  1.015690E-30  1.005105E-30  1.014245E-30
     86  2.421595924701E-03  1.000373E-30  1.000832E-30  1.002911E-30  1.467196E-29  1.015146E-30  1.016091E-30  1.005243E-30  1.014612E-30
     87  2.482155674804E-03  1.000383E-30  1.000853E-30  1.002984E-30  1.536368E-29  1.015524E-30  1.016494E-30  1.005382E-30  1.014981E-30
     88  2.543064279071E-03  1.000392E-30  1.000874E-30  1.003058E-30  1.607657E-29  1.015905E-30  1.016900E-30  1.005522E-30  1.015353E-30
     89  2.604321277494E-03  1.000402E-30  1.000895E-30  1.003131E-30  1.681093E-29  1.016288E-30  1.017308E-30  1.005664E-30  1.015727E-30
     90  2.665926232237E-03  1.000411E-30  1.000916E-30  1.003206E-30  1.756703E-29  1.016673E-30  1.017718E-30  1.005806E-30  1.016103E-30
     91  2.727878734382E-03  1.000421E-30  1.000938E-30  1.003280E-30  1.834517E-29  1.017061E-30  1.018131E-30  1.005950E-30  1.016482E-30
     92  2.790178404165E-03  1.000430E-30  1.000959E-30  1.003355E-30  1.914565E-29  1.017450E-30  1.018546E-30  1.006095E-30  1.016863E-30
     93  2.852824875480E-03  1.000440E-30  1.000981E-30  1.003431E-30  1.996875E-29  1.017842E-30  1.018964E-30  1.006241E-30  1.017246E-30
     94  2.915817796872E-03  1.000450E-30  1.001003E-30  1.003507E-30  2.081478E-29  1.018236E-30  1.019384E-30  1.006388E-30  1.017631E-30
     95  2.979156831833E-03  1.000459E-30  1.001025E-30  1.003583E-30  2.168402E-29  1.018632E-30  1.019806E-30  1.006537E-30  1.018019E-30
