 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                w189          w190          w191          w192          w193          w194          w195          w196 
     27  8.489118412102E-05  1.000000E-30  1.000039E-30  1.000030E-30  1.000100E-30  1.000037E-30  1.000053E-30  1.000053E-30  1.000092E-30
     28  9.570255892797E-05  1.000000E-30  1.000044E-30  1.000034E-30  1.000112E-30  1.000042E-30  1.000060E-30  1.000060E-30  1.000104E-30
     29  1.070853065563E-04  1.000000E-30  1.000049E-30  1.000038E-30  1.000126E-30  1.000047E-30  1.000067E-30  1.000067E-30  1.000117E-30
     30  1.190882425669E-04  1.000000E-30  1.000055E-30  1.000042E-30  1.000140E-30  1.000053E-30  1.000074E-30  1.000074E-30  1.000130E-30
     31  1.366291075688E-04  1.000000E-30  1.000063E-30  1.000049E-30  1.000160E-30  1.000060E-30  1.000085E-30  1.000085E-30  1.000149E-30
     32  1.695708820900E-04  1.000000E-30  1.000078E-30  1.000060E-30  1.000199E-30  1.000075E-30  1.000106E-30  1.000106E-30  1.000184E-30
     33  1.992873377730E-04  1.000000E-30  1.000092E-30  1.000071E-30  1.000234E-30  1.000088E-30  1.000124E-30  1.000124E-30  1.000217E-30
     34  2.264248739983E-04  1.000000E-30  1.000104E-30  1.000080E-30  1.000266E-30  1.000100E-30  1.000141E-30  1.000141E-30  1.000246E-30
     35  2.515933231106E-04  1.000000E-30  1.000116E-30  1.000089E-30  1.000295E-30  1.000111E-30  1.000157E-30  1.000157E-30  1.000274E-30
     36  2.753099894686E-04  1.000000E-30  1.000126E-30  1.000098E-30  1.000323E-30  1.000122E-30  1.000172E-30  1.000172E-30  1.000300E-30
     37  2.979926919870E-04  1.000000E-30  1.000137E-30  1.000106E-30  1.000350E-30  1.000132E-30  1.000186E-30  1.000186E-30  1.000324E-30
     38  3.199702121451E-04  1.000000E-30  1.000147E-30  1.000114E-30  1.000375E-30  1.000141E-30  1.000200E-30  1.000200E-30  1.000348E-30
     39  3.524429751724E-04  1.000000E-30  1.000162E-30  1.000125E-30  1.000414E-30  1.000156E-30  1.000220E-30  1.000220E-30  1.000383E-30
     40  3.836809895565E-04  1.000000E-30  1.000176E-30  1.000136E-30  1.000450E-30  1.000169E-30  1.000240E-30  1.000240E-30  1.000417E-30
     41  4.138876583201E-04  1.000000E-30  1.000190E-30  1.000147E-30  1.000486E-30  1.000183E-30  1.000259E-30  1.000258E-30  1.000450E-30
     42  4.432651277490E-04  1.000000E-30  1.000204E-30  1.000157E-30  1.000520E-30  1.000196E-30  1.000277E-30  1.000277E-30  1.000482E-30
     43  4.720041568584E-04  1.000000E-30  1.000217E-30  1.000168E-30  1.000554E-30  1.000208E-30  1.000295E-30  1.000295E-30  1.000514E-30
     44  5.002792532552E-04  1.000000E-30  1.000230E-30  1.000178E-30  1.000587E-30  1.000221E-30  1.000313E-30  1.000312E-30  1.000544E-30
     45  5.282472522620E-04  1.000000E-30  1.000243E-30  1.000188E-30  1.000620E-30  1.000233E-30  1.000330E-30  1.000330E-30  1.000575E-30
     46  5.560479783168E-04  1.000000E-30  1.000255E-30  1.000197E-30  1.000652E-30  1.000246E-30  1.000347E-30  1.000347E-30  1.000605E-30
     47  5.838060709037E-04  1.000000E-30  1.000268E-30  1.000207E-30  1.000685E-30  1.000258E-30  1.000365E-30  1.000365E-30  1.000635E-30
     48  6.116334118686E-04  1.000000E-30  1.000281E-30  1.000217E-30  1.000718E-30  1.000270E-30  1.000382E-30  1.000382E-30  1.000665E-30
     49  6.396318340541E-04  1.000000E-30  1.000294E-30  1.000227E-30  1.000750E-30  1.000283E-30  1.000400E-30  1.000399E-30  1.000696E-30
     50  6.678959636874E-04  1.000000E-30  1.000307E-30  1.000237E-30  1.000784E-30  1.000295E-30  1.000417E-30  1.000417E-30  1.000727E-30
     51  6.965161747902E-04  1.000000E-30  1.000320E-30  1.000247E-30  1.000817E-30  1.000308E-30  1.000435E-30  1.000435E-30  1.000758E-30
     52  7.255817382538E-04  1.000000E-30  1.000333E-30  1.000258E-30  1.000851E-30  1.000321E-30  1.000453E-30  1.000453E-30  1.000789E-30
     53  7.551843574001E-04  1.000000E-30  1.000347E-30  1.000268E-30  1.000886E-30  1.000334E-30  1.000472E-30  1.000472E-30  1.000822E-30
     54  7.854224313090E-04  1.000001E-30  1.000361E-30  1.000279E-30  1.000922E-30  1.000347E-30  1.000491E-30  1.000490E-30  1.000855E-30
     55  8.164066374138E-04  1.000001E-30  1.000375E-30  1.000290E-30  1.000958E-30  1.000361E-30  1.000510E-30  1.000510E-30  1.000888E-30
     56  8.482679080764E-04  1.000001E-30  1.000390E-30  1.000301E-30  1.000995E-30  1.000375E-30  1.000530E-30  1.000530E-30  1.000923E-30
     57  8.811699017317E-04  1.000001E-30  1.000405E-30  1.000313E-30  1.001034E-30  1.000389E-30  1.000550E-30  1.000550E-30  1.000959E-30
     58  9.153304977871E-04  1.000001E-30  1.000420E-30  1.000325E-30  1.001074E-30  1.000404E-30  1.000572E-30  1.000571E-30  1.000996E-30
     59  9.510634923056E-04  1.000001E-30  1.000437E-30  1.000338E-30  1.001116E-30  1.000420E-30  1.000594E-30  1.000594E-30  1.001035E-30
     60  9.888739022907E-04  1.000001E-30  1.000454E-30  1.000351E-30  1.001160E-30  1.000437E-30  1.000618E-30  1.000617E-30  1.001076E-30
     61  1.029744313280E-03  1.000001E-30  1.000473E-30  1.000366E-30  1.001208E-30  1.000455E-30  1.000643E-30  1.000643E-30  1.001120E-30
     62  1.076805333108E-03  1.000001E-30  1.000495E-30  1.000382E-30  1.001263E-30  1.000476E-30  1.000673E-30  1.000672E-30  1.001172E-30
     63  1.127478238084E-03  1.000001E-30  1.000518E-30  1.000400E-30  1.001323E-30  1.000498E-30  1.000704E-30  1.000704E-30  1.001227E-30
     64  1.179263354774E-03  1.000001E-30  1.000542E-30  1.000419E-30  1.001384E-30  1.000521E-30  1.000737E-30  1.000736E-30  1.001283E-30
     65  1.231720185468E-03  1.000001E-30  1.000566E-30  1.000437E-30  1.001445E-30  1.000544E-30  1.000769E-30  1.000769E-30  1.001340E-30
     66  1.284679788904E-03  1.000001E-30  1.000590E-30  1.000456E-30  1.001507E-30  1.000567E-30  1.000803E-30  1.000802E-30  1.001398E-30
     67  1.338068714676E-03  1.000001E-30  1.000615E-30  1.000475E-30  1.001570E-30  1.000591E-30  1.000836E-30  1.000835E-30  1.001456E-30
     68  1.391852718980E-03  1.000001E-30  1.000639E-30  1.000494E-30  1.001633E-30  1.000615E-30  1.000869E-30  1.000869E-30  1.001514E-30
     69  1.446014888479E-03  1.000001E-30  1.000664E-30  1.000513E-30  1.001697E-30  1.000639E-30  1.000903E-30  1.000903E-30  1.001573E-30
     70  1.500546342624E-03  1.000001E-30  1.000689E-30  1.000533E-30  1.001761E-30  1.000663E-30  1.000937E-30  1.000937E-30  1.001633E-30
     71  1.555442065896E-03  1.000001E-30  1.000714E-30  1.000552E-30  1.001825E-30  1.000687E-30  1.000972E-30  1.000971E-30  1.001692E-30
     72  1.610698967280E-03  1.000001E-30  1.000740E-30  1.000572E-30  1.001890E-30  1.000711E-30  1.001006E-30  1.001006E-30  1.001752E-30
     73  1.666314948699E-03  1.000001E-30  1.000765E-30  1.000592E-30  1.001955E-30  1.000736E-30  1.001041E-30  1.001040E-30  1.001813E-30
     74  1.722288445659E-03  1.000001E-30  1.000791E-30  1.000611E-30  1.002021E-30  1.000761E-30  1.001076E-30  1.001075E-30  1.001874E-30
     75  1.778618195039E-03  1.000001E-30  1.000817E-30  1.000631E-30  1.002087E-30  1.000786E-30  1.001111E-30  1.001110E-30  1.001935E-30
     76  1.835303663832E-03  1.000001E-30  1.000843E-30  1.000652E-30  1.002153E-30  1.000811E-30  1.001146E-30  1.001146E-30  1.001997E-30
     77  1.892344396716E-03  1.000001E-30  1.000869E-30  1.000672E-30  1.002220E-30  1.000836E-30  1.001182E-30  1.001181E-30  1.002059E-30
     78  1.949739812628E-03  1.000001E-30  1.000896E-30  1.000692E-30  1.002288E-30  1.000861E-30  1.001218E-30  1.001217E-30  1.002121E-30
     79  2.007489276907E-03  1.000001E-30  1.000922E-30  1.000713E-30  1.002355E-30  1.000887E-30  1.001254E-30  1.001253E-30  1.002184E-30
     80  2.065592139419E-03  1.000001E-30  1.000949E-30  1.000733E-30  1.002424E-30  1.000912E-30  1.001290E-30  1.001290E-30  1.002247E-30
     81  2.124047755162E-03  1.000001E-30  1.000976E-30  1.000754E-30  1.002492E-30  1.000938E-30  1.001327E-30  1.001326E-30  1.002311E-30
     82  2.182855495215E-03  1.000001E-30  1.001003E-30  1.000775E-30  1.002561E-30  1.000964E-30  1.001364E-30  1.001363E-30  1.002375E-30
     83  2.242014752368E-03  1.000001E-30  1.001030E-30  1.000796E-30  1.002630E-30  1.000990E-30  1.001401E-30  1.001400E-30  1.002439E-30
     84  2.301524943777E-03  1.000002E-30  1.001057E-30  1.000817E-30  1.002700E-30  1.001017E-30  1.001438E-30  1.001437E-30  1.002504E-30
     85  2.361385511936E-03  1.000002E-30  1.001085E-30  1.000838E-30  1.002771E-30  1.001043E-30  1.001475E-30  1.001474E-30  1.002569E-30
     86  2.421595924701E-03  1.000002E-30  1.001112E-30  1.000860E-30  1.002841E-30  1.001070E-30  1.001513E-30  1.001512E-30  1.002635E-30
     87  2.482155674804E-03  1.000002E-30  1.001140E-30  1.000881E-30  1.002912E-30  1.001096E-30  1.001551E-30  1.001550E-30  1.002701E-30
     88  2.543064279071E-03  1.000002E-30  1.001168E-30  1.000903E-30  1.002984E-30  1.001123E-30  1.001589E-30  1.001588E-30  1.002767E-30
     89  2.604321277494E-03  1.000002E-30  1.001196E-30  1.000925E-30  1.003056E-30  1.001150E-30  1.001627E-30  1.001626E-30  1.002834E-30
     90  2.665926232237E-03  1.000002E-30  1.001224E-30  1.000947E-30  1.003128E-30  1.001178E-30  1.001665E-30  1.001664E-30  1.002901E-30
     91  2.727878734382E-03  1.000002E-30  1.001253E-30  1.000968E-30  1.003201E-30  1.001205E-30  1.001704E-30  1.001703E-30  1.002968E-30
     92  2.790178404165E-03  1.000002E-30  1.001282E-30  1.000991E-30  1.003274E-30  1.001232E-30  1.001743E-30  1.001742E-30  1.003036E-30
     93  2.852824875480E-03  1.000002E-30  1.001310E-30  1.001013E-30  1.003347E-30  1.001260E-30  1.001782E-30  1.001781E-30  1.003104E-30
     94  2.915817796872E-03  1.000002E-30  1.001339E-30  1.001035E-30  1.003421E-30  1.001288E-30  1.001821E-30  1.001820E-30  1.003172E-30
