 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                gd165         gd166         gd167         gd168         gd169         gd170         gd171         gd172
     27  8.489118412102E-05  1.000002E-30  1.000029E-30  1.000016E-30  1.000276E-30  1.000000E-30  1.000403E-30  1.000545E-30  1.000608E-30
     28  9.570255892797E-05  1.000002E-30  1.000033E-30  1.000018E-30  1.000311E-30  1.000000E-30  1.000454E-30  1.000614E-30  1.000686E-30
     29  1.070853065563E-04  1.000003E-30  1.000037E-30  1.000020E-30  1.000348E-30  1.000000E-30  1.000508E-30  1.000687E-30  1.000767E-30
     30  1.190882425669E-04  1.000003E-30  1.000041E-30  1.000022E-30  1.000387E-30  1.000000E-30  1.000565E-30  1.000764E-30  1.000853E-30
     31  1.366291075688E-04  1.000003E-30  1.000047E-30  1.000025E-30  1.000444E-30  1.000000E-30  1.000648E-30  1.000877E-30  1.000979E-30
     32  1.695708820900E-04  1.000004E-30  1.000059E-30  1.000031E-30  1.000551E-30  1.000000E-30  1.000805E-30  1.001088E-30  1.001215E-30
     33  1.992873377730E-04  1.000005E-30  1.000069E-30  1.000037E-30  1.000648E-30  1.000000E-30  1.000946E-30  1.001279E-30  1.001428E-30
     34  2.264248739983E-04  1.000006E-30  1.000078E-30  1.000042E-30  1.000736E-30  1.000000E-30  1.001074E-30  1.001453E-30  1.001622E-30
     35  2.515933231106E-04  1.000006E-30  1.000087E-30  1.000046E-30  1.000818E-30  1.000000E-30  1.001194E-30  1.001615E-30  1.001802E-30
     36  2.753099894686E-04  1.000007E-30  1.000095E-30  1.000051E-30  1.000895E-30  1.000000E-30  1.001306E-30  1.001767E-30  1.001972E-30
     37  2.979926919870E-04  1.000007E-30  1.000103E-30  1.000055E-30  1.000969E-30  1.000000E-30  1.001414E-30  1.001913E-30  1.002134E-30
     38  3.199702121451E-04  1.000008E-30  1.000111E-30  1.000059E-30  1.001040E-30  1.000000E-30  1.001518E-30  1.002054E-30  1.002292E-30
     39  3.524429751724E-04  1.000009E-30  1.000122E-30  1.000065E-30  1.001146E-30  1.000000E-30  1.001672E-30  1.002262E-30  1.002524E-30
     40  3.836809895565E-04  1.000010E-30  1.000133E-30  1.000071E-30  1.001248E-30  1.000000E-30  1.001821E-30  1.002463E-30  1.002748E-30
     41  4.138876583201E-04  1.000010E-30  1.000143E-30  1.000077E-30  1.001346E-30  1.000000E-30  1.001964E-30  1.002656E-30  1.002964E-30
     42  4.432651277490E-04  1.000011E-30  1.000154E-30  1.000082E-30  1.001441E-30  1.000000E-30  1.002103E-30  1.002845E-30  1.003175E-30
     43  4.720041568584E-04  1.000012E-30  1.000164E-30  1.000087E-30  1.001535E-30  1.000000E-30  1.002240E-30  1.003029E-30  1.003380E-30
     44  5.002792532552E-04  1.000012E-30  1.000173E-30  1.000093E-30  1.001627E-30  1.000000E-30  1.002374E-30  1.003211E-30  1.003583E-30
     45  5.282472522620E-04  1.000013E-30  1.000183E-30  1.000098E-30  1.001718E-30  1.000000E-30  1.002506E-30  1.003390E-30  1.003783E-30
     46  5.560479783168E-04  1.000014E-30  1.000193E-30  1.000103E-30  1.001808E-30  1.000000E-30  1.002638E-30  1.003569E-30  1.003982E-30
     47  5.838060709037E-04  1.000015E-30  1.000202E-30  1.000108E-30  1.001898E-30  1.000000E-30  1.002770E-30  1.003747E-30  1.004181E-30
     48  6.116334118686E-04  1.000015E-30  1.000212E-30  1.000113E-30  1.001989E-30  1.000000E-30  1.002902E-30  1.003925E-30  1.004380E-30
     49  6.396318340541E-04  1.000016E-30  1.000222E-30  1.000118E-30  1.002080E-30  1.000000E-30  1.003035E-30  1.004105E-30  1.004580E-30
     50  6.678959636874E-04  1.000017E-30  1.000231E-30  1.000124E-30  1.002172E-30  1.000000E-30  1.003169E-30  1.004286E-30  1.004782E-30
     51  6.965161747902E-04  1.000017E-30  1.000241E-30  1.000129E-30  1.002265E-30  1.000000E-30  1.003305E-30  1.004470E-30  1.004987E-30
     52  7.255817382538E-04  1.000018E-30  1.000251E-30  1.000134E-30  1.002359E-30  1.000000E-30  1.003443E-30  1.004656E-30  1.005195E-30
     53  7.551843574001E-04  1.000019E-30  1.000262E-30  1.000140E-30  1.002456E-30  1.000000E-30  1.003583E-30  1.004846E-30  1.005407E-30
     54  7.854224313090E-04  1.000020E-30  1.000272E-30  1.000146E-30  1.002554E-30  1.000000E-30  1.003726E-30  1.005040E-30  1.005623E-30
     55  8.164066374138E-04  1.000020E-30  1.000283E-30  1.000151E-30  1.002655E-30  1.000000E-30  1.003873E-30  1.005239E-30  1.005845E-30
     56  8.482679080764E-04  1.000021E-30  1.000294E-30  1.000157E-30  1.002758E-30  1.000000E-30  1.004024E-30  1.005443E-30  1.006073E-30
     57  8.811699017317E-04  1.000022E-30  1.000305E-30  1.000163E-30  1.002865E-30  1.000000E-30  1.004180E-30  1.005654E-30  1.006308E-30
     58  9.153304977871E-04  1.000023E-30  1.000317E-30  1.000170E-30  1.002976E-30  1.000000E-30  1.004343E-30  1.005874E-30  1.006553E-30
     59  9.510634923056E-04  1.000024E-30  1.000330E-30  1.000176E-30  1.003092E-30  1.000000E-30  1.004512E-30  1.006103E-30  1.006808E-30
     60  9.888739022907E-04  1.000025E-30  1.000343E-30  1.000183E-30  1.003215E-30  1.000000E-30  1.004691E-30  1.006345E-30  1.007079E-30
     61  1.029744313280E-03  1.000026E-30  1.000357E-30  1.000191E-30  1.003348E-30  1.000000E-30  1.004885E-30  1.006607E-30  1.007371E-30
     62  1.076805333108E-03  1.000027E-30  1.000373E-30  1.000200E-30  1.003501E-30  1.000000E-30  1.005108E-30  1.006909E-30  1.007708E-30
     63  1.127478238084E-03  1.000028E-30  1.000391E-30  1.000209E-30  1.003666E-30  1.000000E-30  1.005349E-30  1.007234E-30  1.008070E-30
     64  1.179263354774E-03  1.000029E-30  1.000409E-30  1.000219E-30  1.003834E-30  1.000000E-30  1.005594E-30  1.007566E-30  1.008441E-30
     65  1.231720185468E-03  1.000031E-30  1.000427E-30  1.000229E-30  1.004005E-30  1.000000E-30  1.005843E-30  1.007903E-30  1.008816E-30
     66  1.284679788904E-03  1.000032E-30  1.000445E-30  1.000239E-30  1.004177E-30  1.000000E-30  1.006094E-30  1.008242E-30  1.009194E-30
     67  1.338068714676E-03  1.000033E-30  1.000464E-30  1.000249E-30  1.004351E-30  1.000000E-30  1.006347E-30  1.008585E-30  1.009576E-30
     68  1.391852718980E-03  1.000035E-30  1.000482E-30  1.000259E-30  1.004526E-30  1.000000E-30  1.006602E-30  1.008929E-30  1.009960E-30
     69  1.446014888479E-03  1.000036E-30  1.000501E-30  1.000269E-30  1.004702E-30  1.000000E-30  1.006859E-30  1.009277E-30  1.010348E-30
     70  1.500546342624E-03  1.000037E-30  1.000520E-30  1.000279E-30  1.004879E-30  1.000000E-30  1.007118E-30  1.009626E-30  1.010737E-30
     71  1.555442065896E-03  1.000039E-30  1.000539E-30  1.000290E-30  1.005057E-30  1.000000E-30  1.007378E-30  1.009978E-30  1.011130E-30
     72  1.610698967280E-03  1.000040E-30  1.000558E-30  1.000300E-30  1.005237E-30  1.000000E-30  1.007640E-30  1.010332E-30  1.011525E-30
     73  1.666314948699E-03  1.000041E-30  1.000578E-30  1.000310E-30  1.005418E-30  1.000000E-30  1.007903E-30  1.010689E-30  1.011922E-30
     74  1.722288445659E-03  1.000043E-30  1.000597E-30  1.000321E-30  1.005600E-30  1.000000E-30  1.008169E-30  1.011048E-30  1.012322E-30
     75  1.778618195039E-03  1.000044E-30  1.000617E-30  1.000332E-30  1.005783E-30  1.000000E-30  1.008436E-30  1.011409E-30  1.012724E-30
     76  1.835303663832E-03  1.000046E-30  1.000636E-30  1.000342E-30  1.005967E-30  1.000000E-30  1.008705E-30  1.011772E-30  1.013129E-30
     77  1.892344396716E-03  1.000047E-30  1.000656E-30  1.000353E-30  1.006153E-30  1.000000E-30  1.008975E-30  1.012138E-30  1.013537E-30
     78  1.949739812628E-03  1.000049E-30  1.000676E-30  1.000364E-30  1.006339E-30  1.000000E-30  1.009247E-30  1.012505E-30  1.013947E-30
     79  2.007489276907E-03  1.000050E-30  1.000696E-30  1.000375E-30  1.006527E-30  1.000000E-30  1.009521E-30  1.012875E-30  1.014359E-30
     80  2.065592139419E-03  1.000051E-30  1.000716E-30  1.000386E-30  1.006716E-30  1.000000E-30  1.009796E-30  1.013248E-30  1.014774E-30
     81  2.124047755162E-03  1.000053E-30  1.000736E-30  1.000397E-30  1.006906E-30  1.000000E-30  1.010073E-30  1.013622E-30  1.015191E-30
     82  2.182855495215E-03  1.000054E-30  1.000757E-30  1.000408E-30  1.007097E-30  1.000000E-30  1.010352E-30  1.013999E-30  1.015611E-30
     83  2.242014752368E-03  1.000056E-30  1.000777E-30  1.000419E-30  1.007289E-30  1.000000E-30  1.010632E-30  1.014378E-30  1.016033E-30
     84  2.301524943777E-03  1.000057E-30  1.000798E-30  1.000430E-30  1.007483E-30  1.000000E-30  1.010914E-30  1.014759E-30  1.016458E-30
     85  2.361385511936E-03  1.000059E-30  1.000819E-30  1.000442E-30  1.007677E-30  1.000000E-30  1.011198E-30  1.015143E-30  1.016885E-30
     86  2.421595924701E-03  1.000060E-30  1.000840E-30  1.000453E-30  1.007873E-30  1.000000E-30  1.011483E-30  1.015528E-30  1.017315E-30
     87  2.482155674804E-03  1.000062E-30  1.000861E-30  1.000465E-30  1.008070E-30  1.000000E-30  1.011770E-30  1.015916E-30  1.017747E-30
     88  2.543064279071E-03  1.000063E-30  1.000882E-30  1.000476E-30  1.008268E-30  1.000000E-30  1.012059E-30  1.016306E-30  1.018182E-30
     89  2.604321277494E-03  1.000065E-30  1.000903E-30  1.000488E-30  1.008467E-30  1.000000E-30  1.012349E-30  1.016699E-30  1.018619E-30
     90  2.665926232237E-03  1.000066E-30  1.000924E-30  1.000499E-30  1.008667E-30  1.000000E-30  1.012641E-30  1.017093E-30  1.019058E-30
     91  2.727878734382E-03  1.000068E-30  1.000946E-30  1.000511E-30  1.008869E-30  1.000000E-30  1.012934E-30  1.017490E-30  1.019500E-30
     92  2.790178404165E-03  1.000070E-30  1.000968E-30  1.000523E-30  1.009071E-30  1.000000E-30  1.013229E-30  1.017889E-30  1.019945E-30
     93  2.852824875480E-03  1.000071E-30  1.000989E-30  1.000535E-30  1.009275E-30  1.000000E-30  1.013526E-30  1.018290E-30  1.020391E-30
     94  2.915817796872E-03  1.000073E-30  1.001011E-30  1.000547E-30  1.009480E-30  1.000000E-30  1.013825E-30  1.018693E-30  1.020841E-30
     95  2.979156831833E-03  1.000074E-30  1.001033E-30  1.000559E-30  1.009686E-30  1.000000E-30  1.014125E-30  1.019099E-30  1.021292E-30
