 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                k32           k33           k34           k35           k36           k37           k38           k39  
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000561E-30  1.001959E-30  1.000407E-30  1.000277E-30  1.000134E-30  1.000068E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000632E-30  1.002208E-30  1.000459E-30  1.000313E-30  1.000151E-30  1.000077E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000707E-30  1.002471E-30  1.000513E-30  1.000350E-30  1.000169E-30  1.000086E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000787E-30  1.002748E-30  1.000571E-30  1.000389E-30  1.000188E-30  1.000096E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000902E-30  1.003152E-30  1.000656E-30  1.000446E-30  1.000215E-30  1.000110E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.001120E-30  1.003912E-30  1.000816E-30  1.000554E-30  1.000267E-30  1.000137E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.001315E-30  1.004597E-30  1.000960E-30  1.000651E-30  1.000314E-30  1.000161E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.001494E-30  1.005223E-30  1.001092E-30  1.000740E-30  1.000357E-30  1.000183E-30
     35  2.515933231106E-04  1.000000E-30  1.000000E-30  1.001660E-30  1.005803E-30  1.001215E-30  1.000822E-30  1.000397E-30  1.000203E-30
     36  2.753099894686E-04  1.000000E-30  1.000000E-30  1.001816E-30  1.006350E-30  1.001331E-30  1.000900E-30  1.000434E-30  1.000222E-30
     37  2.979926919870E-04  1.000000E-30  1.000000E-30  1.001965E-30  1.006873E-30  1.001442E-30  1.000974E-30  1.000470E-30  1.000240E-30
     38  3.199702121451E-04  1.000000E-30  1.000000E-30  1.002110E-30  1.007379E-30  1.001550E-30  1.001046E-30  1.000505E-30  1.000258E-30
     39  3.524429751724E-04  1.000000E-30  1.000000E-30  1.002324E-30  1.008128E-30  1.001711E-30  1.001152E-30  1.000556E-30  1.000284E-30
     40  3.836809895565E-04  1.000000E-30  1.000000E-30  1.002529E-30  1.008847E-30  1.001865E-30  1.001255E-30  1.000606E-30  1.000310E-30
     41  4.138876583201E-04  1.000000E-30  1.000000E-30  1.002727E-30  1.009543E-30  1.002015E-30  1.001354E-30  1.000653E-30  1.000334E-30
     42  4.432651277490E-04  1.000000E-30  1.000000E-30  1.002920E-30  1.010220E-30  1.002161E-30  1.001450E-30  1.000700E-30  1.000358E-30
     43  4.720041568584E-04  1.000000E-30  1.000000E-30  1.003109E-30  1.010882E-30  1.002304E-30  1.001544E-30  1.000745E-30  1.000381E-30
     44  5.002792532552E-04  1.000000E-30  1.000000E-30  1.003294E-30  1.011534E-30  1.002446E-30  1.001637E-30  1.000790E-30  1.000404E-30
     45  5.282472522620E-04  1.000000E-30  1.000000E-30  1.003478E-30  1.012178E-30  1.002586E-30  1.001729E-30  1.000835E-30  1.000427E-30
     46  5.560479783168E-04  1.000000E-30  1.000000E-30  1.003660E-30  1.012818E-30  1.002726E-30  1.001820E-30  1.000879E-30  1.000449E-30
     47  5.838060709037E-04  1.000000E-30  1.000000E-30  1.003842E-30  1.013457E-30  1.002866E-30  1.001911E-30  1.000923E-30  1.000472E-30
     48  6.116334118686E-04  1.000000E-30  1.000000E-30  1.004024E-30  1.014098E-30  1.003007E-30  1.002002E-30  1.000967E-30  1.000494E-30
     49  6.396318340541E-04  1.000000E-30  1.000000E-30  1.004207E-30  1.014742E-30  1.003148E-30  1.002094E-30  1.001011E-30  1.000517E-30
     50  6.678959636874E-04  1.000000E-30  1.000000E-30  1.004392E-30  1.015393E-30  1.003292E-30  1.002187E-30  1.001056E-30  1.000540E-30
     51  6.965161747902E-04  1.000000E-30  1.000000E-30  1.004579E-30  1.016051E-30  1.003438E-30  1.002281E-30  1.001102E-30  1.000563E-30
     52  7.255817382538E-04  1.000000E-30  1.000000E-30  1.004769E-30  1.016720E-30  1.003587E-30  1.002377E-30  1.001148E-30  1.000587E-30
     53  7.551843574001E-04  1.000000E-30  1.000000E-30  1.004962E-30  1.017402E-30  1.003738E-30  1.002474E-30  1.001195E-30  1.000611E-30
     54  7.854224313090E-04  1.000000E-30  1.000000E-30  1.005160E-30  1.018097E-30  1.003894E-30  1.002573E-30  1.001243E-30  1.000635E-30
     55  8.164066374138E-04  1.000000E-30  1.000000E-30  1.005362E-30  1.018810E-30  1.004053E-30  1.002675E-30  1.001293E-30  1.000660E-30
     56  8.482679080764E-04  1.000000E-30  1.000000E-30  1.005570E-30  1.019543E-30  1.004218E-30  1.002780E-30  1.001343E-30  1.000686E-30
     57  8.811699017317E-04  1.000000E-30  1.000000E-30  1.005784E-30  1.020300E-30  1.004388E-30  1.002888E-30  1.001396E-30  1.000713E-30
     58  9.153304977871E-04  1.000000E-30  1.000000E-30  1.006007E-30  1.021085E-30  1.004566E-30  1.003001E-30  1.001450E-30  1.000741E-30
     59  9.510634923056E-04  1.000000E-30  1.000000E-30  1.006239E-30  1.021907E-30  1.004752E-30  1.003118E-30  1.001507E-30  1.000770E-30
     60  9.888739022907E-04  1.000000E-30  1.000000E-30  1.006486E-30  1.022776E-30  1.004950E-30  1.003243E-30  1.001568E-30  1.000800E-30
     61  1.029744313280E-03  1.000000E-30  1.000000E-30  1.006751E-30  1.023715E-30  1.005165E-30  1.003378E-30  1.001633E-30  1.000833E-30
     62  1.076805333108E-03  1.000000E-30  1.000000E-30  1.007057E-30  1.024797E-30  1.005413E-30  1.003533E-30  1.001708E-30  1.000872E-30
     63  1.127478238084E-03  1.000000E-30  1.000000E-30  1.007386E-30  1.025961E-30  1.005681E-30  1.003700E-30  1.001789E-30  1.000913E-30
     64  1.179263354774E-03  1.000000E-30  1.000000E-30  1.007722E-30  1.027151E-30  1.005957E-30  1.003871E-30  1.001872E-30  1.000955E-30
     65  1.231720185468E-03  1.000000E-30  1.000000E-30  1.008062E-30  1.028356E-30  1.006237E-30  1.004044E-30  1.001956E-30  1.000998E-30
     66  1.284679788904E-03  1.000000E-30  1.000000E-30  1.008405E-30  1.029572E-30  1.006522E-30  1.004219E-30  1.002041E-30  1.001041E-30
     67  1.338068714676E-03  1.000000E-30  1.000000E-30  1.008751E-30  1.030798E-30  1.006810E-30  1.004395E-30  1.002127E-30  1.001084E-30
     68  1.391852718980E-03  1.000000E-30  1.000000E-30  1.009098E-30  1.032032E-30  1.007101E-30  1.004573E-30  1.002213E-30  1.001128E-30
     69  1.446014888479E-03  1.000000E-30  1.000000E-30  1.009448E-30  1.033275E-30  1.007396E-30  1.004752E-30  1.002300E-30  1.001172E-30
     70  1.500546342624E-03  1.000000E-30  1.000000E-30  1.009800E-30  1.034527E-30  1.007695E-30  1.004933E-30  1.002388E-30  1.001217E-30
     71  1.555442065896E-03  1.000000E-30  1.000000E-30  1.010154E-30  1.035786E-30  1.007997E-30  1.005115E-30  1.002476E-30  1.001262E-30
     72  1.610698967280E-03  1.000000E-30  1.000000E-30  1.010510E-30  1.037053E-30  1.008302E-30  1.005298E-30  1.002565E-30  1.001307E-30
     73  1.666314948699E-03  1.000000E-30  1.000000E-30  1.010868E-30  1.038328E-30  1.008611E-30  1.005482E-30  1.002655E-30  1.001352E-30
     74  1.722288445659E-03  1.000000E-30  1.000000E-30  1.011228E-30  1.039612E-30  1.008923E-30  1.005668E-30  1.002745E-30  1.001398E-30
     75  1.778618195039E-03  1.000000E-30  1.000000E-30  1.011590E-30  1.040903E-30  1.009239E-30  1.005854E-30  1.002836E-30  1.001444E-30
     76  1.835303663832E-03  1.000000E-30  1.000000E-30  1.011954E-30  1.042202E-30  1.009558E-30  1.006043E-30  1.002928E-30  1.001490E-30
     77  1.892344396716E-03  1.000000E-30  1.000000E-30  1.012320E-30  1.043508E-30  1.009881E-30  1.006232E-30  1.003020E-30  1.001537E-30
     78  1.949739812628E-03  1.000000E-30  1.000000E-30  1.012688E-30  1.044823E-30  1.010207E-30  1.006423E-30  1.003113E-30  1.001584E-30
     79  2.007489276907E-03  1.000000E-30  1.000000E-30  1.013057E-30  1.046145E-30  1.010537E-30  1.006615E-30  1.003206E-30  1.001631E-30
     80  2.065592139419E-03  1.000000E-30  1.000000E-30  1.013429E-30  1.047476E-30  1.010870E-30  1.006808E-30  1.003301E-30  1.001679E-30
     81  2.124047755162E-03  1.000000E-30  1.000000E-30  1.013802E-30  1.048814E-30  1.011207E-30  1.007003E-30  1.003395E-30  1.001727E-30
     82  2.182855495215E-03  1.000000E-30  1.000000E-30  1.014178E-30  1.050159E-30  1.011548E-30  1.007199E-30  1.003491E-30  1.001775E-30
     83  2.242014752368E-03  1.000000E-30  1.000000E-30  1.014555E-30  1.051513E-30  1.011893E-30  1.007396E-30  1.003587E-30  1.001824E-30
     84  2.301524943777E-03  1.000000E-30  1.000000E-30  1.014934E-30  1.052874E-30  1.012241E-30  1.007594E-30  1.003684E-30  1.001873E-30
     85  2.361385511936E-03  1.000000E-30  1.000000E-30  1.015315E-30  1.054243E-30  1.012593E-30  1.007794E-30  1.003781E-30  1.001922E-30
     86  2.421595924701E-03  1.000000E-30  1.000000E-30  1.015698E-30  1.055620E-30  1.012948E-30  1.007995E-30  1.003879E-30  1.001971E-30
     87  2.482155674804E-03  1.000000E-30  1.000000E-30  1.016082E-30  1.057004E-30  1.013308E-30  1.008197E-30  1.003978E-30  1.002021E-30
     88  2.543064279071E-03  1.000000E-30  1.000000E-30  1.016469E-30  1.058396E-30  1.013671E-30  1.008400E-30  1.004078E-30  1.002071E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.016857E-30  1.059795E-30  1.014038E-30  1.008605E-30  1.004178E-30  1.002122E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.017247E-30  1.061202E-30  1.014409E-30  1.008811E-30  1.004278E-30  1.002172E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.017639E-30  1.062617E-30  1.014784E-30  1.009019E-30  1.004380E-30  1.002223E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.018033E-30  1.064039E-30  1.015163E-30  1.009227E-30  1.004482E-30  1.002275E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.018428E-30  1.065469E-30  1.015545E-30  1.009437E-30  1.004585E-30  1.002327E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.018826E-30  1.066907E-30  1.015932E-30  1.009648E-30  1.004688E-30  1.002378E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.019225E-30  1.068352E-30  1.016323E-30  1.009861E-30  1.004792E-30  1.002431E-30
