 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                as60          as61          as62          as63          as64          as65          as66          as67 
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.002824E-30  1.000000E-30  1.000718E-30  1.001169E-30  1.000441E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.003184E-30  1.000000E-30  1.000809E-30  1.001318E-30  1.000497E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.003562E-30  1.000000E-30  1.000906E-30  1.001475E-30  1.000557E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.003961E-30  1.000000E-30  1.001007E-30  1.001641E-30  1.000619E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.004545E-30  1.000000E-30  1.001156E-30  1.001883E-30  1.000710E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.005640E-30  1.000000E-30  1.001435E-30  1.002337E-30  1.000882E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.006627E-30  1.000000E-30  1.001687E-30  1.002747E-30  1.001036E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.007529E-30  1.000000E-30  1.001917E-30  1.003122E-30  1.001178E-30
     35  2.515933231106E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.008365E-30  1.000000E-30  1.002131E-30  1.003469E-30  1.001309E-30
     36  2.753099894686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.009153E-30  1.000000E-30  1.002333E-30  1.003797E-30  1.001432E-30
     37  2.979926919870E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.009906E-30  1.000000E-30  1.002525E-30  1.004110E-30  1.001551E-30
     38  3.199702121451E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.010636E-30  1.000000E-30  1.002712E-30  1.004413E-30  1.001665E-30
     39  3.524429751724E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.011714E-30  1.000000E-30  1.002989E-30  1.004862E-30  1.001834E-30
     40  3.836809895565E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.012750E-30  1.000000E-30  1.003254E-30  1.005294E-30  1.001997E-30
     41  4.138876583201E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.013752E-30  1.000000E-30  1.003512E-30  1.005712E-30  1.002155E-30
     42  4.432651277490E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.014727E-30  1.000000E-30  1.003762E-30  1.006118E-30  1.002308E-30
     43  4.720041568584E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.015680E-30  1.000000E-30  1.004007E-30  1.006516E-30  1.002458E-30
     44  5.002792532552E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.016618E-30  1.000000E-30  1.004249E-30  1.006907E-30  1.002606E-30
     45  5.282472522620E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.017545E-30  1.000000E-30  1.004488E-30  1.007295E-30  1.002752E-30
     46  5.560479783168E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.018466E-30  1.000000E-30  1.004725E-30  1.007680E-30  1.002897E-30
     47  5.838060709037E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.019386E-30  1.000000E-30  1.004962E-30  1.008064E-30  1.003042E-30
     48  6.116334118686E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.020308E-30  1.000000E-30  1.005200E-30  1.008450E-30  1.003188E-30
     49  6.396318340541E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.021235E-30  1.000000E-30  1.005440E-30  1.008838E-30  1.003334E-30
     50  6.678959636874E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.022171E-30  1.000000E-30  1.005682E-30  1.009230E-30  1.003482E-30
     51  6.965161747902E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.023119E-30  1.000000E-30  1.005927E-30  1.009627E-30  1.003632E-30
     52  7.255817382538E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.024081E-30  1.000000E-30  1.006177E-30  1.010030E-30  1.003784E-30
     53  7.551843574001E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.025061E-30  1.000000E-30  1.006431E-30  1.010441E-30  1.003939E-30
     54  7.854224313090E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.026061E-30  1.000000E-30  1.006690E-30  1.010861E-30  1.004097E-30
     55  8.164066374138E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.027086E-30  1.000000E-30  1.006956E-30  1.011292E-30  1.004260E-30
     56  8.482679080764E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.028140E-30  1.000000E-30  1.007230E-30  1.011734E-30  1.004427E-30
     57  8.811699017317E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.029228E-30  1.000000E-30  1.007513E-30  1.012191E-30  1.004599E-30
     58  9.153304977871E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.030357E-30  1.000000E-30  1.007807E-30  1.012666E-30  1.004778E-30
     59  9.510634923056E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.031538E-30  1.000000E-30  1.008115E-30  1.013163E-30  1.004966E-30
     60  9.888739022907E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.032787E-30  1.000000E-30  1.008441E-30  1.013690E-30  1.005164E-30
     61  1.029744313280E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.034137E-30  1.000000E-30  1.008794E-30  1.014258E-30  1.005379E-30
     62  1.076805333108E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.035690E-30  1.000000E-30  1.009200E-30  1.014914E-30  1.005626E-30
     63  1.127478238084E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.037363E-30  1.000000E-30  1.009638E-30  1.015620E-30  1.005892E-30
     64  1.179263354774E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.039071E-30  1.000000E-30  1.010086E-30  1.016342E-30  1.006164E-30
     65  1.231720185468E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.040801E-30  1.000000E-30  1.010541E-30  1.017074E-30  1.006440E-30
     66  1.284679788904E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.042547E-30  1.000000E-30  1.011000E-30  1.017813E-30  1.006719E-30
     67  1.338068714676E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.044306E-30  1.000000E-30  1.011463E-30  1.018558E-30  1.007000E-30
     68  1.391852718980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.046078E-30  1.000000E-30  1.011931E-30  1.019310E-30  1.007284E-30
     69  1.446014888479E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.047861E-30  1.000000E-30  1.012402E-30  1.020067E-30  1.007569E-30
     70  1.500546342624E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.049656E-30  1.000000E-30  1.012877E-30  1.020830E-30  1.007857E-30
     71  1.555442065896E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.051462E-30  1.000000E-30  1.013355E-30  1.021598E-30  1.008147E-30
     72  1.610698967280E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.053279E-30  1.000000E-30  1.013838E-30  1.022372E-30  1.008438E-30
     73  1.666314948699E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.055107E-30  1.000000E-30  1.014324E-30  1.023151E-30  1.008732E-30
     74  1.722288445659E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.056947E-30  1.000000E-30  1.014813E-30  1.023935E-30  1.009028E-30
     75  1.778618195039E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.058797E-30  1.000000E-30  1.015306E-30  1.024726E-30  1.009326E-30
     76  1.835303663832E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.060658E-30  1.000000E-30  1.015803E-30  1.025521E-30  1.009626E-30
     77  1.892344396716E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.062529E-30  1.000000E-30  1.016304E-30  1.026322E-30  1.009928E-30
     78  1.949739812628E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.064412E-30  1.000000E-30  1.016808E-30  1.027129E-30  1.010232E-30
     79  2.007489276907E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.066305E-30  1.000000E-30  1.017316E-30  1.027941E-30  1.010539E-30
     80  2.065592139419E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.068210E-30  1.000000E-30  1.017828E-30  1.028758E-30  1.010847E-30
     81  2.124047755162E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.070125E-30  1.000000E-30  1.018343E-30  1.029581E-30  1.011157E-30
     82  2.182855495215E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.072050E-30  1.000000E-30  1.018862E-30  1.030409E-30  1.011470E-30
     83  2.242014752368E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.073986E-30  1.000000E-30  1.019385E-30  1.031243E-30  1.011784E-30
     84  2.301524943777E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.075933E-30  1.000000E-30  1.019912E-30  1.032082E-30  1.012100E-30
     85  2.361385511936E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.077891E-30  1.000000E-30  1.020442E-30  1.032926E-30  1.012419E-30
     86  2.421595924701E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.079859E-30  1.000000E-30  1.020976E-30  1.033776E-30  1.012740E-30
     87  2.482155674804E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.081837E-30  1.000000E-30  1.021513E-30  1.034631E-30  1.013062E-30
     88  2.543064279071E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.083826E-30  1.000000E-30  1.022055E-30  1.035492E-30  1.013387E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.085826E-30  1.000000E-30  1.022600E-30  1.036359E-30  1.013714E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.087836E-30  1.000000E-30  1.023148E-30  1.037230E-30  1.014043E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.089856E-30  1.000000E-30  1.023701E-30  1.038107E-30  1.014373E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.091887E-30  1.000000E-30  1.024257E-30  1.038990E-30  1.014706E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.093928E-30  1.000000E-30  1.024817E-30  1.039878E-30  1.015041E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.095979E-30  1.000000E-30  1.025381E-30  1.040771E-30  1.015378E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.098041E-30  1.000000E-30  1.025949E-30  1.041670E-30  1.015718E-30
