 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tb171         tb172         tb173         tb174         tb175         tb176         tb177         tb178
     27  8.489118412102E-05  1.000054E-30  1.000100E-30  1.000106E-30  1.000120E-30  1.000161E-30  1.000110E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000061E-30  1.000113E-30  1.000119E-30  1.000136E-30  1.000182E-30  1.000124E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000068E-30  1.000127E-30  1.000133E-30  1.000152E-30  1.000204E-30  1.000139E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000076E-30  1.000141E-30  1.000148E-30  1.000169E-30  1.000226E-30  1.000154E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000087E-30  1.000162E-30  1.000170E-30  1.000194E-30  1.000260E-30  1.000177E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000108E-30  1.000201E-30  1.000211E-30  1.000240E-30  1.000322E-30  1.000220E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000127E-30  1.000236E-30  1.000249E-30  1.000283E-30  1.000379E-30  1.000258E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000145E-30  1.000268E-30  1.000282E-30  1.000321E-30  1.000431E-30  1.000294E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000161E-30  1.000298E-30  1.000314E-30  1.000357E-30  1.000478E-30  1.000326E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000176E-30  1.000326E-30  1.000344E-30  1.000391E-30  1.000524E-30  1.000357E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000191E-30  1.000353E-30  1.000372E-30  1.000423E-30  1.000567E-30  1.000387E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000205E-30  1.000379E-30  1.000399E-30  1.000454E-30  1.000609E-30  1.000415E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000225E-30  1.000418E-30  1.000440E-30  1.000500E-30  1.000670E-30  1.000458E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000246E-30  1.000455E-30  1.000479E-30  1.000545E-30  1.000730E-30  1.000499E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000265E-30  1.000491E-30  1.000517E-30  1.000588E-30  1.000787E-30  1.000538E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000284E-30  1.000525E-30  1.000554E-30  1.000630E-30  1.000843E-30  1.000576E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000302E-30  1.000560E-30  1.000590E-30  1.000671E-30  1.000898E-30  1.000614E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000320E-30  1.000593E-30  1.000625E-30  1.000711E-30  1.000952E-30  1.000651E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000338E-30  1.000626E-30  1.000660E-30  1.000751E-30  1.001005E-30  1.000688E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000356E-30  1.000660E-30  1.000695E-30  1.000791E-30  1.001058E-30  1.000724E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000374E-30  1.000693E-30  1.000730E-30  1.000831E-30  1.001111E-30  1.000761E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000392E-30  1.000726E-30  1.000765E-30  1.000871E-30  1.001164E-30  1.000797E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000410E-30  1.000759E-30  1.000800E-30  1.000911E-30  1.001218E-30  1.000834E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000428E-30  1.000793E-30  1.000836E-30  1.000951E-30  1.001272E-30  1.000871E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000446E-30  1.000827E-30  1.000872E-30  1.000992E-30  1.001326E-30  1.000909E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000465E-30  1.000861E-30  1.000908E-30  1.001034E-30  1.001382E-30  1.000947E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000484E-30  1.000897E-30  1.000945E-30  1.001076E-30  1.001438E-30  1.000986E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000503E-30  1.000933E-30  1.000983E-30  1.001120E-30  1.001496E-30  1.001026E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000523E-30  1.000970E-30  1.001022E-30  1.001164E-30  1.001555E-30  1.001067E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000544E-30  1.001008E-30  1.001063E-30  1.001210E-30  1.001616E-30  1.001109E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000565E-30  1.001047E-30  1.001104E-30  1.001257E-30  1.001679E-30  1.001153E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000587E-30  1.001088E-30  1.001147E-30  1.001306E-30  1.001744E-30  1.001198E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000610E-30  1.001130E-30  1.001192E-30  1.001358E-30  1.001812E-30  1.001245E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000634E-30  1.001175E-30  1.001240E-30  1.001412E-30  1.001884E-30  1.001295E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000661E-30  1.001224E-30  1.001292E-30  1.001471E-30  1.001963E-30  1.001350E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000691E-30  1.001280E-30  1.001351E-30  1.001539E-30  1.002053E-30  1.001412E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000724E-30  1.001341E-30  1.001415E-30  1.001612E-30  1.002149E-30  1.001480E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000757E-30  1.001403E-30  1.001481E-30  1.001687E-30  1.002248E-30  1.001549E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000791E-30  1.001466E-30  1.001547E-30  1.001763E-30  1.002349E-30  1.001619E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000825E-30  1.001529E-30  1.001614E-30  1.001840E-30  1.002450E-30  1.001689E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000860E-30  1.001593E-30  1.001682E-30  1.001917E-30  1.002552E-30  1.001761E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000895E-30  1.001657E-30  1.001750E-30  1.001995E-30  1.002655E-30  1.001833E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000930E-30  1.001722E-30  1.001819E-30  1.002074E-30  1.002759E-30  1.001905E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000965E-30  1.001788E-30  1.001888E-30  1.002153E-30  1.002864E-30  1.001979E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.001001E-30  1.001854E-30  1.001958E-30  1.002233E-30  1.002969E-30  1.002053E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.001036E-30  1.001920E-30  1.002028E-30  1.002314E-30  1.003075E-30  1.002127E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.001072E-30  1.001987E-30  1.002099E-30  1.002395E-30  1.003182E-30  1.002202E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.001109E-30  1.002054E-30  1.002170E-30  1.002476E-30  1.003289E-30  1.002278E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.001145E-30  1.002122E-30  1.002242E-30  1.002559E-30  1.003397E-30  1.002354E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.001182E-30  1.002190E-30  1.002315E-30  1.002641E-30  1.003506E-30  1.002431E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.001219E-30  1.002259E-30  1.002387E-30  1.002725E-30  1.003615E-30  1.002508E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.001256E-30  1.002328E-30  1.002461E-30  1.002809E-30  1.003726E-30  1.002586E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.001294E-30  1.002397E-30  1.002535E-30  1.002894E-30  1.003837E-30  1.002665E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.001332E-30  1.002467E-30  1.002609E-30  1.002979E-30  1.003948E-30  1.002744E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.001370E-30  1.002538E-30  1.002684E-30  1.003065E-30  1.004061E-30  1.002824E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.001408E-30  1.002609E-30  1.002759E-30  1.003152E-30  1.004174E-30  1.002904E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.001447E-30  1.002680E-30  1.002835E-30  1.003239E-30  1.004288E-30  1.002985E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.001485E-30  1.002752E-30  1.002912E-30  1.003326E-30  1.004402E-30  1.003067E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.001524E-30  1.002825E-30  1.002989E-30  1.003415E-30  1.004518E-30  1.003149E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.001564E-30  1.002897E-30  1.003066E-30  1.003504E-30  1.004634E-30  1.003232E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.001603E-30  1.002971E-30  1.003144E-30  1.003593E-30  1.004750E-30  1.003315E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.001643E-30  1.003044E-30  1.003223E-30  1.003684E-30  1.004868E-30  1.003399E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.001683E-30  1.003119E-30  1.003302E-30  1.003774E-30  1.004986E-30  1.003484E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.001723E-30  1.003193E-30  1.003381E-30  1.003866E-30  1.005105E-30  1.003569E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.001764E-30  1.003269E-30  1.003461E-30  1.003958E-30  1.005224E-30  1.003655E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.001805E-30  1.003344E-30  1.003542E-30  1.004050E-30  1.005344E-30  1.003741E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.001846E-30  1.003420E-30  1.003623E-30  1.004144E-30  1.005465E-30  1.003828E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.001887E-30  1.003497E-30  1.003704E-30  1.004238E-30  1.005587E-30  1.003916E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.001928E-30  1.003574E-30  1.003786E-30  1.004332E-30  1.005710E-30  1.004004E-30  1.000000E-30  1.000000E-30
