 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ca41          ca42          ca43          ca44          ca45          ca46          ca47          ca48 
     27  8.489118412102E-05  1.000099E-30  1.000086E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000009E-30
     28  9.570255892797E-05  1.000111E-30  1.000097E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000004E-30  1.000010E-30
     29  1.070853065563E-04  1.000125E-30  1.000109E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000004E-30  1.000011E-30
     30  1.190882425669E-04  1.000139E-30  1.000121E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000005E-30  1.000012E-30
     31  1.366291075688E-04  1.000159E-30  1.000139E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000005E-30  1.000014E-30
     32  1.695708820900E-04  1.000197E-30  1.000173E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000007E-30  1.000017E-30
     33  1.992873377730E-04  1.000232E-30  1.000203E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000008E-30  1.000020E-30
     34  2.264248739983E-04  1.000264E-30  1.000231E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000009E-30  1.000023E-30
     35  2.515933231106E-04  1.000293E-30  1.000256E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000010E-30  1.000026E-30
     36  2.753099894686E-04  1.000321E-30  1.000280E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000011E-30  1.000028E-30
     37  2.979926919870E-04  1.000347E-30  1.000303E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000012E-30  1.000030E-30
     38  3.199702121451E-04  1.000373E-30  1.000326E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000013E-30  1.000033E-30
     39  3.524429751724E-04  1.000410E-30  1.000359E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000014E-30  1.000036E-30
     40  3.836809895565E-04  1.000447E-30  1.000391E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000015E-30  1.000039E-30
     41  4.138876583201E-04  1.000482E-30  1.000421E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000016E-30  1.000042E-30
     42  4.432651277490E-04  1.000516E-30  1.000451E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000018E-30  1.000045E-30
     43  4.720041568584E-04  1.000550E-30  1.000481E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000019E-30  1.000048E-30
     44  5.002792532552E-04  1.000583E-30  1.000510E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000020E-30  1.000051E-30
     45  5.282472522620E-04  1.000616E-30  1.000538E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000021E-30  1.000054E-30
     46  5.560479783168E-04  1.000648E-30  1.000566E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000022E-30  1.000057E-30
     47  5.838060709037E-04  1.000680E-30  1.000595E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000023E-30  1.000060E-30
     48  6.116334118686E-04  1.000713E-30  1.000623E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000024E-30  1.000062E-30
     49  6.396318340541E-04  1.000746E-30  1.000652E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000025E-30  1.000065E-30
     50  6.678959636874E-04  1.000779E-30  1.000680E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000026E-30  1.000068E-30
     51  6.965161747902E-04  1.000812E-30  1.000710E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000028E-30  1.000071E-30
     52  7.255817382538E-04  1.000846E-30  1.000739E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000005E-30  1.000029E-30  1.000074E-30
     53  7.551843574001E-04  1.000881E-30  1.000769E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000005E-30  1.000030E-30  1.000077E-30
     54  7.854224313090E-04  1.000916E-30  1.000800E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000005E-30  1.000031E-30  1.000080E-30
     55  8.164066374138E-04  1.000952E-30  1.000832E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000005E-30  1.000032E-30  1.000083E-30
     56  8.482679080764E-04  1.000990E-30  1.000864E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000006E-30  1.000034E-30  1.000087E-30
     57  8.811699017317E-04  1.001028E-30  1.000898E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000006E-30  1.000035E-30  1.000090E-30
     58  9.153304977871E-04  1.001068E-30  1.000933E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000006E-30  1.000036E-30  1.000093E-30
     59  9.510634923056E-04  1.001110E-30  1.000969E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000006E-30  1.000038E-30  1.000097E-30
     60  9.888739022907E-04  1.001154E-30  1.001008E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000007E-30  1.000039E-30  1.000101E-30
     61  1.029744313280E-03  1.001202E-30  1.001049E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000007E-30  1.000041E-30  1.000105E-30
     62  1.076805333108E-03  1.001257E-30  1.001097E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000007E-30  1.000043E-30  1.000110E-30
     63  1.127478238084E-03  1.001317E-30  1.001149E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000007E-30  1.000045E-30  1.000115E-30
     64  1.179263354774E-03  1.001378E-30  1.001202E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000008E-30  1.000047E-30  1.000120E-30
     65  1.231720185468E-03  1.001439E-30  1.001256E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000008E-30  1.000049E-30  1.000126E-30
     66  1.284679788904E-03  1.001501E-30  1.001310E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000008E-30  1.000051E-30  1.000131E-30
     67  1.338068714676E-03  1.001564E-30  1.001364E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000009E-30  1.000053E-30  1.000137E-30
     68  1.391852718980E-03  1.001627E-30  1.001419E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000009E-30  1.000055E-30  1.000142E-30
     69  1.446014888479E-03  1.001691E-30  1.001474E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000010E-30  1.000057E-30  1.000148E-30
     70  1.500546342624E-03  1.001755E-30  1.001530E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000010E-30  1.000059E-30  1.000153E-30
     71  1.555442065896E-03  1.001820E-30  1.001586E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000010E-30  1.000062E-30  1.000159E-30
     72  1.610698967280E-03  1.001885E-30  1.001643E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000011E-30  1.000064E-30  1.000165E-30
     73  1.666314948699E-03  1.001950E-30  1.001700E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000011E-30  1.000066E-30  1.000170E-30
     74  1.722288445659E-03  1.002016E-30  1.001757E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000011E-30  1.000068E-30  1.000176E-30
     75  1.778618195039E-03  1.002082E-30  1.001814E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000012E-30  1.000070E-30  1.000182E-30
     76  1.835303663832E-03  1.002149E-30  1.001872E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000012E-30  1.000073E-30  1.000188E-30
     77  1.892344396716E-03  1.002217E-30  1.001931E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000012E-30  1.000075E-30  1.000193E-30
     78  1.949739812628E-03  1.002284E-30  1.001989E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000013E-30  1.000077E-30  1.000199E-30
     79  2.007489276907E-03  1.002352E-30  1.002048E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000013E-30  1.000080E-30  1.000205E-30
     80  2.065592139419E-03  1.002421E-30  1.002108E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000014E-30  1.000082E-30  1.000211E-30
     81  2.124047755162E-03  1.002490E-30  1.002168E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000014E-30  1.000084E-30  1.000217E-30
     82  2.182855495215E-03  1.002560E-30  1.002228E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000014E-30  1.000087E-30  1.000223E-30
     83  2.242014752368E-03  1.002630E-30  1.002288E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000015E-30  1.000089E-30  1.000229E-30
     84  2.301524943777E-03  1.002700E-30  1.002349E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000015E-30  1.000091E-30  1.000235E-30
     85  2.361385511936E-03  1.002771E-30  1.002411E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000016E-30  1.000094E-30  1.000241E-30
     86  2.421595924701E-03  1.002842E-30  1.002472E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000016E-30  1.000096E-30  1.000248E-30
     87  2.482155674804E-03  1.002914E-30  1.002534E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000016E-30  1.000098E-30  1.000254E-30
     88  2.543064279071E-03  1.002986E-30  1.002597E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000017E-30  1.000101E-30  1.000260E-30
     89  2.604321277494E-03  1.003059E-30  1.002660E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000017E-30  1.000103E-30  1.000266E-30
     90  2.665926232237E-03  1.003132E-30  1.002723E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000018E-30  1.000106E-30  1.000273E-30
     91  2.727878734382E-03  1.003205E-30  1.002786E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000018E-30  1.000108E-30  1.000279E-30
     92  2.790178404165E-03  1.003279E-30  1.002850E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000018E-30  1.000111E-30  1.000286E-30
     93  2.852824875480E-03  1.003354E-30  1.002914E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000019E-30  1.000113E-30  1.000292E-30
     94  2.915817796872E-03  1.003429E-30  1.002979E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000019E-30  1.000116E-30  1.000298E-30
     95  2.979156831833E-03  1.003504E-30  1.003044E-30  1.000000E-30  1.000002E-30  1.000002E-30  1.000020E-30  1.000118E-30  1.000305E-30
