 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                hf184         hf185         hf186         hf187         hf188         hf189         hf190         hf191
     27  8.489118412102E-05  1.000003E-30  1.000010E-30  1.000025E-30  1.000038E-30  1.000163E-30  1.000000E-30  1.000246E-30  1.000131E-30
     28  9.570255892797E-05  1.000003E-30  1.000011E-30  1.000028E-30  1.000043E-30  1.000184E-30  1.000000E-30  1.000278E-30  1.000147E-30
     29  1.070853065563E-04  1.000004E-30  1.000013E-30  1.000031E-30  1.000048E-30  1.000206E-30  1.000000E-30  1.000311E-30  1.000165E-30
     30  1.190882425669E-04  1.000004E-30  1.000014E-30  1.000034E-30  1.000054E-30  1.000229E-30  1.000000E-30  1.000346E-30  1.000183E-30
     31  1.366291075688E-04  1.000005E-30  1.000016E-30  1.000040E-30  1.000062E-30  1.000263E-30  1.000000E-30  1.000396E-30  1.000210E-30
     32  1.695708820900E-04  1.000006E-30  1.000020E-30  1.000049E-30  1.000076E-30  1.000327E-30  1.000000E-30  1.000492E-30  1.000261E-30
     33  1.992873377730E-04  1.000007E-30  1.000024E-30  1.000058E-30  1.000090E-30  1.000384E-30  1.000000E-30  1.000578E-30  1.000307E-30
     34  2.264248739983E-04  1.000008E-30  1.000027E-30  1.000066E-30  1.000102E-30  1.000436E-30  1.000000E-30  1.000657E-30  1.000348E-30
     35  2.515933231106E-04  1.000009E-30  1.000030E-30  1.000073E-30  1.000113E-30  1.000485E-30  1.000000E-30  1.000730E-30  1.000387E-30
     36  2.753099894686E-04  1.000010E-30  1.000033E-30  1.000080E-30  1.000124E-30  1.000530E-30  1.000000E-30  1.000799E-30  1.000424E-30
     37  2.979926919870E-04  1.000010E-30  1.000036E-30  1.000086E-30  1.000134E-30  1.000574E-30  1.000000E-30  1.000865E-30  1.000459E-30
     38  3.199702121451E-04  1.000011E-30  1.000038E-30  1.000093E-30  1.000144E-30  1.000616E-30  1.000000E-30  1.000928E-30  1.000492E-30
     39  3.524429751724E-04  1.000012E-30  1.000042E-30  1.000102E-30  1.000159E-30  1.000679E-30  1.000000E-30  1.001023E-30  1.000542E-30
     40  3.836809895565E-04  1.000013E-30  1.000046E-30  1.000111E-30  1.000173E-30  1.000739E-30  1.000000E-30  1.001113E-30  1.000590E-30
     41  4.138876583201E-04  1.000014E-30  1.000050E-30  1.000120E-30  1.000186E-30  1.000797E-30  1.000000E-30  1.001201E-30  1.000637E-30
     42  4.432651277490E-04  1.000015E-30  1.000053E-30  1.000128E-30  1.000200E-30  1.000854E-30  1.000000E-30  1.001286E-30  1.000682E-30
     43  4.720041568584E-04  1.000016E-30  1.000056E-30  1.000137E-30  1.000213E-30  1.000909E-30  1.000000E-30  1.001369E-30  1.000726E-30
     44  5.002792532552E-04  1.000017E-30  1.000060E-30  1.000145E-30  1.000225E-30  1.000964E-30  1.000000E-30  1.001451E-30  1.000770E-30
     45  5.282472522620E-04  1.000018E-30  1.000063E-30  1.000153E-30  1.000238E-30  1.001017E-30  1.000000E-30  1.001533E-30  1.000813E-30
     46  5.560479783168E-04  1.000019E-30  1.000067E-30  1.000161E-30  1.000250E-30  1.001071E-30  1.000000E-30  1.001613E-30  1.000856E-30
     47  5.838060709037E-04  1.000020E-30  1.000070E-30  1.000169E-30  1.000263E-30  1.001124E-30  1.000000E-30  1.001694E-30  1.000898E-30
     48  6.116334118686E-04  1.000021E-30  1.000073E-30  1.000177E-30  1.000275E-30  1.001178E-30  1.000000E-30  1.001774E-30  1.000941E-30
     49  6.396318340541E-04  1.000022E-30  1.000077E-30  1.000185E-30  1.000288E-30  1.001232E-30  1.000000E-30  1.001856E-30  1.000984E-30
     50  6.678959636874E-04  1.000023E-30  1.000080E-30  1.000193E-30  1.000301E-30  1.001286E-30  1.000000E-30  1.001938E-30  1.001028E-30
     51  6.965161747902E-04  1.000024E-30  1.000083E-30  1.000202E-30  1.000314E-30  1.001341E-30  1.000000E-30  1.002021E-30  1.001072E-30
     52  7.255817382538E-04  1.000025E-30  1.000087E-30  1.000210E-30  1.000327E-30  1.001397E-30  1.000000E-30  1.002105E-30  1.001117E-30
     53  7.551843574001E-04  1.000026E-30  1.000090E-30  1.000219E-30  1.000340E-30  1.001454E-30  1.000000E-30  1.002191E-30  1.001162E-30
     54  7.854224313090E-04  1.000027E-30  1.000094E-30  1.000227E-30  1.000354E-30  1.001513E-30  1.000000E-30  1.002279E-30  1.001209E-30
     55  8.164066374138E-04  1.000028E-30  1.000098E-30  1.000236E-30  1.000368E-30  1.001572E-30  1.000000E-30  1.002369E-30  1.001256E-30
     56  8.482679080764E-04  1.000029E-30  1.000102E-30  1.000246E-30  1.000382E-30  1.001634E-30  1.000000E-30  1.002461E-30  1.001305E-30
     57  8.811699017317E-04  1.000030E-30  1.000105E-30  1.000255E-30  1.000397E-30  1.001697E-30  1.000000E-30  1.002556E-30  1.001356E-30
     58  9.153304977871E-04  1.000032E-30  1.000110E-30  1.000265E-30  1.000412E-30  1.001763E-30  1.000000E-30  1.002656E-30  1.001409E-30
     59  9.510634923056E-04  1.000033E-30  1.000114E-30  1.000275E-30  1.000428E-30  1.001832E-30  1.000000E-30  1.002759E-30  1.001464E-30
     60  9.888739022907E-04  1.000034E-30  1.000118E-30  1.000286E-30  1.000445E-30  1.001905E-30  1.000000E-30  1.002869E-30  1.001522E-30
     61  1.029744313280E-03  1.000036E-30  1.000123E-30  1.000298E-30  1.000464E-30  1.001983E-30  1.000000E-30  1.002987E-30  1.001585E-30
     62  1.076805333108E-03  1.000037E-30  1.000129E-30  1.000312E-30  1.000485E-30  1.002074E-30  1.000000E-30  1.003124E-30  1.001657E-30
     63  1.127478238084E-03  1.000039E-30  1.000135E-30  1.000326E-30  1.000508E-30  1.002171E-30  1.000000E-30  1.003271E-30  1.001735E-30
     64  1.179263354774E-03  1.000041E-30  1.000141E-30  1.000341E-30  1.000531E-30  1.002271E-30  1.000000E-30  1.003421E-30  1.001815E-30
     65  1.231720185468E-03  1.000043E-30  1.000147E-30  1.000357E-30  1.000555E-30  1.002372E-30  1.000000E-30  1.003573E-30  1.001895E-30
     66  1.284679788904E-03  1.000044E-30  1.000154E-30  1.000372E-30  1.000579E-30  1.002474E-30  1.000000E-30  1.003727E-30  1.001977E-30
     67  1.338068714676E-03  1.000046E-30  1.000160E-30  1.000387E-30  1.000603E-30  1.002577E-30  1.000000E-30  1.003882E-30  1.002059E-30
     68  1.391852718980E-03  1.000048E-30  1.000167E-30  1.000403E-30  1.000627E-30  1.002681E-30  1.000000E-30  1.004038E-30  1.002142E-30
     69  1.446014888479E-03  1.000050E-30  1.000173E-30  1.000419E-30  1.000652E-30  1.002785E-30  1.000000E-30  1.004195E-30  1.002225E-30
     70  1.500546342624E-03  1.000052E-30  1.000180E-30  1.000434E-30  1.000676E-30  1.002890E-30  1.000000E-30  1.004353E-30  1.002309E-30
     71  1.555442065896E-03  1.000054E-30  1.000186E-30  1.000450E-30  1.000701E-30  1.002996E-30  1.000000E-30  1.004512E-30  1.002393E-30
     72  1.610698967280E-03  1.000056E-30  1.000193E-30  1.000466E-30  1.000726E-30  1.003102E-30  1.000000E-30  1.004673E-30  1.002478E-30
     73  1.666314948699E-03  1.000058E-30  1.000199E-30  1.000482E-30  1.000751E-30  1.003209E-30  1.000000E-30  1.004834E-30  1.002564E-30
     74  1.722288445659E-03  1.000060E-30  1.000206E-30  1.000499E-30  1.000776E-30  1.003317E-30  1.000000E-30  1.004996E-30  1.002650E-30
     75  1.778618195039E-03  1.000062E-30  1.000213E-30  1.000515E-30  1.000802E-30  1.003425E-30  1.000000E-30  1.005160E-30  1.002737E-30
     76  1.835303663832E-03  1.000064E-30  1.000220E-30  1.000531E-30  1.000827E-30  1.003535E-30  1.000000E-30  1.005324E-30  1.002824E-30
     77  1.892344396716E-03  1.000065E-30  1.000227E-30  1.000548E-30  1.000853E-30  1.003645E-30  1.000000E-30  1.005490E-30  1.002912E-30
     78  1.949739812628E-03  1.000067E-30  1.000233E-30  1.000565E-30  1.000879E-30  1.003755E-30  1.000000E-30  1.005656E-30  1.003000E-30
     79  2.007489276907E-03  1.000069E-30  1.000240E-30  1.000581E-30  1.000905E-30  1.003866E-30  1.000000E-30  1.005824E-30  1.003089E-30
     80  2.065592139419E-03  1.000071E-30  1.000247E-30  1.000598E-30  1.000931E-30  1.003978E-30  1.000000E-30  1.005992E-30  1.003178E-30
     81  2.124047755162E-03  1.000074E-30  1.000254E-30  1.000615E-30  1.000957E-30  1.004091E-30  1.000000E-30  1.006162E-30  1.003268E-30
     82  2.182855495215E-03  1.000076E-30  1.000261E-30  1.000632E-30  1.000984E-30  1.004204E-30  1.000000E-30  1.006332E-30  1.003358E-30
     83  2.242014752368E-03  1.000078E-30  1.000268E-30  1.000649E-30  1.001011E-30  1.004318E-30  1.000000E-30  1.006504E-30  1.003449E-30
     84  2.301524943777E-03  1.000080E-30  1.000275E-30  1.000666E-30  1.001038E-30  1.004433E-30  1.000000E-30  1.006676E-30  1.003541E-30
     85  2.361385511936E-03  1.000082E-30  1.000283E-30  1.000684E-30  1.001065E-30  1.004548E-30  1.000000E-30  1.006850E-30  1.003633E-30
     86  2.421595924701E-03  1.000084E-30  1.000290E-30  1.000701E-30  1.001092E-30  1.004664E-30  1.000000E-30  1.007025E-30  1.003725E-30
     87  2.482155674804E-03  1.000086E-30  1.000297E-30  1.000719E-30  1.001119E-30  1.004780E-30  1.000000E-30  1.007200E-30  1.003819E-30
     88  2.543064279071E-03  1.000088E-30  1.000304E-30  1.000736E-30  1.001147E-30  1.004898E-30  1.000000E-30  1.007377E-30  1.003912E-30
     89  2.604321277494E-03  1.000090E-30  1.000312E-30  1.000754E-30  1.001174E-30  1.005016E-30  1.000000E-30  1.007555E-30  1.004006E-30
     90  2.665926232237E-03  1.000092E-30  1.000319E-30  1.000772E-30  1.001202E-30  1.005134E-30  1.000000E-30  1.007733E-30  1.004101E-30
     91  2.727878734382E-03  1.000094E-30  1.000327E-30  1.000790E-30  1.001230E-30  1.005254E-30  1.000000E-30  1.007913E-30  1.004196E-30
     92  2.790178404165E-03  1.000097E-30  1.000334E-30  1.000808E-30  1.001258E-30  1.005374E-30  1.000000E-30  1.008094E-30  1.004292E-30
     93  2.852824875480E-03  1.000099E-30  1.000341E-30  1.000826E-30  1.001287E-30  1.005494E-30  1.000000E-30  1.008275E-30  1.004388E-30
     94  2.915817796872E-03  1.000101E-30  1.000349E-30  1.000844E-30  1.001315E-30  1.005616E-30  1.000000E-30  1.008458E-30  1.004485E-30
     95  2.979156831833E-03  1.000103E-30  1.000357E-30  1.000863E-30  1.001344E-30  1.005738E-30  1.000000E-30  1.008642E-30  1.004583E-30
