 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ga75          ga76          ga77          ga78          ga79          ga80          ga81          ga82 
     27  8.489118412102E-05  1.000005E-30  1.000009E-30  1.000024E-30  1.000028E-30  1.000038E-30  1.000074E-30  1.000155E-30  1.000166E-30
     28  9.570255892797E-05  1.000006E-30  1.000010E-30  1.000027E-30  1.000032E-30  1.000043E-30  1.000083E-30  1.000174E-30  1.000188E-30
     29  1.070853065563E-04  1.000007E-30  1.000011E-30  1.000030E-30  1.000036E-30  1.000049E-30  1.000093E-30  1.000195E-30  1.000210E-30
     30  1.190882425669E-04  1.000007E-30  1.000012E-30  1.000033E-30  1.000040E-30  1.000054E-30  1.000104E-30  1.000217E-30  1.000234E-30
     31  1.366291075688E-04  1.000009E-30  1.000014E-30  1.000038E-30  1.000046E-30  1.000062E-30  1.000119E-30  1.000249E-30  1.000268E-30
     32  1.695708820900E-04  1.000011E-30  1.000017E-30  1.000048E-30  1.000057E-30  1.000077E-30  1.000148E-30  1.000309E-30  1.000333E-30
     33  1.992873377730E-04  1.000012E-30  1.000020E-30  1.000056E-30  1.000067E-30  1.000090E-30  1.000173E-30  1.000363E-30  1.000391E-30
     34  2.264248739983E-04  1.000014E-30  1.000023E-30  1.000064E-30  1.000076E-30  1.000103E-30  1.000197E-30  1.000412E-30  1.000444E-30
     35  2.515933231106E-04  1.000016E-30  1.000025E-30  1.000071E-30  1.000084E-30  1.000114E-30  1.000219E-30  1.000458E-30  1.000494E-30
     36  2.753099894686E-04  1.000017E-30  1.000028E-30  1.000077E-30  1.000092E-30  1.000125E-30  1.000240E-30  1.000502E-30  1.000541E-30
     37  2.979926919870E-04  1.000019E-30  1.000030E-30  1.000084E-30  1.000100E-30  1.000135E-30  1.000259E-30  1.000543E-30  1.000585E-30
     38  3.199702121451E-04  1.000020E-30  1.000032E-30  1.000090E-30  1.000107E-30  1.000145E-30  1.000279E-30  1.000583E-30  1.000629E-30
     39  3.524429751724E-04  1.000022E-30  1.000035E-30  1.000099E-30  1.000118E-30  1.000160E-30  1.000307E-30  1.000642E-30  1.000693E-30
     40  3.836809895565E-04  1.000024E-30  1.000039E-30  1.000108E-30  1.000129E-30  1.000174E-30  1.000334E-30  1.000699E-30  1.000754E-30
     41  4.138876583201E-04  1.000026E-30  1.000042E-30  1.000116E-30  1.000139E-30  1.000188E-30  1.000360E-30  1.000754E-30  1.000814E-30
     42  4.432651277490E-04  1.000028E-30  1.000044E-30  1.000124E-30  1.000149E-30  1.000201E-30  1.000386E-30  1.000808E-30  1.000872E-30
     43  4.720041568584E-04  1.000029E-30  1.000047E-30  1.000133E-30  1.000158E-30  1.000214E-30  1.000411E-30  1.000860E-30  1.000929E-30
     44  5.002792532552E-04  1.000031E-30  1.000050E-30  1.000140E-30  1.000168E-30  1.000227E-30  1.000436E-30  1.000912E-30  1.000984E-30
     45  5.282472522620E-04  1.000033E-30  1.000053E-30  1.000148E-30  1.000177E-30  1.000240E-30  1.000460E-30  1.000963E-30  1.001040E-30
     46  5.560479783168E-04  1.000035E-30  1.000056E-30  1.000156E-30  1.000187E-30  1.000252E-30  1.000485E-30  1.001014E-30  1.001095E-30
     47  5.838060709037E-04  1.000036E-30  1.000059E-30  1.000164E-30  1.000196E-30  1.000265E-30  1.000509E-30  1.001064E-30  1.001150E-30
     48  6.116334118686E-04  1.000038E-30  1.000061E-30  1.000172E-30  1.000205E-30  1.000278E-30  1.000533E-30  1.001115E-30  1.001205E-30
     49  6.396318340541E-04  1.000040E-30  1.000064E-30  1.000180E-30  1.000215E-30  1.000290E-30  1.000557E-30  1.001166E-30  1.001260E-30
     50  6.678959636874E-04  1.000042E-30  1.000067E-30  1.000188E-30  1.000224E-30  1.000303E-30  1.000582E-30  1.001218E-30  1.001316E-30
     51  6.965161747902E-04  1.000044E-30  1.000070E-30  1.000196E-30  1.000234E-30  1.000316E-30  1.000607E-30  1.001270E-30  1.001373E-30
     52  7.255817382538E-04  1.000045E-30  1.000073E-30  1.000204E-30  1.000244E-30  1.000329E-30  1.000633E-30  1.001323E-30  1.001431E-30
     53  7.551843574001E-04  1.000047E-30  1.000076E-30  1.000212E-30  1.000253E-30  1.000343E-30  1.000658E-30  1.001378E-30  1.001489E-30
     54  7.854224313090E-04  1.000049E-30  1.000079E-30  1.000221E-30  1.000264E-30  1.000357E-30  1.000685E-30  1.001433E-30  1.001549E-30
     55  8.164066374138E-04  1.000051E-30  1.000082E-30  1.000229E-30  1.000274E-30  1.000371E-30  1.000712E-30  1.001490E-30  1.001611E-30
     56  8.482679080764E-04  1.000053E-30  1.000085E-30  1.000238E-30  1.000285E-30  1.000385E-30  1.000740E-30  1.001548E-30  1.001674E-30
     57  8.811699017317E-04  1.000055E-30  1.000088E-30  1.000248E-30  1.000296E-30  1.000400E-30  1.000768E-30  1.001608E-30  1.001740E-30
     58  9.153304977871E-04  1.000057E-30  1.000092E-30  1.000257E-30  1.000307E-30  1.000416E-30  1.000798E-30  1.001670E-30  1.001808E-30
     59  9.510634923056E-04  1.000059E-30  1.000095E-30  1.000267E-30  1.000319E-30  1.000432E-30  1.000830E-30  1.001736E-30  1.001879E-30
     60  9.888739022907E-04  1.000062E-30  1.000099E-30  1.000278E-30  1.000332E-30  1.000449E-30  1.000863E-30  1.001805E-30  1.001954E-30
     61  1.029744313280E-03  1.000064E-30  1.000103E-30  1.000289E-30  1.000346E-30  1.000468E-30  1.000898E-30  1.001880E-30  1.002036E-30
     62  1.076805333108E-03  1.000067E-30  1.000108E-30  1.000303E-30  1.000362E-30  1.000489E-30  1.000940E-30  1.001966E-30  1.002129E-30
     63  1.127478238084E-03  1.000070E-30  1.000113E-30  1.000317E-30  1.000379E-30  1.000512E-30  1.000984E-30  1.002059E-30  1.002231E-30
     64  1.179263354774E-03  1.000074E-30  1.000118E-30  1.000331E-30  1.000396E-30  1.000536E-30  1.001029E-30  1.002154E-30  1.002334E-30
     65  1.231720185468E-03  1.000077E-30  1.000124E-30  1.000346E-30  1.000414E-30  1.000560E-30  1.001075E-30  1.002250E-30  1.002439E-30
     66  1.284679788904E-03  1.000080E-30  1.000129E-30  1.000361E-30  1.000431E-30  1.000584E-30  1.001122E-30  1.002347E-30  1.002545E-30
     67  1.338068714676E-03  1.000084E-30  1.000134E-30  1.000376E-30  1.000449E-30  1.000608E-30  1.001168E-30  1.002445E-30  1.002652E-30
     68  1.391852718980E-03  1.000087E-30  1.000140E-30  1.000391E-30  1.000467E-30  1.000633E-30  1.001215E-30  1.002543E-30  1.002760E-30
     69  1.446014888479E-03  1.000090E-30  1.000145E-30  1.000406E-30  1.000486E-30  1.000657E-30  1.001263E-30  1.002643E-30  1.002869E-30
     70  1.500546342624E-03  1.000094E-30  1.000151E-30  1.000422E-30  1.000504E-30  1.000682E-30  1.001311E-30  1.002743E-30  1.002978E-30
     71  1.555442065896E-03  1.000097E-30  1.000156E-30  1.000437E-30  1.000522E-30  1.000707E-30  1.001359E-30  1.002843E-30  1.003089E-30
     72  1.610698967280E-03  1.000101E-30  1.000162E-30  1.000453E-30  1.000541E-30  1.000732E-30  1.001407E-30  1.002945E-30  1.003200E-30
     73  1.666314948699E-03  1.000104E-30  1.000167E-30  1.000468E-30  1.000560E-30  1.000758E-30  1.001456E-30  1.003047E-30  1.003312E-30
     74  1.722288445659E-03  1.000108E-30  1.000173E-30  1.000484E-30  1.000579E-30  1.000783E-30  1.001505E-30  1.003150E-30  1.003425E-30
     75  1.778618195039E-03  1.000111E-30  1.000179E-30  1.000500E-30  1.000598E-30  1.000809E-30  1.001555E-30  1.003253E-30  1.003539E-30
     76  1.835303663832E-03  1.000115E-30  1.000184E-30  1.000516E-30  1.000617E-30  1.000835E-30  1.001605E-30  1.003357E-30  1.003653E-30
     77  1.892344396716E-03  1.000118E-30  1.000190E-30  1.000532E-30  1.000636E-30  1.000861E-30  1.001655E-30  1.003462E-30  1.003768E-30
     78  1.949739812628E-03  1.000122E-30  1.000196E-30  1.000548E-30  1.000655E-30  1.000887E-30  1.001705E-30  1.003568E-30  1.003885E-30
     79  2.007489276907E-03  1.000126E-30  1.000202E-30  1.000564E-30  1.000675E-30  1.000914E-30  1.001756E-30  1.003674E-30  1.004002E-30
     80  2.065592139419E-03  1.000129E-30  1.000208E-30  1.000581E-30  1.000694E-30  1.000940E-30  1.001807E-30  1.003781E-30  1.004120E-30
     81  2.124047755162E-03  1.000133E-30  1.000213E-30  1.000597E-30  1.000714E-30  1.000967E-30  1.001859E-30  1.003888E-30  1.004238E-30
     82  2.182855495215E-03  1.000137E-30  1.000219E-30  1.000614E-30  1.000734E-30  1.000994E-30  1.001910E-30  1.003997E-30  1.004358E-30
     83  2.242014752368E-03  1.000140E-30  1.000225E-30  1.000630E-30  1.000754E-30  1.001021E-30  1.001962E-30  1.004106E-30  1.004478E-30
     84  2.301524943777E-03  1.000144E-30  1.000231E-30  1.000647E-30  1.000774E-30  1.001048E-30  1.002015E-30  1.004215E-30  1.004599E-30
     85  2.361385511936E-03  1.000148E-30  1.000237E-30  1.000664E-30  1.000794E-30  1.001076E-30  1.002067E-30  1.004325E-30  1.004721E-30
     86  2.421595924701E-03  1.000152E-30  1.000243E-30  1.000681E-30  1.000814E-30  1.001103E-30  1.002121E-30  1.004436E-30  1.004844E-30
     87  2.482155674804E-03  1.000155E-30  1.000249E-30  1.000698E-30  1.000835E-30  1.001131E-30  1.002174E-30  1.004548E-30  1.004968E-30
     88  2.543064279071E-03  1.000159E-30  1.000256E-30  1.000715E-30  1.000855E-30  1.001159E-30  1.002228E-30  1.004660E-30  1.005092E-30
     89  2.604321277494E-03  1.000163E-30  1.000262E-30  1.000732E-30  1.000876E-30  1.001187E-30  1.002282E-30  1.004773E-30  1.005218E-30
     90  2.665926232237E-03  1.000167E-30  1.000268E-30  1.000750E-30  1.000896E-30  1.001215E-30  1.002336E-30  1.004887E-30  1.005344E-30
     91  2.727878734382E-03  1.000171E-30  1.000274E-30  1.000767E-30  1.000917E-30  1.001244E-30  1.002391E-30  1.005002E-30  1.005471E-30
     92  2.790178404165E-03  1.000175E-30  1.000280E-30  1.000785E-30  1.000938E-30  1.001272E-30  1.002446E-30  1.005117E-30  1.005599E-30
     93  2.852824875480E-03  1.000179E-30  1.000287E-30  1.000802E-30  1.000959E-30  1.001301E-30  1.002501E-30  1.005232E-30  1.005728E-30
     94  2.915817796872E-03  1.000183E-30  1.000293E-30  1.000820E-30  1.000981E-30  1.001330E-30  1.002557E-30  1.005349E-30  1.005857E-30
     95  2.979156831833E-03  1.000187E-30  1.000299E-30  1.000838E-30  1.001002E-30  1.001359E-30  1.002613E-30  1.005466E-30  1.005988E-30
